身不爽不由人瞌睡朦胧,0,身不爽不由人瞌睡朦胧（呃）。
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,14038540.677891575,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,14100151.053276703,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14106627.663006896,0.1
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,14172039.492376082,0.2
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,14189081.25741028,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,14199317.035898536,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,14225067.119618401,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,14225398.420784943,0.0
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,14233650.518937185,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,14279052.614353051,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,14286718.659856105,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,14318429.672232175,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,14327553.255932022,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,14340263.015395869,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,14340862.198487049,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,14415083.31588645,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,14421094.418009965,0.1
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,14421718.89908585,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,14433565.02881678,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,14450333.986897465,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,14474303.487266822,0.1
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,14481465.33448981,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,14496558.690378863,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,14523251.882779587,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,14546727.272010539,0.0
daxp-DiTouLi-NvQiJie.xml_5,与我那三郎把信传。,14555061.13715235,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,14555727.054284366,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,14602790.972216126,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,14626298.55094774,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,14630059.992208654,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,14650047.218255688,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,14680150.808328185,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,14689854.498838365,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,14711438.655244123,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,14714702.193423932,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,14721212.702128634,0.2
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,14780136.367838057,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,14790568.483973578,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,14806269.560301796,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,14807798.598055538,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,14848243.073841339,0.3
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,14881435.734002886,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,14882550.651127357,0.3
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,14884627.939857353,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,14930222.03344129,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,15021861.786205782,0.2
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,15032731.194610137,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,15108678.793615548,0.3
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,15119980.926314281,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,15141519.574837755,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,15157940.426448751,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,15161983.759381495,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,15169320.92505141,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,15169771.881900553,0.0
daxp-SuSanLi-NvQiJie.xml_3,过往的君子听我言。,15198358.313518014,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,15217242.584535128,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,15220618.506912768,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,15240984.551124321,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,15240984.551124321,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,15256273.229738802,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,15264888.254251668,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,15276192.77645732,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,15284792.341882555,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,15301734.313457852,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,15313432.621084657,0.2
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,15320178.182869775,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,15332848.739456192,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,15338993.52034695,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,15382647.224792259,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,15393949.832856089,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,15398028.543191012,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15441851.634185633,0.1
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,15449104.897210196,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,15520195.739297584,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,15562589.849404907,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,15565635.024606274,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,15579999.659665527,0.2
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,15606189.875473145,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,15701072.74509067,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,15715909.279957673,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,15728644.345657535,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,15737844.391867517,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,15779278.967297297,0.0
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,15785359.408168394,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,15797214.06277677,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,15799768.80546326,0.2
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,15805844.033784201,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,15809657.319642777,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,15861139.16017947,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,15886087.51655167,0.2
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,15887800.68312401,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,15892028.265098117,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,15898957.047843983,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,15905804.136430338,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15916375.050155131,0.2
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,15921194.78581515,0.2
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,15927812.240637707,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,15940082.98050474,0.0
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15945979.685872035,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,15947610.837921465,0.1
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,15959907.06185192,0.1
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,15972880.019274643,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,15982698.149171274,0.2
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,16005897.264050988,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,16011329.261870435,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,16012847.76737575,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,16070874.708253164,0.3
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,16155723.339898543,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,16158673.919693762,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,16177010.567407822,0.2
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,16217248.259700844,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,16222870.17058707,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,16226518.259563403,0.2
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,16273944.105583105,0.2
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,16312435.34516757,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,16318962.454320287,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,16400285.541240582,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,16412998.757955298,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,16416433.967207968,0.2
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,16443967.010947948,0.2
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,16450672.713804757,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,16468065.330150617,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,16505969.019358605,0.1
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,16538315.64435228,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,16589478.98162694,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,16649553.265555352,0.2
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,16681905.759301033,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,16699534.10625,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,16733504.253715225,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,16740426.876187861,0.2
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,16744481.231746633,0.2
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,16779670.601010833,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,16784243.55959312,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,16787425.253562737,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,16836967.56831939,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,16852884.796571568,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,16858886.200282633,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,16871244.959089965,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,16873541.732659444,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,16949842.745695036,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,16958389.86900576,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,16958836.282820728,0.3
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,17006517.73817505,0.2
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,17048676.11298247,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,17155161.154854618,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,17194250.665643897,0.2
daxp-LaoDieDie-SanJiZhang-1.xml_0,老爹爹请息（呀）怒容儿细讲，,17200070.952978805,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,17209841.513001353,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,17244749.01898199,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,17268640.43435984,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,17366156.72128749,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,17371346.212727644,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,17423204.97689036,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,17434773.109894723,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,17512890.817124475,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,17517917.592440583,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,17587957.130843848,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,17621893.706745412,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,17714407.208271317,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,17718961.24418089,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,17724332.582950708,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,17746184.980191838,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,17774451.07701118,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,17885251.120670564,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,17947996.615853664,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,17964019.49201204,0.3
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,18024487.062206406,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,18061329.396877643,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,18109455.738474313,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,18115993.85285649,0.1
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,18153074.000315,0.1
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,18156669.33207037,0.2
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,18171926.439199876,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,18221715.786095593,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,18252754.82679224,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,18285803.26925484,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,18296016.87716239,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,18373322.244323608,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,18384302.28711866,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,18478419.832616728,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,18479290.248952676,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,18495485.874481183,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,18505732.473896515,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,18522001.535541277,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,18523475.811146885,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,18558172.0850485,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,18569025.626548517,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,18697191.628685787,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,18798196.21343114,0.2
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,18901652.88958972,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,18922201.298911713,0.2
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,19067054.34310572,0.1
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,19085043.341612816,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,19148209.722032532,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,19201312.961932108,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,19208927.446439795,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,19284243.890240323,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,19284243.890240323,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,19284957.215840098,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,19300672.492841896,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,19314921.47750891,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,19323149.36923023,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,19385177.862035085,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,19401807.63007794,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,19431843.97934191,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,19431843.97934191,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,19451805.941659432,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,19457330.405435435,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,19466862.7013039,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,19512902.623317156,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,19520705.15504965,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,19593978.42962818,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,19751911.3889697,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,19770655.037636083,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,19814880.288291354,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,19816992.239431698,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,19831754.02544505,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,19839373.913759522,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,19869405.093091674,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,19871609.530735288,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,19881005.3341756,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,19892531.724328253,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,19892531.724328253,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,19896601.677113794,0.1
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,19905875.43689689,0.2
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,19955531.098559313,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,19962190.79852347,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,19979268.720258825,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,19988886.87449206,0.1
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,20047832.082053605,0.0
