谁知昭关有阻拦,0,谁知昭关有阻拦。
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,9144587.497669872,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,9149154.00461094,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,9162054.638886038,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,9173717.113597965,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,9214680.746002574,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,9231324.471424244,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,9240363.90280308,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,9249893.170105688,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,9270032.853223613,0.2857142857142857
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,9277371.698087398,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,9294542.228057068,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,9301658.198178794,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,9326160.755382432,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,9330637.29989238,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,9357468.686126871,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_0,蒙君子至殷勤再三问话，,9369867.827091191,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,9380629.608708745,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9432785.31434691,0.42857142857142855
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,9449361.76293598,0.2857142857142857
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,9471106.24383572,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,9474644.092246365,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,9492003.230369352,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,9497144.34673075,0.0
daxp-QiaoLouShang-HuangShanLei.xml_11,又思来又想去越不安宁。,9499511.250939107,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,9501608.180484734,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,9505197.134380296,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,9515765.388469568,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,9548251.474725522,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,9548251.474725522,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,9562221.81995029,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,9564172.869393578,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,9567006.331248458,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,9568187.132282764,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,9573273.487123411,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,9593388.27609168,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_0,对菱花暗地里芳心自转，,9620950.068986133,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,9693888.361355836,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,9696011.898886392,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,9720079.852146314,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,9741155.068489097,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,9758998.347527368,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,9766291.457402656,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,9781615.748997469,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,9814689.934798636,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,9815548.263259629,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,9819163.729880972,0.7142857142857143
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,9822582.69153101,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9826510.356706368,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,9828237.192034729,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,9830369.584905105,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,9836004.054611327,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,9852702.424196023,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,9870372.129870478,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,9889599.952107318,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,9932513.535028556,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,9942619.739140507,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,9948920.470960135,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,9949341.560282981,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,9951279.16014049,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,9952593.28004551,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,9954640.333897635,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,9974049.760399682,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9980587.06090124,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,10002935.14409859,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,10007043.222299464,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10007922.242592053,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,10009979.552603504,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,10015842.59473848,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,10040614.461247917,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,10041723.375062292,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,10046764.61681864,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,10051757.954068745,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,10081746.027622245,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10101461.406177303,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,10120833.80586812,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,10128737.347725457,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,10146079.541098792,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,10158486.99271286,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,10170300.142694276,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,10171305.310780603,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,10172127.5731353,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,10176805.300005497,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,10190753.545589972,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,10204023.184395274,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,10214922.056448255,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,10219962.794330621,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,10268276.207537562,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,10280458.522176169,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10283399.39495541,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10310220.434046026,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,10320172.977155859,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,10324060.553041954,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,10340632.019665439,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10344697.736133259,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,10356093.811193934,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,10368697.691579718,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,10379474.01296937,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,10394032.359946271,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,10404457.3198337,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,10408460.465673666,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,10411787.185919879,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,10416903.762622282,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,10437589.416890359,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,10490437.898983933,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,10503776.748271523,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,10511036.821269691,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,10511036.821269691,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10524788.212484589,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,10531713.674906408,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10553563.97272056,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,10565867.939593697,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,10605842.504095439,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,10618392.445605502,0.2857142857142857
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,10619613.340598684,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,10625415.792102927,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10629121.475475932,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,10634321.360902525,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,10646247.221179761,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,10650810.615189923,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,10687347.695080578,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,10700176.307705631,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,10716977.138454309,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10725101.570154928,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10729522.249256987,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,10737866.702518135,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,10738691.951000622,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,10767671.067123022,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,10797407.391004102,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,10800775.006306712,0.0
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,10802694.713716153,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,10802694.713716153,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,10820224.921521863,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,10828981.7110166,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,10846730.679552354,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,10864459.381984103,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,10904860.568701476,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,10906634.67254398,0.0
daxp-ChunQiuTing-SuoLinNang.xml_25,安他半世凤凰巢。,10924506.70483261,0.0
daxp-ErTingDe-SuoLinNang.xml_23,安她半世凤凰剿。,10924506.70483261,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,10933106.090464298,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10934618.775651399,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10940881.830407888,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,10956004.611023245,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,10973490.52917447,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,10974747.872862086,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,10988398.837585067,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,10992917.8361006,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,10992917.8361006,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,11008451.319475772,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,11020589.89644953,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,11064887.10934625,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,11070508.467199106,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,11095843.173640389,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,11115652.382116087,0.0
daxp-FeiShiWo-TaoHuaCun.xml_17,听我的号令上战场。,11117141.475123636,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,11140780.053306911,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,11170674.29975017,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,11173912.591469428,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,11187273.834366089,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,11200597.820440989,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,11208239.293723479,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,11284095.57054395,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,11294978.866312232,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,11307053.844944691,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,11313427.175895682,0.2857142857142857
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,11323311.490325393,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11323910.129975278,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,11332648.608935393,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,11350187.361882586,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,11393265.173707766,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,11404604.854585215,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_3,奴好比花未开风吹雨打，,11439787.532538055,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,11449051.424497603,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,11454168.412546193,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,11463968.87978667,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,11486560.916401325,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,11497880.399238357,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,11523631.856298024,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,11551338.089211259,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,11563048.558421418,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,11567549.451554185,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,11580637.931791129,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,11584051.381585708,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,11592273.796271805,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,11598587.964058068,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,11627790.63955436,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,11652330.774629854,0.0
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,11653783.866456222,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,11657228.772176463,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,11659881.70800928,0.0
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,11670851.129010256,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,11699274.469250446,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,11699274.469250446,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,11703508.103348885,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,11707386.216508212,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,11728469.481351912,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,11730395.297295235,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,11739292.973405687,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,11753392.600529008,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,11758529.222267568,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,11766791.97440098,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,11766791.97440098,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,11784972.158082325,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,11790390.40779147,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,11791356.924908614,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,11813172.147431182,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,11819749.382638667,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,11820381.23252292,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,11835362.849330585,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,11868239.340394469,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,11876230.220005779,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,11882694.013498927,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11887642.622362774,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,11898707.976069085,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,11954427.9298256,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,11958728.606360566,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,11965439.10532913,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,11983901.559486184,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,11984982.174765157,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11986000.624763757,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,11987545.626285035,0.0
daxp-ChunQiuTing-SuoLinNang.xml_7,世上何尝尽富豪，,11989655.905234601,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,12008878.210441008,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,12023747.30738532,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,12040035.255887723,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,12047435.541233974,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,12049835.29057026,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,12092260.58998295,0.0
