自那日朝罢归身染重病,0,自（喏）那日朝罢归身（呐）染重病，
daxp-LaoDieDie-DaYuShaJia-1.xml_3,等候了爹爹回细问根由。,9844894.30312502,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9868190.048284488,0.0
daxp-WoHeNi-SangYuanHui.xml_1,谁认你狼心狗肺的人！,9871300.648339968,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,9880489.460343119,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,9891809.629932329,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,9893244.172255244,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,9899395.702172583,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,9917166.567021672,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,9919125.864949103,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,9939702.590047983,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,9963816.470815055,0.1
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,9964751.621901141,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,9965016.802730395,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,9969177.290684637,0.2
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,9978084.145097144,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,9987652.976994304,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,9997407.956475925,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,10026854.325917765,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,10034096.66281273,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,10038099.142025847,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,10038995.78841383,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,10065551.189676873,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,10068906.06353435,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,10072552.350925706,0.0
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,10076142.73803852,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,10088714.52346162,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,10104654.63513359,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,10113556.434896933,0.1
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,10115885.27063984,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,10118418.076840304,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,10133226.357974982,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,10145290.133139482,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,10145369.069054766,0.1
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,10152963.527706802,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,10159553.907709979,0.2
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,10177740.647375641,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,10189608.823858567,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,10199993.063057693,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,10204065.393857999,0.0
sdxp-SuLongWei-WuJiaPo.xml_29,府内金银堆如山。,10204181.569975996,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,10204807.069671405,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,10243427.99358625,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,10246468.944243468,0.1
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,10252840.006146403,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,10267544.071583116,0.0
daeh-WuDuanQiao-BiYuZan.xml_0,无端巧计将人陷，,10270309.799208254,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,10283635.473152708,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,10285359.288699912,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10286544.081576174,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,10300288.48959774,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,10302033.898260748,0.1
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,10305129.566760749,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,10309308.582222402,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,10318217.003270198,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,10325911.681137787,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,10338796.379155902,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,10362412.499512406,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,10366038.905517254,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,10397406.287480816,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,10415046.598195484,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10415954.170864185,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,10418740.70024386,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,10420922.52624033,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,10435389.563892,0.0
daeh-NuZiYou-TouJunBieYao.xml_2,但愿得去投军功名有望，,10450548.685190855,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,10456666.768175308,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,10471523.105180476,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,10483790.65620531,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10493123.023439689,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,10500598.547617014,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,10501618.820119034,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,10510542.608599165,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,10514558.326055547,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10530235.027437175,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,10533846.98559178,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10534341.378343072,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,10551750.002381645,0.2
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,10561605.092465738,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,10566341.593964962,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,10572383.35851841,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_0,老爹爹清晨起前去出首，,10576457.276333507,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,10577511.271708436,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,10582084.09192405,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,10586254.052734047,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,10592878.951841008,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,10609437.206551006,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,10617975.129388215,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,10624137.907563375,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10649131.065377953,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,10660370.725162923,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,10670749.51060412,0.1
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,10675771.652835954,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,10680110.545438189,0.0
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,10684537.076900613,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,10694977.655723635,0.1
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,10696313.591030184,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,10702458.13191129,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,10704240.905569315,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,10709761.58403393,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,10714552.446383547,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,10721544.182877913,0.1
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,10725566.672772232,0.1
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,10731102.6838249,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,10754323.922748227,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10755547.402325243,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,10759085.661202561,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,10771754.514485726,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,10774203.596980449,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,10789527.218797049,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,10793513.645823672,0.1
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,10801069.394075803,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,10806259.843583178,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,10819842.763501186,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,10822853.053150525,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,10826234.580848254,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,10835411.349077191,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,10842750.701585894,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,10852238.634731421,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,10868309.914300896,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_4,薛倚儿他好比无弓之箭，,10875454.709573612,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,10890085.1012633,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,10892549.953661695,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,10898169.715047281,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,10898169.715047281,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,10902796.57473067,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,10910861.153186867,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,10912290.306487989,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10918421.661623985,0.0
daxp-DiTouLi-NvQiJie.xml_7,来生变犬马我当报还。,10921454.197530635,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,10939198.48259005,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,10944864.186752306,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,10957268.474768378,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,10960006.22353525,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,10971538.953333972,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,10989647.703191686,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,11001422.934524925,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,11005779.685857896,0.1
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,11021637.51834916,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,11023509.699481733,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,11028786.295266835,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,11060080.610209567,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,11060133.612823969,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,11084472.445412783,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,11099816.883263852,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,11103955.692115776,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,11108219.762233315,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,11116871.065985693,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,11121504.58688715,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,11124622.88993445,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,11134648.177217048,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,11147824.371096712,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,11154591.959298933,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,11201444.366893558,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,11201444.366893558,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,11212974.825731639,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,11217325.333776113,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,11231221.544658858,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,11235042.487887211,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,11268778.349518424,0.2
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,11278641.028841104,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,11307425.03198047,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,11311631.11018984,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,11316793.505751897,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,11331912.22182841,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,11343156.615680102,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,11350871.81461564,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,11351181.559872141,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,11360661.719919484,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,11375072.359658318,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,11379954.43756015,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,11381454.564700505,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,11381454.564700505,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,11385873.238078576,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,11386398.168184916,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,11430160.212440018,0.1
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,11430977.381647212,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,11494717.246351898,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,11498696.880630206,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,11503546.734097855,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,11512647.590958891,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,11516637.871340305,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,11519788.4542576,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,11526826.72738834,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,11538443.585859431,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,11551085.753206253,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,11558234.250533286,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,11564533.2334764,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,11568470.491147999,0.1
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,11575119.230891947,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,11585997.038276348,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,11599965.317137014,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,11612451.509992274,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11619058.495824117,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,11642251.723295843,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,11650460.014488138,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,11650871.939566217,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,11678623.384890804,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,11681378.265646182,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11681524.700692955,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,11684833.003459226,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,11685572.68635887,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,11686083.713587377,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,11690509.401111506,0.0
sdxp-SuLongWei-WuJiaPo.xml_33,家人小厮有万千。,11690558.148470528,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,11691892.395802738,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,11698213.798987824,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,11705940.135304198,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,11712501.424659228,0.1
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,11715913.78502401,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,11747277.796158265,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,11748342.778012209,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,11758628.785956318,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,11762159.782737313,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,11763973.01849188,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11768141.164595807,0.1
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,11777583.129324885,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,11788291.996264782,0.2
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,11795651.232637806,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_11,两旁的文武臣珠泪如麻，,11796663.31093674,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,11813011.461706163,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,11813011.461706163,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11817730.694058437,0.0
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,11819173.000366725,0.0
daxp-FeiShiWo-TaoHuaCun.xml_1,只怪你呆头呆脑慌慌张张。,11842136.195672177,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,11847029.293140976,0.1
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,11864245.461102773,0.0
