三人同把那鬼门关上爬,855,三人同把那鬼门关上爬，
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,16572134.109382834,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,16589180.763925092,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,16627164.631265443,0.1
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,16634186.408920381,0.1
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,16657673.781349009,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,16664956.473191148,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,16666879.686605206,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,16679669.68771445,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,16702894.563211858,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,16729560.406455828,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,16742851.507921882,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,16798203.688447237,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,16804609.427674495,0.1
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,16817893.401129115,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,16821888.95771204,0.1
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,16825233.5394534,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,16862622.092136387,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,16866160.893218335,0.0
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,16887344.300596848,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,16911640.934102215,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,16921259.013055913,0.1
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,16921691.583928067,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,16965435.06528862,0.1
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,16966453.188683704,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,16974842.912914287,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,16980320.678200897,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,16980320.678200897,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,16989753.052840315,0.1
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,16996750.619070392,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,17027349.183863692,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,17037174.618845865,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,17062835.28764703,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,17137095.769595563,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,17147307.684498902,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,17154228.19552279,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,17160698.889485065,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,17164274.19190414,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,17183791.37631181,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,17214535.8319779,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,17240091.23754796,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,17265817.65311647,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,17291024.012818433,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,17303797.17061634,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,17309643.251235753,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,17382470.7337228,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,17405045.851314135,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,17408219.47126304,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,17420746.854329836,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,17462731.594154492,0.1
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,17477858.88791725,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,17478310.53846424,0.0
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,17486604.524586987,0.2
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,17489439.88062022,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,17496653.40470486,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,17633531.623377677,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,17638888.936343372,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,17652287.162111633,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,17653500.749538854,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,17668825.87465958,0.1
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,17679045.099889066,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,17698317.034964666,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,17765100.120351236,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,17777550.15904171,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,17782953.387537897,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,17792834.483051475,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,17797698.29743949,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,17863722.68882892,0.1
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,17917446.342843592,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,17935576.93821293,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,17947320.576558042,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,17952798.5126561,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,18001139.0063885,0.1
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,18023245.021240752,0.2
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,18045465.954003893,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,18086416.504771568,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,18095073.419621643,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,18095073.419621643,0.1
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,18101575.416665614,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,18167648.512892682,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,18175573.314419974,0.2
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,18187955.970519297,0.1
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,18213529.024478476,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,18245533.456894755,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,18270974.244945783,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,18288347.286139447,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,18288746.31875504,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,18357615.15690706,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,18369123.129283424,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,18443565.036575396,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,18451258.377634875,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,18465602.67676075,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,18493839.66099031,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,18493839.66099031,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,18581909.188403532,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,18598891.957369164,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,18599917.080880694,0.1
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,18607626.013511613,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,18632223.563313298,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,18657352.484362833,0.2
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,18678257.538921144,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,18679861.057497106,0.2
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,18685623.46900015,0.1
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,18728142.427866288,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,18760133.390504733,0.0
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,18869070.938232705,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,18873014.20417864,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,18893694.577261094,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,18907611.37507006,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,18921109.229043264,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,18960106.61136463,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,19018360.66490117,0.1
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,19034989.50684708,0.1
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,19035249.16480316,0.1
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,19041644.383906808,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,19078906.21317364,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,19104349.24725979,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,19104349.24725979,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,19132158.993562173,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,19354577.366924107,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,19412320.910079245,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,19458134.521689676,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,19486829.856678978,0.1
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,19498181.04620481,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,19534408.900934048,0.1
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,19550238.296075106,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,19627371.94898195,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,19681443.404586453,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,19687790.972001478,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,19744879.34078607,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,19754213.437010065,0.1
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,19759450.708592165,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,19781086.450283084,0.1
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,19790755.277751785,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,19812094.557224493,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,19817572.05233765,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,19883001.20854135,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,19901846.61090733,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,19911450.085344598,0.1
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,19961317.325340845,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,19972750.233989187,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,20030043.319809545,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,20051724.4482153,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,20086734.696646795,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,20111396.295670535,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,20126638.079587974,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,20167500.196195748,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,20191875.451521445,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,20213321.502600532,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,20219310.330856793,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,20226876.95779155,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,20242246.513670642,0.1
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,20332828.41016622,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,20364016.129140556,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,20367295.471786335,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,20387722.33840516,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,20398431.958569437,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,20501882.445465147,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,20515172.6859185,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,20561762.97350745,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,20638520.203055266,0.2
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,20678476.489621684,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,20723794.5151293,0.1
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,20757530.772361886,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,20784329.200600423,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,20848982.85041232,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,20884394.71411015,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,20954989.976450205,1.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,21050042.28246553,0.1
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,21264680.70747852,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,21290754.21923687,0.2
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,21349434.707980704,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,21371391.542091854,0.1
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,21581244.645529784,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,21594760.972953197,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,21623757.455553662,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,21647213.79342381,0.1
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,21669861.831384484,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,21700751.71883607,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,21738800.353338934,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,21834818.45796729,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,21846230.421832453,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,21880962.13962986,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,21910853.22335851,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,21945619.118515827,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,22015935.317721345,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,22076463.59813834,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,22280592.590681266,0.1
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,22308933.953273375,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,22336389.22772694,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,22542380.56022811,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,22576125.23425149,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,22662564.49846759,0.2
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,22715820.70370001,0.2
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,22954615.9672603,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,23026884.458891496,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,23035216.998584516,0.1
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,23081983.8564737,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,23201557.311377395,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,23258125.41637019,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,23527962.29509647,0.1
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,23807176.26837716,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,24366950.791223418,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,24495587.457439337,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,24513524.141688045,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,24550181.44891075,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,24755371.839956246,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,24816543.078326713,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,25023313.60815162,0.2
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,25198133.712893736,0.1
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,25224860.87140615,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,25488007.63077288,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,25576174.517855592,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,26585203.140551448,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,26614375.069388628,0.1
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,26673956.093948133,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,26804924.367298327,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,27427840.126508642,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,27640872.899551567,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,27948722.413317025,0.1
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,28563412.05927664,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,28803669.34923236,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,28962430.922337964,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,29185620.174378976,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,30551664.454817407,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,31084412.603488546,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,32608816.145766694,0.1
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,33712390.31799413,0.1
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,38908152.928569406,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,40339094.839972146,0.0
