将身儿来至在大街口,0,将身儿来至在大街口，
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,2022705.982507134,1.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,3503853.4396192487,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,3637677.945507281,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,3757931.0377443726,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,3761762.5269481656,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,4103780.0666841036,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4252003.014953778,0.1111111111111111
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,4377554.808316585,0.2222222222222222
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,4395663.373368416,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4430172.166818065,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,4460654.781035868,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,4468250.688418007,0.1111111111111111
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,4775000.801042302,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,4846326.846281461,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,4887544.674457571,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,4933602.428323514,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,5149642.842399601,0.1111111111111111
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,5203277.482046159,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,5258472.890492003,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,5414013.346747377,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,5417091.791996193,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,5453699.170026206,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,5457277.16672784,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,5477553.358445171,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,5592989.094198901,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,5638121.526850014,0.2222222222222222
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,5653615.093942565,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,5700253.911462096,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,5701299.332242073,0.1111111111111111
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,5747983.054138678,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,5816155.130106196,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,5829062.481692733,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,5839729.421927926,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,5852626.6045366945,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,5888038.48484473,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,5992168.618337667,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,5997506.392421524,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,6024371.532808097,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,6073632.806101172,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,6144398.6567088645,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,6261766.945997381,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,6334259.775281392,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,6409806.055896987,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,6419751.559879121,0.1111111111111111
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,6451763.900848081,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,6461691.574744931,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,6597517.437602373,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,6604364.642791771,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,6611896.15326054,0.1111111111111111
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,6678711.0103849,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,6799044.840797271,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,6812556.260734845,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,6895631.633312968,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,7045188.957593277,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,7070082.632516678,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,7087088.988576488,0.1111111111111111
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,7180057.80931989,0.2222222222222222
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,7205505.698433275,0.2222222222222222
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,7224801.666072138,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,7258761.037817804,0.2222222222222222
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,7324918.16923145,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,7393010.2210258,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,7406418.132775468,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,7406418.132775468,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,7413318.166167955,0.1111111111111111
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,7413318.166167955,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,7446707.090530849,0.1111111111111111
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,7596491.8939413335,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,7657423.158899853,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,7724895.0488018235,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7747037.0188428005,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,7747860.579062826,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,7757194.965591595,0.2222222222222222
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,7824525.178633449,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,7852340.523806568,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,7853839.663890086,0.6666666666666666
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,7931528.698975226,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,8017070.921749479,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,8028908.7062525535,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,8095245.063094285,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,8095944.953994237,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,8098285.671641679,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,8140566.788277321,0.1111111111111111
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,8151672.270290696,0.1111111111111111
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,8231390.424959497,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,8267653.761756667,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,8319987.758535923,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,8331142.081070265,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,8377105.120027965,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,8417917.033339743,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,8436514.734205611,0.1111111111111111
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,8475292.364454474,0.1111111111111111
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,8493089.916020734,0.0
daxp-DangRiLi-SuoLinNang.xml_8,轿中人必定有一腔幽怨，,8497920.405197572,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,8500473.72432226,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,8511535.940203113,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,8567583.048801783,0.1111111111111111
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,8568901.114373868,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,8576801.266323116,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,8585765.069726618,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,8635403.626668751,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,8711480.61971476,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,8733009.725373872,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,8733893.928699544,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,8833264.236253291,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,8842990.207346248,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,8890926.725549657,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,8912714.64868821,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,8912753.58454153,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,8975413.91612517,0.1111111111111111
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,8995930.028459437,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,9013866.18055424,0.2222222222222222
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,9063493.174355693,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,9066717.923072103,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,9068452.020006824,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,9072004.046000386,0.1111111111111111
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,9094870.939193716,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,9099047.581660202,0.1111111111111111
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,9134456.626844151,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,9136506.928878574,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,9144030.932916615,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,9156269.872741032,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,9225413.46741515,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,9274397.329860564,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9327523.464422576,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,9341577.078043733,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9351850.143955043,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,9357248.67528254,0.6666666666666666
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,9380719.35152078,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,9383474.06388428,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,9393760.420442156,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,9413786.757444236,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,9415367.174972186,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,9456455.057022365,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,9456696.16134369,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,9492681.414702417,0.1111111111111111
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,9516371.77586236,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,9558959.016840069,0.1111111111111111
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,9561411.286281629,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,9569881.133531472,0.2222222222222222
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,9575565.316394018,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,9630976.07837794,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9691038.093420882,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,9706159.426986387,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,9712232.231903443,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,9720808.222959016,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,9722571.087526647,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,9741562.116399882,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,9742054.110036634,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,9751395.596095294,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,9757457.275996055,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,9805773.10381075,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,9807754.73409693,0.1111111111111111
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,9821890.925063293,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,9842591.033675173,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,9856247.19675483,0.1111111111111111
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,9880537.045770463,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_4,哪一位去往南京转，,9895721.960986964,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,9895906.678634813,0.2222222222222222
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,9911058.788460657,0.2222222222222222
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,9962444.282916795,0.5555555555555556
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,9988475.220370186,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,10006338.610865045,0.1111111111111111
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,10006338.610865045,0.1111111111111111
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,10034302.63980946,0.1111111111111111
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,10037301.142571663,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10037513.443871513,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,10038746.573473128,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,10083795.487282425,0.1111111111111111
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,10102015.639952237,0.5555555555555556
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,10153001.933822008,0.1111111111111111
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,10186715.665235225,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,10210953.015085988,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,10324341.304673182,0.1111111111111111
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,10335449.630701607,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,10383257.120466806,0.1111111111111111
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10407452.918415807,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,10420392.48899546,0.2222222222222222
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,10559548.02150641,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,10570135.165431034,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,10602963.188851235,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,10639008.28605422,0.0
daxp-ErDeFu-HongNiGuan.xml_5,不想到狠心郎一味猖狂。,10648529.757857786,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,10656756.461465104,0.1111111111111111
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,10666008.828816472,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,10674238.7043182,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,10751313.508383468,0.1111111111111111
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,10784490.853363965,0.1111111111111111
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10794273.906817794,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,10797609.69003171,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,10810588.192631885,0.1111111111111111
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,10821435.06902825,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,10833987.951923074,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,10846257.387671499,0.1111111111111111
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,10854355.695165984,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,10857349.449035149,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,10882994.503269844,0.1111111111111111
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,10942494.520053893,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,10966267.09275608,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,11005207.552248426,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,11118173.72667277,0.1111111111111111
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,11261584.547843432,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,11303308.351121144,0.1111111111111111
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,11318166.194743909,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,11340412.82145394,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,11354748.234884167,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,11376740.59507624,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,11385024.447495488,0.1111111111111111
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,11427863.552700413,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,11430884.684364017,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,11432910.806395039,0.1111111111111111
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,11439908.690088514,0.0
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,11455682.694731995,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,11490470.548008118,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,11501362.230739776,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,11506439.857092582,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,11509394.552301046,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,11545899.916087454,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,11556255.976462008,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,11613281.839726096,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,11614843.073109662,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,11628060.040179294,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,11630499.509069007,0.2222222222222222
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,11631278.345709516,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11644271.544686032,0.0
daeh-LiYanFei-DaBaoGuo.xml_2,太师爷奏一本进贡年下，,11698621.620693067,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,11732139.208686912,0.0
