年老得配女娇娃,11,年老得配女娇娃。
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,14002574.322036779,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,14013849.072378404,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,14026966.23299149,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,14039804.874798229,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,14054336.440204972,0.2857142857142857
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,14056578.576690096,0.0
daxp-SuSanLi-NvQiJie.xml_5,与我那三郎把信传。,14063950.79792739,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,14104910.45572288,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,14143436.585505921,0.0
daxp-WoZhuYe-SiLangTanMu.xml_4,叫番儿忙摆驾银安殿，,14156671.435194518,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,14163018.546810964,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,14189499.240440553,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,14195764.402243031,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,14204307.871323247,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,14206893.995172262,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,14217728.701063199,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,14227295.098182611,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,14229225.737918884,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,14265471.577149384,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,14288242.515216487,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,14288242.515216487,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,14288699.84460358,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,14289875.989728374,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,14345729.380120626,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,14353180.662511969,0.0
daeh-LiYanFei-ErJinGong.xml_1,想起了朝中事好不惨伤！,14406396.726880163,0.0
daxp-XiRiLi-LongFengChengXiang.xml_5,纵有大事料无妨。,14415767.999940371,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,14446759.65710076,0.0
daeh-LiYanFei-DaBaoGuo.xml_9,压定了文武臣均要画押。,14449179.568720527,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,14451379.728868801,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,14467868.406024614,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,14493457.577520251,0.0
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,14496578.997083014,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,14506776.80062931,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,14507160.206746187,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,14535850.890904654,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,14574839.938737826,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,14582623.628402961,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,14632647.082305467,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,14641162.212756574,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,14648426.224872187,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,14650994.356180103,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,14655776.521391008,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,14682458.897952244,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,14720494.892150998,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,14729685.668622732,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,14756062.132128306,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,14770383.467891792,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,14773093.598238643,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,14794839.62263843,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,14822346.255513258,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,14847829.691642893,0.0
daxp-DangRiLi-SuoLinNang.xml_1,霎时间日色淡似坠西山。,14852074.88205048,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,14857773.219810337,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,14885243.612478152,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,14893443.550495006,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,14909374.121774668,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,14913932.324495256,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,14913932.324495256,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,14917664.492818894,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,14929553.310824508,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,14933950.067214333,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,14937880.717673277,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,14948825.654216906,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,14955960.471763225,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,15006188.032145768,0.0
daxp-ErDeFu-HongNiGuan.xml_7,又恐怕众将官说短论长。,15016908.123939458,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,15039900.292477036,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_0,谯楼上二更鼓声声送听，,15048130.937422829,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,15051854.397606894,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,15060354.704570461,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,15062737.898305725,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,15073218.48726171,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,15087018.77462599,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,15107543.97991041,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,15112966.419587405,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,15117868.486550156,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,15139339.657138629,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,15142078.425276818,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,15152208.454023903,0.0
daxp-DiTouLi-NvQiJie.xml_3,过往的君子听我言。,15157129.22265327,0.0
daxp-MuQinBu-FengHuanChao.xml_5,活在世上也枉然。,15160208.297133218,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,15169562.818973336,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_5,每日里在书房苦读圣贤。,15244324.10438109,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,15302455.656237248,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,15313117.992613303,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,15318395.376287628,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,15343046.304302232,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,15351308.391190019,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,15387734.05218501,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,15451656.09168107,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_6,又谁知平白的闪跌一跤。,15453652.37889096,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,15458821.631805701,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,15475396.530418457,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,15484034.78879386,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,15490267.463005941,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,15495500.971006906,0.0
daeh-SunShangXiang-BieHuangGong.xml_2,遭不幸父王爷把驾来晏，,15499405.784433829,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,15501790.20207557,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,15518267.646838296,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,15524838.846184216,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,15657767.238098202,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,15679824.756036332,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,15679824.756036332,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,15700583.807565045,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,15702367.832750421,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_0,昨日宫中何等宠幸，,15714165.6276961,0.0
daxp-QiaoLouShang-HuangShanLei.xml_9,看娇儿正酣睡恐被风侵。,15728939.584151233,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,15765337.931350663,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,15775831.104158847,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,15787925.473278174,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,15798562.282537922,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,15800242.043202119,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,15804739.988672838,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,15809363.568948584,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,15813589.478636509,0.14285714285714285
daeh-ZaoBuXing-HeHouMaDian.xml_5,贼好比曹阿瞒半点不差，,15819239.602942014,0.0
daeh-LiYanFei-DaBaoGuo.xml_5,候幼主成了龙原业归家。,15848647.772391155,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_3,老薛保好一似浪里舟船。,15884455.601248503,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,15889506.583496358,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,15893152.902653474,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,15902418.627930822,0.0
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,15916985.593886621,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,15921800.962866826,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,15956030.1470167,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,15972857.081878183,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,15982571.461196776,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,15994158.534792423,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,16000647.349337459,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,16020574.733642334,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,16031403.99087099,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,16031583.596131781,0.14285714285714285
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,16047191.280714229,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,16150831.417707764,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_3,反倒说为嫂我拦阻有差，,16157994.646872751,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,16197429.49797728,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,16197429.49797728,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,16198212.61250024,0.0
daxp-ChunQiuTing-SuoLinNang.xml_9,也有失意痛哭嚎啕，,16200179.229950435,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,16248570.449186062,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,16289268.176258225,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_2,思想起从前事心中悔恨，,16291760.293154798,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,16293577.663184881,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,16337808.154701823,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,16390474.786091607,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,16405380.670962356,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,16438907.201170892,0.0
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,16461698.530231815,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,16466452.481466254,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,16479946.30706895,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,16510778.59195802,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,16514843.939954156,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,16531197.947568914,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,16600041.944412552,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,16606762.799090307,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,16640891.189789804,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,16663547.653434807,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,16673777.984666554,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,16688529.330716144,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,16689789.237559216,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,16715598.268428829,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,16736146.373131564,0.0
daeh-ZuoChunGui-XiShi.xml_2,奴这里心中痛玉颜清减，,16761878.958822232,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,16800623.41403909,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,16830969.90830095,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,16905642.995542448,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,16929181.322660528,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,16947176.137363028,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,16947504.366066605,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,16981987.573253185,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,17006061.534955345,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,17037999.605681967,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,17040596.83886625,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,17041204.64424936,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,17054371.71774414,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,17066201.887966815,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,17176831.66533119,0.14285714285714285
daxp-NiDeFu-FenHeWan.xml_3,不等到日落及早回程。,17182195.42521557,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,17200479.417538326,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,17210163.850190174,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,17222029.8094111,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_5,实指望教训他终身有靠，,17236731.434886053,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,17253957.886015173,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,17348741.51649212,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,17348741.51649212,0.0
daxp-ChunQiuTing-SuoLinNang.xml_5,为何鲛珠化泪抛？,17369983.53519181,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,17373274.91632419,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,17373274.91632419,0.0
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,17427462.18927106,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,17432592.501674917,0.0
daxp-TingTaYan-ZuoGong.xml_1,十五载到今日才吐真言。,17488762.327406876,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,17498633.656155154,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,17509059.162777968,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,17530143.925887085,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_2,家住在罗郡城魁星楼下，,17530493.4094053,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,17537867.297906864,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,17560697.955811255,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,17572546.194569148,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,17598514.554147385,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,17605788.540114537,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,17630059.836156834,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,17635572.49360796,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,17701213.86491668,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,17718990.16488677,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,17720741.66089463,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,17721333.55721529,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,17756326.50044767,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,17772479.91795651,0.14285714285714285
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,17802839.33271195,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,17837871.661677245,0.0
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,17848704.14786776,0.0
daxp-DangRiLi-SuoLinNang.xml_0,当日里好风光忽觉转变，,17851358.96117998,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,17867038.364457253,0.0
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,17887641.18434649,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,17888847.608515307,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,17920806.539111737,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,17930884.59076613,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,18026924.74511679,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,18043818.736835714,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,18051421.231034447,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,18053610.866612513,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,18073978.719966214,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,18123062.37638336,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,18126443.53174349,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,18151104.523787864,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_10,只骂得贼昏王无言对答。,18152352.4532963,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,18152652.668473303,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,18227596.436962675,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,18234188.562729113,0.0
