年老得配女娇娃,11,年老得配女娇娃。
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,18260529.924102526,0.0
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,18261469.457184557,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,18319015.183169767,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,18322107.344392765,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,18329132.07419295,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,18333711.594742525,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,18364240.299267057,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,18364602.62706603,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,18409729.319845498,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,18410934.526464004,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,18441744.9575438,0.0
daxp-DangRiLi-SuoLinNang.xml_11,为什么悲切切哭得可怜。,18448190.73455995,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,18449117.21728151,0.0
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,18453720.573271517,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,18455724.49696854,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,18490733.749035295,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,18547653.14756555,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,18554731.219448224,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,18572589.725023407,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,18595794.314790577,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,18605365.036960553,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,18607072.296386737,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,18625921.516011503,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,18694641.981839925,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,18697508.287815835,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,18740395.218566723,0.14285714285714285
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,18742645.049806975,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,18787628.657899696,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,18811912.866438806,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,18819424.234824378,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,18838273.08833011,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,18983411.721496273,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,18991295.65230828,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,19049406.397985384,0.0
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,19068900.829379693,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,19197204.194081124,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,19208448.522219345,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_8,只骂得贼昏王装聋作哑，,19243183.575681612,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,19247035.24520295,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,19261080.207982384,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,19299870.681648556,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,19306937.88197952,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,19309747.990770772,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,19312860.92774038,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,19322798.983080257,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,19336152.62741903,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,19396726.09335606,0.0
daxp-QiaoLouShang-HuangShanLei.xml_5,猛听得窗儿外似有人行。,19431751.056041166,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,19486085.984779835,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,19507549.39145302,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,19530019.857800532,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,19539390.046305012,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,19541912.043696955,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,19610374.283048928,0.0
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,19674266.58161641,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,19675306.17944237,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,19675409.07337013,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,19675409.07337013,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,19721036.421533488,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,19812650.38166198,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,19832442.550671786,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,19833500.741809707,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,19910002.842426457,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,20099302.60565514,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,20108906.50337428,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,20147553.15331444,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,20181770.63033102,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,20188152.24853259,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,20289804.230020534,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,20318694.764594104,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,20329733.95958401,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,20329733.95958401,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,20329935.924444526,0.0
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,20340040.03105816,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_3,安排虎计害刘王。,20418722.362463612,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,20482888.248020656,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,20499132.538991235,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,20622903.517288387,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,20629052.658538535,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,20629052.658538535,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,20704947.130959228,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,20715124.742481004,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,20784902.04815856,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,20786622.00080135,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_3,等候了你妻子同见阎罗。,20802695.23071854,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,20831448.632830642,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,20917740.960075144,0.2857142857142857
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,21003329.48464992,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,21058346.837555826,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,21070781.48062346,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,21076736.479476124,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,21088027.083853804,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,21124984.36973714,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,21133958.08477099,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,21165342.915307123,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,21221501.56915041,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,21263580.708737485,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,21284485.52090063,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,21336175.244498238,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,21363148.061059862,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,21751962.517360725,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,21809875.934444588,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,21824301.285029847,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,21857761.478468753,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,21861832.992828406,0.2857142857142857
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,21921786.0139059,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,21954361.339782726,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,21964010.254101932,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,22056241.68980763,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,22069543.918194123,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,22177946.30940147,0.0
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,22203142.547359247,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,22274824.15709929,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,22277203.89677956,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,22286088.93062741,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,22299865.95646693,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,22498615.612008315,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,22513746.718961217,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,22572406.847399723,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,22697814.2411248,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,22779297.146255292,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,22810999.78725321,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,22899650.661167104,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,22913756.87997132,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,22917814.926573265,0.0
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,22944296.732296817,0.0
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,22952438.179751445,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,22955936.145190343,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,22964491.840961475,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,22974912.788629957,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,23009327.362097517,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,23019093.51144542,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,23030791.056806415,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,23088128.535335302,0.14285714285714285
daxp-DuiLingHua-BiYuZan.xml_1,听她言不由人喜上眉尖。,23128503.98910405,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,23181100.069328528,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,23260314.267019846,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,23338103.222472373,0.14285714285714285
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,23406442.751120307,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,23454432.430545915,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,23496065.89104435,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,23544626.68077325,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,23633952.29424058,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,23672769.229174044,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,23802095.62312958,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,23836247.07345717,0.2857142857142857
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,23847912.71707318,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,23921059.687023822,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,23975135.169156484,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,24066020.830402374,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,24266911.27069373,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,24273395.504588824,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,24295802.41693199,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,24344966.39159967,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,24578353.721176032,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,24610654.953809988,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,24650029.439953465,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,24665181.016100414,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,24746234.81882543,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,24812837.249323122,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,24853477.97389857,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,24870388.38358238,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,24871501.878421657,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,24957040.910623115,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,24996426.225513574,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,25060850.98638641,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,25222647.28006983,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,25241729.16891133,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,25394624.51747442,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,25498331.15883779,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,25514074.84867819,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,25539441.115757078,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,25643447.76497867,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,25734734.82823081,0.2857142857142857
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,25826128.357451238,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,25900472.240108844,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,25903653.837880522,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,26253131.39043709,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,26377183.162928753,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,26386877.228101492,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,26470536.86176133,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,27005487.74321653,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,27068331.15601713,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,27323626.262350675,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,27343682.10039846,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,27515172.3466477,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,27528524.052825596,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,27609512.339622665,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,27734000.60750359,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,27886012.13279904,0.14285714285714285
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,28007299.20311288,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,28068773.083290208,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,28251805.185463898,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,28378835.74564069,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,28382511.00738515,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,28431776.528446622,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,28541913.9635771,0.0
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,28761493.64353306,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,28983452.354802568,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,29492003.84413797,0.0
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,29510265.21195656,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,29527923.962972127,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,29688173.552621532,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,29698305.96628848,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,29813597.48782647,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,29969652.84947025,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,30039361.916900866,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,30337510.109149665,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,30452799.43400493,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,30457792.33357032,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,30547305.018872157,0.0
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,30877121.997431654,0.14285714285714285
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,31151843.1180641,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,31673233.05038532,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,32014917.253801867,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,32869400.607146934,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,32869400.607146934,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,33008844.199455317,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,33133397.903335273,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,33784543.89166233,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,34125075.042875506,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,34549616.28420338,0.14285714285714285
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,35520679.12604337,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,35783978.92383493,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,35783978.92383493,0.2857142857142857
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,36439373.213503174,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,36642724.18120378,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,39881265.41285965,0.0
