诸葛亮怎比得前辈的先生,22,俺诸（喏）葛怎比得前辈呀的先哪生。
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,13680640.192819372,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,13682557.514792452,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_19,谁能移动它半分毫。,13694900.280213645,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,13710090.289863907,0.0
daeh-LiYanFei-DaBaoGuo.xml_3,各国的众王侯朝贺中华。,13723285.287357911,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,13732856.51214403,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,13741831.65240864,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,13759123.14504593,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,13781324.308886714,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,13800541.945222156,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,13802194.202711917,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13810733.827670777,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,13813158.953969501,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,13826680.625464946,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,13836532.25488551,0.0
daxp-SuSanLi-NvQiJie.xml_7,来生变犬马我当报还！,13842380.195407365,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,13844469.341302281,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,13845493.492764551,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,13852683.275207119,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,13856747.223351572,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,13866461.526064701,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,13874283.498985827,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,13885032.532832265,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,13901196.249958675,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_0,遭不幸老王爷晏了御驾，,13913190.73480784,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_5,不知道他与我是否一般。,13964110.824693235,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,14012683.351359043,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,14020199.241358504,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,14056064.74346719,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,14062955.323040606,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,14082000.671151442,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_31,命人送到（那）西凉川。,14138932.884882836,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,14140350.06051692,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,14145087.31779395,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,14148110.004668476,0.09090909090909091
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,14176288.089589953,0.0
daxp-FeiShiWo-TaoHuaCun.xml_11,是不是有人拍巴掌。,14190597.37685295,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_2,哭一声亡故夫在阴曹等我，,14195055.814775744,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,14216254.02509522,0.0
sdxp-WoHeNi-SiLangTanMu.xml_23,咱与你隔南北千里姻缘。,14226706.324561613,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,14233620.266821915,0.09090909090909091
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,14245775.107159462,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,14248987.356434217,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,14252735.318733541,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,14275009.13639038,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,14290340.122263117,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,14292285.988160018,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,14298582.369780138,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,14300235.537657328,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,14302522.340729713,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,14307304.660636935,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,14317868.743677592,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,14337278.606292048,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,14358008.08615171,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,14366454.917830454,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,14378282.99103362,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,14381366.28554879,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,14396051.52281391,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,14416646.32757518,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,14420093.090303458,0.09090909090909091
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,14420452.898403214,0.0
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,14424658.20285745,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,14440568.59159593,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,14445593.653944481,0.0
daxp-ChunQiuTing-SuoLinNang.xml_21,谁能移动他半分毫。,14450075.740171883,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,14458520.772504387,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,14474522.856347343,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,14495244.955708468,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,14525421.606333362,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,14525421.606333362,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,14540299.441784035,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,14546384.5976595,0.09090909090909091
daxp-DangRiLi-SuoLinNang.xml_15,囊虽小却能做续命泉源。,14562019.214808194,0.0
daxp-NiDeFu-FenHeWan.xml_0,你的父去投军无音信，,14582866.526544804,0.09090909090909091
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,14600727.655949932,0.0
daxp-WoZhuYe-SiLangTanMu.xml_0,我主爷金沙滩早把命丧，,14609831.995991176,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,14638046.016227672,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_15,你爹爹到如今未转家门。,14641521.3077507,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,14646293.455255661,0.09090909090909091
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,14660771.359985018,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,14695085.439074269,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,14729665.767806092,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,14734126.90780949,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,14735938.435423266,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,14749845.965424372,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,14788831.119362988,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,14789835.610135159,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_5,莫奈何到荒郊我就来捡芦花。,14790655.830391813,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,14803682.451253355,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,14803780.235221976,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,14815435.602360815,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,14850673.50534747,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,14856441.66848888,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,14856501.557959974,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,14858619.608524079,0.09090909090909091
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,14860415.073284619,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_9,哪有个袖手旁观在壁上瞧。,14915399.206701973,0.0
daeh-ZiNaRi-ErJinGong.xml_11,想必是徐杨进了昭阳。,14921642.275977086,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,14942577.352840971,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_3,关系你患难鸳鸯永宿在池塘。,14988792.206014242,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,15061144.91539665,0.0
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,15072033.520225601,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,15072565.258011473,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,15083112.277926909,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,15097192.395158384,0.18181818181818182
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,15107418.928095069,0.09090909090909091
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,15130209.37313451,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,15144750.830806801,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,15163818.515954362,0.0
daxp-TingTaYan-ZuoGong.xml_7,不知者不怪罪你的海量放宽。,15190336.878522584,0.09090909090909091
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,15200331.960680598,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,15214817.02032006,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,15225601.208061708,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,15229246.353746064,0.09090909090909091
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,15231997.323282825,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,15236422.749090744,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,15239328.306644196,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,15239702.977412475,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,15249052.261707423,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,15252833.930152193,0.0
daxp-SuSanLi-NvQiJie.xml_4,哪一位去往南京转，,15254057.576177489,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,15264147.523064652,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,15295143.355789676,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,15304885.170142395,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,15312793.137246909,0.0
daxp-ChunQiuTing-SuoLinNang.xml_24,分我一枝珊瑚宝，,15347431.083339036,0.0
daxp-ChunQiuTing-SuoLinNang.xml_22,我在不足他正少，,15347431.083339036,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,15368482.894210955,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,15374972.96731755,0.0
daxp-ErTingDe-SuoLinNang.xml_20,我正不足她正少，,15390758.559376674,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,15403966.73408103,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,15404946.00086015,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,15409199.96632039,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,15424270.75720316,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,15425981.49432548,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,15440996.248695724,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,15445896.300660672,0.18181818181818182
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,15445896.300660672,0.18181818181818182
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,15466979.869596366,0.09090909090909091
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,15489417.70378371,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,15516080.797019225,0.09090909090909091
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,15526649.606399344,0.18181818181818182
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,15582305.793310296,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,15597009.59198982,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,15612367.99101,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_9,只骂得贼昏王扭转身驱、闭目合晴、羞羞惭惭一语不发，,15641098.702010404,0.09090909090909091
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,15650257.907249436,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,15705764.633992728,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,15708725.242118722,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,15709680.840821536,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,15714294.966180393,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,15732256.182328574,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,15741173.42569586,0.0
daxp-ChunQiuTing-SuoLinNang.xml_23,他为饥寒我为娇。,15770152.22520035,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,15800421.327716611,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,15804092.526070232,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,15804236.612865632,0.09090909090909091
daxp-TingTaYan-ZuoGong.xml_4,我这里走向前再把礼见，,15830024.721346779,0.09090909090909091
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,15830919.189944075,0.09090909090909091
daxp-ChunQiuTing-SuoLinNang.xml_19,满腹骄矜顿雪潇，,15838243.080922782,0.0
daxp-ErTingDe-SuoLinNang.xml_21,她为饥寒我为骄。,15878693.928750837,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_5,寸土怎能够属于他人。,15900836.195099743,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,15918238.477130082,0.09090909090909091
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,15927621.962153126,0.18181818181818182
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,15958878.361428497,0.0
daxp-ChunQiuTing-SuoLinNang.xml_31,积德才生玉树苗，,15972627.259716263,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,15973985.789962264,0.0
daxp-DuiLingHua-BiYuZan.xml_3,也算得人世间美满姻缘。,15979819.660582177,0.09090909090909091
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,16013456.357984157,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,16027729.203505147,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,16054783.895062074,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,16075205.756606279,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,16106615.493173542,0.18181818181818182
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,16120887.400919868,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,16138962.579358514,0.09090909090909091
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,16141466.531723514,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,16171896.228699436,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,16177864.746016834,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,16237862.709348593,0.09090909090909091
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,16256996.520255864,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,（啊）生死二字（喏）且由他。,16261763.917498324,0.09090909090909091
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,16320608.01667106,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,16325267.49902699,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,16327528.165023929,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,16378588.238617951,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,16387646.294966951,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,16401956.969693832,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,16409469.88209643,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,16412549.976645691,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,16445219.507492946,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,16462281.289326815,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,16475878.520115903,0.18181818181818182
daxp-FeiShiWo-TaoHuaCun.xml_10,不但要仔细听、还要仔细想，,16510685.523090456,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,16548812.5602663,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,16562058.092925526,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,16565784.265727583,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,16566952.034680901,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,16578944.133020986,0.0
daxp-ChunQiuTing-SuoLinNang.xml_3,想必是新婚渡鹊桥，,16592363.99861908,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,16609381.720874183,0.09090909090909091
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,16629581.311278041,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,16630129.009114116,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,16637774.363335738,0.09090909090909091
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,16637774.363335738,0.09090909090909091
sdxp-SuLongWei-WuJiaPo.xml_43,落得个孝子的名儿在那天下传。,16648320.724095924,0.18181818181818182
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,16694552.02983905,0.09090909090909091
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,16694581.309229571,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,16703296.281062974,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_5,叹一声不由人珠泪如梭。,16722851.74699265,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,16755112.878111126,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,16759678.866671847,0.18181818181818182
daxp-ErTingDe-SuoLinNang.xml_17,满腹骄矜顿雪潇。,16761492.812207742,0.0
daxp-ErTingDe-SuoLinNang.xml_7,不该人前乱解嘲。,16761492.812207742,0.09090909090909091
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,16777303.789338548,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,16782618.979361035,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,16874583.039095398,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,16881866.657508373,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,16902468.333591133,0.09090909090909091
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,16911036.966790106,0.09090909090909091
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,16911503.929611713,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,16911819.07396352,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_5,最可恨鸨儿叫我接客人。,16914331.568000283,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,16930523.23962967,0.09090909090909091
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,17007444.40299316,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,17010259.854511365,0.18181818181818182
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,17011517.9167827,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,17056025.904394317,0.09090909090909091
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,17092339.92494029,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,17099368.629957736,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,17104783.367894787,0.0
