轻移步走向前荒郊站定,0,轻移步走向前荒郊站定，
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,22934375.419941772,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2719294068.0709896,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,2769773391.0817571,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,2815616801.2935019,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,2815616801.2935019,0.1
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,2900082508.1925821,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2960391460.6208711,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,3084016004.3633647,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,3085025390.2732563,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,3119750020.1169953,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,3208296781.6273475,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,3223337012.2656317,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,3251008639.1268153,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,3315340843.9299726,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,3385911662.9739261,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,3418617502.8514581,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,3439484217.7426453,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,3450770198.5677929,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,3484941273.2688208,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,3508199250.7512722,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,3512883044.0721607,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,3576501116.8688102,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,3629716125.2639699,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,3631830620.7129049,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,3669399508.8128085,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,3706518706.0120463,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,3706938615.7992153,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,3718083352.4578462,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,3749367758.2946391,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,3758053962.6636763,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,3767296633.7082047,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,3851108879.1925259,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,3856047540.2575326,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,3874195311.3466711,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,3883757635.935421,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,3895199545.4031501,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,3899392032.9605479,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,3920268660.3676858,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,3937508099.3484197,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,3945337257.4658537,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,3951150227.3560081,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,3963048331.8277407,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,3969755275.4982882,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,3972362196.4744773,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,3986601480.7142005,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,4003518860.378737,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,4018659216.1649079,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,4019033995.2058735,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,4050057864.7094212,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,4052677855.2836061,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,4073669642.6327133,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,4079865916.1505914,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,4080239784.1909142,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,4081665266.0453405,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,4099439701.9184036,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,4104342411.4071164,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,4106566947.5190668,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,4138171815.6229134,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,4143598019.8876848,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,4147267211.7194405,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,4190238164.9331021,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,4199710128.0147133,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,4227925288.1824226,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,4243989548.1129961,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,4245098023.723722,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,4252732931.1711121,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,4262608041.7767558,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,4266080352.3659291,0.2
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,4286566199.6211257,0.2
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,4298439560.9887466,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,4303299220.8059044,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,4328373264.7654066,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,4329697677.022687,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,4347866102.8994579,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,4351032961.4013386,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,4364107023.8386831,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,4392192039.5235195,0.1
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,4396150856.4896955,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,4476411336.0985966,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,4501229870.4725275,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,4501917495.1027079,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,4513645942.1127596,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,4523471944.0486412,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,4532239686.6088943,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,4542602723.382061,0.1
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,4569416242.2071848,0.1
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,4579150069.2773266,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,4579823830.6605434,0.2
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,4613717160.1857252,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,4614976447.0205574,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,4622506179.3607578,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,4658409653.3078976,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,4673980241.5199022,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,4743496429.3849659,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,4748935684.9299984,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,4756378318.981514,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,4766486734.5806036,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,4787832518.1777267,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,4799385859.2545471,0.1
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,4804957468.8179884,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,4832071810.4088955,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,4849402047.3772602,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,4852852690.9426718,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,4856872688.4442825,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,4859079427.7860022,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,4862419164.2429819,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,4889954509.2720757,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,4891850525.9785318,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,4892888904.2532406,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,4899883517.659956,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,4905108861.5704222,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,4929444890.4675131,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,4929444890.4675131,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,4930828684.3377905,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,4951703322.2290764,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,4992569977.8409843,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,4994511667.158185,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,5009675897.2385769,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,5028063857.2153196,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,5036898288.4943237,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,5037273024.1148958,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,5039536473.1708031,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,5052830249.3416176,0.1
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,5057388481.9443531,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,5072970182.3482113,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,5091799862.6261082,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,5106943367.6374006,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,5163883685.9514122,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,5218464141.1745377,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,5237659437.3098402,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,5245963003.6100569,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,5252643886.2589273,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,5252691054.2760181,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,5254461698.3562593,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,5268644635.4176655,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,5285814962.0469599,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,5306177447.871109,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,5313243748.3488197,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,5313806920.2082958,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,5340460260.4251938,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,5351060165.2589979,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,5368858371.4580336,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,5369989848.3676653,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,5383225434.5832634,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,5385605189.3436975,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,5390707393.9646425,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,5397437844.1850042,0.1
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,5430499319.9328308,0.1
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,5434994352.0854521,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,5437251016.8608236,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,5438530217.172431,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,5462176958.5327463,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,5468150554.2679195,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,5485157930.8136282,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,5490340688.6007509,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,5495717820.1279221,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,5513157332.7498293,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,5518820476.1780891,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,5518820476.1780891,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,5520246933.9343948,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,5531725532.7790117,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,5550650683.30758,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,5555501461.0789175,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,5569377819.5159273,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,5595966144.746686,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,5599269756.2992563,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,5601792722.8502989,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,5619833992.8789015,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,5620091209.3099403,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,5620507360.71134,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,5636928523.2093887,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,5636992469.7173576,0.1
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,5637583602.281847,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,5645425342.3207226,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,5650406680.514782,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,5650406680.514782,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,5653805173.5897856,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,5660964081.5069618,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,5677420081.8029604,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,5678958852.9394522,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,5701607368.9951181,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,5704484755.7464056,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,5711394123.690485,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,5712152996.5271559,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,5718823297.5933228,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,5731342942.0690918,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,5752363995.2628441,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,5776934547.3255424,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,5795969955.8644276,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,5799110878.2674274,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,5807661339.2721424,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,5813243884.3743076,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,5820983762.6499529,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,5820983762.6499529,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,5822852561.686162,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,5857590930.9729729,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,5877652808.9515209,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,5880494825.4431562,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,5882113515.4681606,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,5893319462.8823977,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,5900581494.4626589,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,5911477972.4720249,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,5915737816.6450386,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,5919256286.4990215,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,5929658693.2307243,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,5951979441.8681898,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,5953055583.1154575,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,5956189475.6743937,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,5956724098.0456438,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,5976348401.5959826,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,5985381722.87708,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,5996905072.5957193,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,5997671200.917305,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,6028327388.9309578,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,6030636972.6896467,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,6048982457.2934952,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,6051483625.0624866,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,6052323988.7140064,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,6061143403.0934763,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,6070769302.1436348,0.1
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,6093555870.2805071,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,6108729435.7852631,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,6110803803.821969,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,6115972272.0928297,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,6132222580.9129696,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,6133754275.341424,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,6140093713.0733137,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,6141822398.5922852,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,6171954792.8416948,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,6172519777.4660501,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,6195276481.4166727,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,6197238229.1760025,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,6201298341.7157974,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,6210578544.4101629,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,6210601238.44314,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,6233174674.7552433,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,6242241214.6146049,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,6243796290.7849159,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,6246120643.3734045,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,6255125791.8988171,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,6315395757.1351748,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,6325181732.8534603,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,6364826344.9485855,0.0
