轻移步走向前荒郊站定,0,轻移步走向前荒郊站定，
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,6386289220.0915585,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,6388683113.6368275,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,6411939991.352108,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,6425713673.5114231,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,6445580514.3184786,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,6446297923.2955408,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,6466229541.2100487,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,6491285998.1442404,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,6491382834.6229267,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,6498237463.3447037,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,6504938426.3317394,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,6522542218.3742056,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,6532058375.0408735,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,6547711625.9142284,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,6555028249.4113007,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,6559186970.8326569,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,6560665350.0628891,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,6580324245.6194611,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,6583480345.5643816,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,6583480345.5643816,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,6591920801.739954,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,6599724233.1097136,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,6661373615.6529264,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,6667250004.6380997,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,6684110340.2385645,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,6690844720.5186615,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,6702353059.403944,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,6703973045.4000359,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,6703995094.2624969,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,6719551338.2466488,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,6747677495.9131107,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,6748807029.2543221,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,6758084159.3474894,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,6777297875.2537928,0.1
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,6780859969.2861719,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,6798191996.5623245,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,6809612141.7730856,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,6824300700.2579546,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,6871381840.4899902,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,6878089104.2509956,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,6890693496.1832714,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,6907916523.5849037,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,6934896854.2120533,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,6949162588.6519747,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,6962721965.5394564,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,6972067806.3732805,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,6985683251.5610323,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,7005774440.280139,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,7008984905.3978071,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,7010278875.2696676,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,7019100119.6201277,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,7031768785.2496471,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,7068695952.9756355,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,7084402409.0852633,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,7094193456.7661266,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,7094193456.7661266,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,7103485097.3084641,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,7114955705.6347771,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,7200572925.6448765,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,7218549448.7707376,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,7244424012.615283,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,7277121982.7464657,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,7280037361.7599764,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,7281344313.5693617,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,7324569136.0808592,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,7365696117.5277815,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,7388166677.5138397,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,7420323658.8484945,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,7427651591.9352274,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,7453488148.7142611,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,7477055968.6664581,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,7510453324.0832481,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,7515106484.804575,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,7520291962.6540194,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,7535908575.5980892,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,7576243606.9159994,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,7625062381.7341766,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,7641936349.1707582,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,7654177375.5405426,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,7658176354.3313103,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,7742122176.0773745,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,7746413428.8416567,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,7753769758.5493145,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,7754402287.9892883,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,7756715833.9088774,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,7810399680.3610439,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,7833174028.5792522,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,7863833379.2625132,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,7888410572.3035107,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,7895897194.4076023,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,7897847553.0740347,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,7903616482.3515444,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,7920588122.0332088,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,7940182998.613554,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,7950953757.9090843,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,8025504303.8457346,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,8044381382.5486336,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,8075519584.1553249,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,8129893647.3871346,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,8208616937.7196741,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,8241211236.877758,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,8249801046.7449417,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,8255775867.2663507,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,8259046148.5030174,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,8310213704.943224,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,8370890025.3019257,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,8370890025.3019257,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,8380907657.8709106,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,8409341952.872241,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,8415784165.887867,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,8424735723.3010883,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,8453726377.5073318,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,8474341640.2166166,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,8494765590.8407125,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,8518081036.8251705,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,8560920214.7807178,0.1
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,8599273378.2191067,0.1
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,8621099328.4599991,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,8673177187.7113361,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,8686211154.4973774,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,8688671962.9725685,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,8734275677.0802727,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,8743623927.5969009,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,8768916946.3572407,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,8780306354.5044155,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,8806161981.2062454,0.1
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,8807798004.2422562,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,8810680451.203476,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,8810969649.9482822,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,8833161990.0484409,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,8849222261.8322029,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,8894241380.5860405,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,8939019920.0438843,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,8980231572.6105595,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,9025441361.8376026,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,9059679085.9393787,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,9063001022.2455406,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,9111801042.2622013,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,9114929405.455246,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,9151492026.4030361,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,9165224201.6915207,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,9167707852.4039898,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,9183314316.5017929,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,9183314316.5017929,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,9199188091.4598141,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,9206422449.8637486,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,9236451036.9219093,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,9255245976.7710609,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,9265685304.6896248,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,9298650454.5165138,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,9303914027.0215797,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,9351900903.8220558,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,9367365199.8226986,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,9371633591.9423904,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,9384568485.2105579,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,9408189252.1038151,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,9437808801.4906673,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,9454583211.9716091,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,9462103147.6180325,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,9464858520.3869457,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,9490299071.7027893,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,9500679808.3585701,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,9513443214.1474781,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,9526530793.2868938,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,9544835754.5154037,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,9548922655.2584648,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,9557265101.766407,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,9575654468.6220608,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,9714921590.3610687,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,9726749305.8337479,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,9772163803.9881554,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,9922838974.8825588,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,9978646379.8951683,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,9988702915.2162952,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,10103770790.278763,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,10140154133.433214,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,10143720880.854921,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,10144322429.631413,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,10201086632.641399,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,10239623614.99424,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,10255422138.585478,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,10288155413.317884,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,10306648333.793156,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,10325276445.679033,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,10327783067.164642,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,10345452276.65065,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,10362816591.037916,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,10363827863.23247,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,10396355329.517118,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,10547072491.984917,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,10559419258.848461,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,10591302760.220081,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,10619251223.588966,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,10675490613.381752,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,10728914967.13258,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10795111837.656637,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,10839095603.797459,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,10976148493.613264,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,10980812743.287563,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,10995720793.797049,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,11210294687.508215,0.1
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,11281060682.907248,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,11306916749.381973,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,11338345903.483429,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,11364043627.175213,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,11381968856.707315,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,11397706537.466171,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,11437954922.772961,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,11458753916.445269,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,11475683386.390219,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,11475683386.390219,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,11513732129.287003,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,11540582109.720339,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,11570900998.794439,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,11575071865.918646,0.1
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,11622845533.275511,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,11763374898.226007,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,11943595964.736935,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,12059992886.419001,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,12227252384.172855,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,12286203691.879677,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,12333152181.301662,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,12438704531.741577,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,12478663794.033474,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,12531998128.881971,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,12535116375.264828,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,12580206541.559338,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,13009643283.400272,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,13272172999.363037,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,13644172581.951674,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,13834518829.059837,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,13995135199.453726,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,14002916926.620922,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,14002916926.620922,0.1
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,14233257956.788849,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,14684368325.282261,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,14969141391.152441,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,17357730895.467747,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,17899190062.458839,0.0
