那冰轮离海岛,4,那冰轮离海岛，
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,7694975.0694882888,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,7752352.6731680026,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,7779294.0997355832,0.0
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,7800341.3828096753,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,7819485.3114587478,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_0,被纠缠陡想起婚时情景，,7849745.5135077639,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,7853208.3420558237,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,7871879.3161764331,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,7901884.3069973299,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,7908949.2001185836,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,7921784.4690984013,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,7949350.8906246638,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,7970840.6508544134,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,7974376.6521384716,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,7993784.2611431256,0.0
daxp-ChunQiuTing-SuoLinNang.xml_11,必有隐情在心潮。,8031766.3092126912,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,8043769.9094867855,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,8061877.7274495484,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_1,见玉兔（哇）玉兔又早东升。,8080055.4956746688,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,8083601.7711628526,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,8112615.6669536773,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,8115862.0928693395,0.0
daxp-ZhiJianTa-WangJiangTing.xml_9,相公你为何不歇息？,8126727.5090932474,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,8137633.798928082,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,8144176.0317453947,0.0
daeh-SunShangXiang-BieHuangGong.xml_4,与周郎定巧计把皇叔来骗，,8155659.4233892746,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,8171493.2311306335,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8180969.1882552616,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8209183.4367296519,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,8222497.6094321059,0.0
daxp-DuiLingHua-BiYuZan.xml_2,果然是成佳偶两心欢恋，,8224917.6995190037,0.0
daxp-ZhiJianTa-WangJiangTing.xml_1,长吁短叹语声低。,8230676.520202958,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,8243072.2256638594,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,8287104.9261018466,0.16666666666666666
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,8287104.9261018466,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8297581.2336375434,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_4,这桩事闷得我柔肠百转，,8308390.9317204189,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_11,但愿得杨六郎心如石坚，,8312649.3090512212,0.0
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,8326840.0220829993,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,8327203.1677871402,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,8341166.7099814983,0.0
daxp-ErDeFu-HongNiGuan.xml_0,儿的父为国家阵前命丧，,8347557.5525707034,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,8353372.0297178505,0.16666666666666666
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,8398582.4497313816,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,8400317.9230490308,0.0
daeh-WuDuanQiao-BiYuZan.xml_2,独处闺房愁无限，,8420458.1885857321,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,8420975.5559866372,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_11,但愿得杨六郎心如石坚。,8421797.306496527,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,8425251.7691276837,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,8426317.4246404953,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,8432138.243180057,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,8449792.7985768989,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,8452667.1394627541,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,8493141.7784602195,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,8493617.8370284382,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,8513203.8067406323,0.0
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,8517762.1990427375,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,8525393.7852406185,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,8525957.5743411295,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,8548203.4346994795,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,8574738.7042862233,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,8591110.1447587311,0.0
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,8594571.9333022218,0.0
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,8624869.9650044311,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,8648048.2696871795,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,8678155.4596292377,0.16666666666666666
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,8680912.7624029778,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,8750136.1578390226,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,8756649.0101198982,0.16666666666666666
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,8765565.071499927,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8776727.5902791843,0.0
daeh-ZuoChunGui-XiShi.xml_0,坐春闺只觉得光明似箭，,8837820.2333021276,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,8869706.174549954,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,8870714.7556563653,0.16666666666666666
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,8975155.9637320451,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,8985350.9849872999,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9017190.6902940292,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,9032410.8268094864,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,9036899.2709553558,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9047312.9339255169,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,9088439.9200499002,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,9093475.4642929938,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,9094962.0166922454,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,9096172.5275480915,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,9100794.574110385,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9105431.6615426522,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_1,算当初曾经得几晌温存。,9128904.7384806611,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,9210098.1709231548,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,9223668.0553950798,0.0
daxp-DangRiLi-SuoLinNang.xml_5,隔帘儿我也曾侧目偷观。,9290630.3472124226,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,9310489.7490238026,0.0
daeh-SunShangXiang-BieHuangGong.xml_5,又谁知弄假成真反配凤鸾。,9323522.8742102832,0.0
daeh-TanHongYan-HuoXiaoYu.xml_4,枕边泪（呀）共（那）阶前雨，,9331778.373758357,0.16666666666666666
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,9356793.3339077644,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,9366458.553540552,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,9402325.8171599116,0.16666666666666666
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,9414480.7801391464,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_7,贼好比那司马师搅乱中华。,9436502.5977750309,0.16666666666666666
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,9676062.9727353137,0.16666666666666666
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,9691048.6939641777,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9721450.9158623628,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,9721696.7923427317,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,9722433.7672635112,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,9757471.7356619928,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,9782625.0298434086,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,9804399.4216938969,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,9857321.6365904845,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,9884875.8962627258,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,9910773.3591537066,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,10045391.187493952,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10087808.150522009,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,10138816.216980379,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10181844.808595562,0.0
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,10185893.105551457,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,10186930.481761493,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,10200132.949185148,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10304906.824893732,0.0
daeh-LiYanFei-ErJinGong.xml_0,李艳妃坐昭阳自思自想，,10315013.636585791,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,10336609.272359405,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_5,待我来搀扶（哇）你重订鸳盟。,10390387.186201649,0.0
daeh-LiYanFei-DaBaoGuo.xml_8,赐你的上方剑朝房问话，,10392024.568683499,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,10447105.448310846,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,10476956.528799543,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,10505400.715064446,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,10511929.974686384,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10552683.186356358,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,10647514.554208484,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,10708504.385325633,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,10723684.475271704,0.16666666666666666
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,10777572.629621586,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,10800949.25754719,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,10974275.121213902,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,10978099.25501004,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,10999973.969940864,0.16666666666666666
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,11064259.958146652,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,11097813.622140355,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,11116416.483341578,0.16666666666666666
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,11170334.829685466,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,11187655.211721094,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,11221837.214875514,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,11295597.89670944,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,11361787.629897418,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,11404990.191566071,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,11422561.609813809,0.16666666666666666
daxp-GuanShiYin-TianNvSanHua.xml_1,有善才和龙女站立两厢；,11471896.294159032,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,11577303.484198995,0.0
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,11591568.410240041,0.16666666666666666
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,11596794.816288304,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,11644477.699126132,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,11658073.441852694,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,11708403.088282811,0.0
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,11770585.003482735,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,11770715.48912343,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,11792049.057668628,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,11795527.699594043,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_2,我不免去安排罗衾绣枕，,11799339.736856194,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,11837562.77568087,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,11864966.039149219,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,11926960.366296466,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,12015415.097606016,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,12017958.694797702,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,12091648.589150228,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,12171173.754007289,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,12225642.558101302,0.6666666666666666
daeh-WuDuanQiao-BiYuZan.xml_6,一心早想寻短见，,12397485.14888427,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,12406902.985295914,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,12422025.444017988,0.16666666666666666
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,12456267.523462573,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,12494540.207031388,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,12549306.296190241,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,12554731.466747332,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,12597188.596701574,0.0
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,12794940.222839439,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,12874644.779298589,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12972738.464436142,0.16666666666666666
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,13092608.76200727,0.0
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,13129960.600049801,0.16666666666666666
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,13158453.909773938,0.16666666666666666
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,13183104.369928014,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,13191368.528847924,0.0
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,13224591.327690069,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,13228458.889846016,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,13451203.744786022,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,13501253.502556069,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,13512485.540355803,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,13539469.004441887,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,13614111.552315637,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,13693481.58676729,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,13779423.379970884,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,13862655.479222145,0.16666666666666666
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,13926902.530486777,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,14136572.559412764,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,14160218.051176067,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,14231859.832565438,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,14321499.864201421,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,14370496.018124178,0.0
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,14382570.081601065,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,14497029.319585601,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,14580187.109938139,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,14615056.687734118,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,14622611.543129817,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,14648719.084789572,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,14696809.860128233,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,14743581.239745922,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15011100.92122913,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15117369.109655393,0.16666666666666666
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,15124425.160080519,0.0
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,15289572.30271594,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,15308819.70514828,0.16666666666666666
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,15322622.147178007,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,15385908.331037017,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,15488340.881056951,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,15559328.558679283,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,15593649.574850012,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,15769889.061966835,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,15975508.269775504,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,16012002.886199666,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,16020984.719814273,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,16020984.719814273,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,16343512.30633514,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,16909030.267033055,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,16963910.670039553,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,16999491.135015812,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,17047005.086435121,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,17096213.635290049,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,17239254.550140638,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,17283801.264890268,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,17308832.376601491,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,17630374.768022809,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,17844936.198100712,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,18046625.627578419,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,18100705.364428304,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,18133900.136487179,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,18159114.599353485,0.0
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,18162690.836456221,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,19275312.661937352,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,19436773.027809288,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,20290135.246904232,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,20541660.908222266,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,20617597.584937964,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,20780454.099557213,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,21214594.143453047,0.0
