那冰轮离海岛,4,那冰轮离海岛，
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,21492010.977950118,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,22576044.206368458,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,22740338.301943541,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,22897391.186559595,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,23174448.522107378,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,23532981.238409452,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,24095909.120572511,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,24172627.892693732,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,24254097.816137012,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,24355101.402236193,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,25481736.902597234,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,25509589.044331931,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,26132963.657290198,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,26161881.434131935,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,26215130.427917521,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,26288426.520510793,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,26522600.861894052,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_3,乾坤分外明，,26682488.478111833,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,26768563.902081244,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,27197692.675125618,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,27487588.644224193,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,27939704.498309556,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,27958932.647996914,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,28449213.517101247,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,28848230.556035988,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,28885638.598542139,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,28905929.585158754,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,28975908.74184598,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,29129352.450696941,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,29227328.138142806,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,29865646.919806689,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,29916413.03281004,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,30006056.882743139,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,30020431.544540111,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,30037475.391150903,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,30160179.043346934,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,30200232.502585098,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,30240575.434342854,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,30554481.214422267,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,30755316.331488684,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,31428431.080302373,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,31664476.118941683,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,31809545.439976122,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,32059793.648377884,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,32341820.376365032,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,32754614.738604695,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,33128262.996198054,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,33541978.653318319,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,33591793.138321675,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,33612888.459529847,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,33814895.759822011,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,33869831.876646459,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,33870070.49523598,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,34194339.828986615,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,34239586.646125652,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,34304644.729279444,0.16666666666666666
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,34358718.466695279,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,34442252.97613661,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,34570346.211681202,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,34688357.556858465,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,35037437.064308219,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,35057844.013323747,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,35140176.692371801,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,35261505.42103488,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,35391417.741874069,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,35781785.093965277,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,36141310.461150609,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,36173920.785508618,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,36201746.195392378,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,36319994.237601914,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,36519269.006486051,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,36568749.895868361,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,36576724.288211383,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,36703528.952469073,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,36703528.952469073,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,36766194.640570909,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,36788906.562016651,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,36794125.113999866,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,36805601.104121171,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,36927938.094164312,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,37067251.665329799,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,38015275.88658271,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,38440629.166658871,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,38472957.417453572,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,38757689.302892126,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,38796882.699606515,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,38821349.161900528,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,38976413.094427124,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,39148425.686350182,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,39573944.269366108,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,39582285.85625618,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,39818569.468110129,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,39983709.712465614,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,40322707.845181517,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,40505972.219369188,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,40561826.511317596,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,40709221.401574366,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,40798421.82188151,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,40890721.794517204,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,40901971.354617886,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,40915419.791938737,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,40996224.986618757,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,41039529.355528392,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,41285851.493652508,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,41295085.421541408,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,41331076.00106734,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,41436860.157912694,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,41604552.382350847,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,41865119.274476819,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,41916023.04734724,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,42055696.148498707,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,42069687.377062768,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,42263674.518563986,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,42265287.15915484,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,42779119.33086922,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,42817284.909556106,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,42818237.351908803,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,42890800.718989417,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,42965876.655098587,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,43255681.260489136,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,43300824.942564674,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,43353451.15566095,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,43711656.431226723,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,43734020.083084807,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,43890371.418421671,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,43955276.170807987,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,44407371.387429997,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,44559968.136075057,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,44612894.134209149,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,44750122.604132473,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,44856030.773327485,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,44960195.73173546,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,44994860.129689559,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,45148022.448280208,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,45171381.285781793,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,45308100.84675885,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,45374478.672947899,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,45426223.835771292,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,45470188.652700894,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,45499817.337392159,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,45499817.337392159,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,45689356.286714397,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,45730026.345333159,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,45900404.19600492,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,45973477.519369043,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,46041985.371101193,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,46140229.745609283,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,46377266.725472748,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,46497732.508414261,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,46597701.167186081,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,46598476.097289078,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,47444100.983592547,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,47444100.983592547,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,47502459.630921543,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,47901978.47831288,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,48163354.122265242,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,48250750.337079048,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,48301851.818282425,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,48421606.486067384,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,48439834.054639161,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,48637805.277353272,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,48637805.277353272,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,48784315.114723355,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,48836124.880229384,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,49053265.429607354,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,49204791.099112324,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,49352062.705232464,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,49352062.705232464,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,49468197.112502702,0.16666666666666666
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,49764584.360314049,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,49850081.285115846,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,49875487.593244687,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,50150304.682177097,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,50216275.93348103,0.16666666666666666
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,50274397.059642062,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,50281959.087515168,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,50525240.173359625,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,50670169.682857037,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,50780310.262910023,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,51064437.618704654,0.16666666666666666
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,51070738.047445759,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,51232942.929481111,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,51440392.587560631,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,51449787.06748917,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,51561168.523354679,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,51612458.320391729,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,51629673.659487613,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,51649401.474993259,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,51695222.567370653,0.16666666666666666
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,51763476.535129465,0.16666666666666666
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,51771552.802419111,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,51894469.130143665,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,52015603.899109595,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,52178823.850343198,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,52197385.848360077,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,52228369.113400862,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,52350110.191324651,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,52387082.598464154,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,52760117.06670972,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,52875136.066844709,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,52912784.360892728,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,52914383.935498916,0.16666666666666666
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,53047945.779240109,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,53275194.779799663,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,53608410.474712953,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,53754776.65554931,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,53781809.312126353,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,53831552.749882117,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,54168064.775065802,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,54661813.461943872,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,55094238.615531437,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,55663174.454752311,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,56044848.114617445,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,56129311.140090294,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,56187797.46770633,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,56192291.947154135,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,56378836.779748097,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,56413612.954676859,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,56431673.339521244,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,56553454.813733146,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,56650698.046111517,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,56958442.980766438,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,56959721.888083383,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,57066533.861027509,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,57103739.933880582,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,57203941.833075836,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,57504338.568945818,0.16666666666666666
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,57730362.784924723,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,57892113.005916312,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,58375375.206418879,0.16666666666666666
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,58497458.636984073,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,58510379.488213681,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,58641863.738517649,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,58696953.809211195,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,59051471.669136047,0.16666666666666666
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,59080984.127999216,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,59092920.753328346,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,59092920.753328346,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,59191097.306577064,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,59370949.086164951,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,59476582.28086175,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,59479009.0340501,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,59505409.85137099,0.16666666666666666
