那冰轮离海岛,4,那冰轮离海岛，
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,59540305.275656864,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,59818051.248469628,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,60193401.72831405,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,60239433.090363376,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,60326953.02775199,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,60453514.102721564,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,60781842.050758049,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,60874448.152622662,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,60942691.543889888,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,61010612.653973103,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,61765268.53399279,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,62002847.101001851,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,62022470.600697331,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,62770034.992489301,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,62810885.999618106,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,63296420.655892864,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,63492303.442542754,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,63583420.266797915,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,63779029.147385031,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,64167203.922767073,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,64387355.187864333,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,64617131.850802176,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,64706138.25145144,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,64919484.075148784,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,65160182.185970418,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,65320299.364197925,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,65868406.080775417,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,65952519.121831737,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,65978567.995410524,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,66132825.388904877,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,66202832.014647149,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,66690040.183205865,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,67014471.427011609,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,67234149.060279936,0.16666666666666666
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,67360904.384034187,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,67602962.380287513,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,67720617.274592072,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,67824488.187606975,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,68324968.836597428,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,68388981.637507603,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,68459272.010930985,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,68545567.948137268,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,68742752.197046384,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,68742752.197046384,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,68929536.932326853,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,69530012.112455785,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,69770990.818364307,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,69801725.339096472,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,69860960.661681414,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,69865780.264745623,0.16666666666666666
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,70824920.043716982,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,70916089.907051012,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,71075821.206347436,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,71616981.444404021,0.16666666666666666
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,71750658.205141827,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,71863799.073927209,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,72331734.527204439,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,72836511.519658744,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,73293911.736430451,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,73508440.975498259,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,73562779.012321427,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,73792079.485766381,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,73875650.884317756,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,74402486.174284905,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,74967118.264109969,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,75200353.251461908,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,75612442.18525967,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,76250687.136683777,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,76385487.347929582,0.16666666666666666
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,76658590.895201489,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,76978759.167889014,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,77061885.600618377,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,77252217.201126352,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,77391860.764234856,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,77429196.536269948,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,77596494.859185934,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,77720146.128078371,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,78200990.358156979,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,78304696.893801585,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,78322691.087070554,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,78805480.022919685,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,78825633.288828641,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,78958751.387922868,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,79244122.980620146,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,79381883.402635068,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,79629124.765076429,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,79937920.505895823,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,80110822.046486869,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,80208680.828520417,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,80335231.707143053,0.16666666666666666
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,81734902.293053627,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,81756088.362507313,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,82082279.470684677,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,82476849.988950208,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,82856135.653383508,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,83143004.400384814,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,83205628.562595442,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,83874324.745055363,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,84180428.777631104,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,84185271.909879431,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,84213789.308669537,0.16666666666666666
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,85081960.574630156,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,85680944.142546996,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,85843092.608002156,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,85990469.500500888,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,86384716.693010584,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,86398649.906151652,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,86640443.900712103,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,87294152.415721208,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,87424160.495637953,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,87465310.777069956,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,87676848.74938722,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,87732285.346401185,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,87793349.921320945,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,87816744.873508528,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,88128685.069886893,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,88729385.789473116,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,89610003.557547092,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,89617154.137763634,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,90516743.60540238,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,90633351.887678847,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,91836604.557967052,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,92237151.47452116,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,93608054.097059175,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,93822416.959088251,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,93837544.18308349,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,94600361.97476095,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,95373323.953090385,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,96147710.172092244,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,96147710.172092244,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,96398669.317794472,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,96659313.074372754,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,96744629.797801808,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,96891896.482006371,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,97925943.103536457,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,98917243.692598209,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,98947393.178911433,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,99051633.284517378,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,100303332.83354342,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,100755547.95558442,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,101821474.72962084,0.16666666666666666
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,102392754.03944309,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,102432882.75249936,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,102551757.97389244,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,102752763.68581596,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,103825435.30533858,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,105969250.58685365,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,105973028.68110104,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,106054409.70439532,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,106652921.16974378,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,107209033.44294928,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,107260919.27087088,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,108390607.25067732,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,108660649.61477135,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,109467442.81181604,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,109599078.98602353,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,109646028.37212013,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,110388437.26901293,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,110424779.95202167,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,110556237.99024184,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,111806791.08737235,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,113496004.33021717,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,113762703.92959504,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,113788939.70193887,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,115116345.05370954,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,115399991.26898015,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,117224651.9588315,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,117990914.12145571,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,119470270.39974524,0.16666666666666666
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,119781128.17170323,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,121289809.34481525,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,121888873.80167829,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,122851641.72379373,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,122881975.12690505,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,123371206.07166564,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,123515290.2612655,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,123765631.19734365,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,124074849.0909206,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,124547744.29115839,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,126039186.76411311,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,126644431.13104677,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,130360897.0971977,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,131354257.53154363,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,131883990.60639918,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,132694954.25466047,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,133903405.31641482,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,136028884.35754034,0.16666666666666666
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,137033327.77221304,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,137489448.43885875,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,137690947.47663903,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,138846100.62582046,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,140019165.05596861,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,142357100.86335388,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,142606271.07510114,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,142677175.6172803,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,143159059.29774597,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,143159059.29774597,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,143403781.65165442,0.16666666666666666
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,143745073.36495739,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,144050650.1341742,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,144137781.16513595,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,145604414.76909834,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,145647028.38588914,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,147096611.84990606,0.16666666666666666
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,147934949.49917781,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,148524377.70856687,0.16666666666666666
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,148979222.08464473,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,149505824.6548228,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,149512529.36371171,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,154492956.5985443,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,154492956.5985443,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,157791216.2929011,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,159372252.68062466,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,159551891.50924069,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,163211025.08487976,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,164608324.80765668,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,166079851.61140835,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,166259538.47557586,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,166555792.40606692,0.16666666666666666
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,167689240.99475333,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,172651231.91695571,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,173650755.96826032,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,174541224.80606332,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,175292424.1613971,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,176622149.63815841,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,182287905.41766703,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,184889323.83799851,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,186200497.53411442,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,188163942.90846214,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,188532928.29443216,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,188784714.42099342,0.16666666666666666
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,190406542.52648553,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,191905491.67795828,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,191905491.67795828,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,191967069.79729959,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,198246334.32287318,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,198318582.21903658,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,204229507.39363256,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,213441893.98013216,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,215860472.83094054,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,216145531.09759042,0.0
