必有隐情在心潮,56,必有隐情在心潮。
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,6775106.6345772576,0.14285714285714285
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_3,但不知何日里再沐圣明。,6814203.8187369797,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_12,搬一把金交椅娘且坐下，,6819030.7157777231,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_4,这桩事闷得我柔肠百转，,6828313.8939489322,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_0,老爹爹请息怒容儿细讲，,6831903.4538945472,0.0
sdxp-WoHeNi-SiLangTanMu.xml_32,适才叫咱盟誓愿，,6845977.6728021568,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_1,到叫我桂英儿挂在心头；,6848353.1006709356,0.2857142857142857
sdxp-WoHeNi-SiLangTanMu.xml_24,因何故终日里愁眉不展，,6903925.783989273,0.0
daeh-NuZiYou-TouJunBieYao.xml_1,为薛郎我父女断绝情长。,6911987.4007976372,0.14285714285714285
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,6920638.5582381468,0.14285714285714285
daxp-XiRiLiang-LongFengChengXiang.xml_0,昔日梁鸿配孟光，,6937060.1557194963,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,6940420.7576367147,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,6961018.8642122243,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,6962769.4994597472,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,6980563.5415799189,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_1,受逼迫去捡柴泪如雨下，,6992171.8752656095,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,6992483.4395637773,0.0
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,6992510.9504886176,0.2857142857142857
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,6993834.3777762409,0.0
daeh-SunShangXiang-BieHuangGong.xml_0,孙尚香坐宫院自思自叹，,6998548.4788701339,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,7014838.4060920402,0.0
daxp-FeiShiWo-TaoHuaCun.xml_2,今夜晚非比那西厢待月、你懂提防、莫轻狂，,7068269.4948127372,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_2,把一个皇太子逼死殿下，,7087890.6180189345,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_3,敌血飞溅石榴裙。,7089849.5949910851,0.0
daeh-LiYanFei-ErJinGong.xml_2,耳边厢又听得朝靴响亮，,7095593.2523465483,0.0
daeh-LiYanFei-DaBaoGuo.xml_0,李艳妃设早朝龙书案下，,7097256.2618385972,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,7101096.8758738646,0.0
sdxp-SuLongWei-WuJiaPo.xml_35,打板子、上夹棍、丢南牢、坐监禁、管叫你思前容易退后难。,7107407.0259562489,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_1,行不安坐不宁情态缠绵。,7130613.2148847971,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_9,她泪自弹、声续断、似杜鹃、啼别院、巴峡哀猿动人心弦，好不惨然。,7133432.6937766615,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_2,薄幸冤家音信无有，,7156217.2476057429,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,7163011.6063721571,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,7165662.5632656924,0.0
daeh-CanQiQi-WuLongZuo.xml_2,千金休哪曾受磨房景况，,7192297.661818279,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,7193517.7205475438,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_2,春娥女好一此失群孤雁，,7205759.0851625903,0.0
daeh-ZiNaRi-ErJinGong.xml_0,自那日与徐杨决裂以后，,7209125.5137193138,0.0
daxp-NiDeFu-FenHeWan.xml_1,全仗你打雁养娘亲，,7233178.7082776837,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,7277858.9217900513,0.0
daxp-ErDeFu-HongNiGuan.xml_4,清早起我和他一度商量，,7279283.6362735033,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_3,贫穷人得了志比富还强。,7286930.7817598041,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,7293569.5660196096,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,7301331.1331914002,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,7317486.0511998488,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,7408879.2088425029,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,7416969.0212734556,0.0
daeh-LiYanFei-ErJinGong.xml_4,有几句话儿我不好言讲，,7418423.5385867208,0.14285714285714285
daeh-NaRiFeng-YuanXiaoMi.xml_3,我与母亲两分离。,7434783.6681529498,0.0
daeh-ZiNaRi-ErJinGong.xml_12,有一句话儿不好言讲，,7441317.9331423184,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,7473523.2531888047,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_1,死里逃生甚惨凄。,7490558.7228872413,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,7534336.6449353993,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_7,桃花村口莫彷徨。,7558725.8138342099,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_7,不如早死命归西。,7574710.5064815814,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,7591160.2215603981,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,7606692.6831317469,0.0
daxp-DangRiLi-SuoLinNang.xml_3,耳听得风声断，雨声喧，雷声乱，乐声阑珊，人声呐喊，都道说是大雨倾天。,7676616.9473357052,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,7721951.2345002843,0.0
daxp-DangRiLi-SuoLinNang.xml_13,怎奈我在轿中赤手空拳。,7730950.2408668576,0.14285714285714285
daeh-WangChunE-SanNiangJiaoZi.xml_0,王春娥坐草堂自思自叹，,7746022.3877867199,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,7759264.4055649946,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,7765197.5929011656,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,7807701.8599785846,0.14285714285714285
daxp-XiShiNv-XiShi.xml_5,对清溪时照影自整罗农。,7833241.7750584902,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,7835356.3659751993,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,7863388.4665767811,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,7924538.6482704086,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_8,听画鼓报四更愈添凄冷，,7950505.0147581873,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_0,蒙君子至诚心再三问话，,7971762.4405547613,0.14285714285714285
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,7979505.7446810091,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,8026303.9191974765,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,8029089.6939661987,0.0
daxp-ErTingDe-SuoLinNang.xml_28,麟儿哪有神送到，,8030905.7917335415,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,8041165.7851170702,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,8053841.6098521305,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,8166671.4115307806,0.0
daxp-ErDeFu-HongNiGuan.xml_2,奴这里只把那结婚思量，,8198616.575965913,0.0
daxp-XiShiNv-XiShi.xml_2,只为着守清寒柴门近水，,8231214.7312566973,0.0
daxp-XiShiNv-XiShi.xml_0,西施女生长在苎萝村里，,8243079.0809670696,0.14285714285714285
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,8245671.4559317753,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,8250620.6221295325,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_0,猛听得金鼓响画角声震，,8252304.1290159449,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_0,自那日与六郎阵前相见，,8253777.4017326916,0.0
daxp-ErTingDe-SuoLinNang.xml_14,休要噪且站了，,8262372.5770578766,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,8276896.9013214307,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_1,虽然是男女别不得不答。,8298645.4220773373,0.0
daeh-LiYanFei-DaBaoGuo.xml_6,写文约我且把玉玺打下，,8300970.0030144891,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_4,母女隔断三千里，,8336296.11469106,0.0
daeh-ZiNaRi-ErJinGong.xml_4,他那里父女情全然无有，,8345993.81243918,0.2857142857142857
daxp-XiRiLi-LongFengChengXiang.xml_0,昔日里梁鸿配孟光，,8355590.0695783924,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,8412658.5634763371,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,8418071.362364741,0.0
daxp-LaoDieDie-YuZhouFeng.xml_1,明早朝上金殿面奏吾皇。,8436650.6250370964,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_2,家住在罗郡城魁星楼下，,8459016.0463636294,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_34,将你带到官衙内，,8470825.4761540592,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_4,诗书易礼都学会，,8490827.6731847096,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,8544876.0549366325,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,8598513.7589812297,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,8670764.7686950695,0.2857142857142857
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,8681821.7769955918,0.14285714285714285
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,8727253.8380294424,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_1,撇下了奴一人好不悲凉。,8766375.3634797931,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,8782051.1330462079,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_3,安排巧计害刘王。,8794006.5061146598,0.0
daxp-ErTingDe-SuoLinNang.xml_16,听薛良一语来相告，,8805274.2577200234,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,8808497.0418519434,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_10,但愿得令公令婆别无意见，,8837252.3130877968,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,8848494.8100816533,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,8859303.0067503452,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,8862262.1025489252,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_4,身有病还受那继母拷打，,8898527.7602889072,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,9004524.3925496843,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_30,麟儿那有神送到，,9019006.1520796977,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,9044015.14472281,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,9079592.34221505,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,9095802.7560468316,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_0,自那日与六郎姻缘相见，,9121125.973272752,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,9180004.6111658234,0.0
daxp-ErTingDe-SuoLinNang.xml_22,分我一枝珊瑚宝，,9196516.1551322695,0.0
sdxp-DangNianHan-SanJiZhang.xml_13,商鞅不中苏季子，,9196516.1551322695,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,9205682.5726228468,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_6,番王小丑何足论，,9236567.0299590528,0.0
sdxp-WoHeNi-SiLangTanMu.xml_22,讲什么夫妻情恩德不浅，,9447160.0601620227,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9473690.5343095269,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_10,但愿得令公令婆别无异见，,9504746.8588887975,0.0
daxp-ChunQiuTing-SuoLinNang.xml_18,听薛良一语来相告，,9525980.4511887431,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,9577373.8302883357,0.2857142857142857
sdxp-DangNianHan-SanJiZhang.xml_20,爹爹为何你要退婚？,9591049.2402599994,0.0
sdxp-SuLongWei-WuJiaPo.xml_25,苏龙魏虎是内亲。,9714377.774143666,0.0
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,9720059.0072981063,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,9736110.1145982072,0.2857142857142857
daeh-ZiNaRi-ErJinGong.xml_2,先王爷晏驾后太子年幼，,9793823.0766987391,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9797898.7341338992,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,9835255.970475072,0.0
daxp-WoDeNiang-XinAnYi.xml_0,我的娘她忘了女生外姓，,9835810.9904774483,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_1,公正的老爷细听分明。,10097566.900588423,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_1,行不安坐不宁情态缠绵。,10279695.082978806,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10295843.10796069,0.14285714285714285
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,10359293.822799446,0.0
daxp-MuQinBu-FengHuanChao.xml_4,人生不知顾脸面，,10360615.021921566,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10361224.285936482,0.14285714285714285
daeh-ZiNaRi-ZhuangYuanMei-2.xml_8,幸喜得珍珠衫称心如愿，,10501763.638945205,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,10507329.041414671,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,10574669.557090422,0.0
sdxp-SuLongWei-WuJiaPo.xml_26,你我同把相府进，,10612160.50228457,0.0
daxp-LaoDieDie-YuZhouFeng.xml_3,观此本免了儿一门祸殃。,10739352.641518645,0.0
sdxp-DangNianHan-SanJiZhang.xml_9,当年韩信与苏秦，,10850972.382777994,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,11131570.523880092,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_12,但愿得状元媒月老引线，,11139038.22641556,0.0
sdxp-WoHeNi-SiLangTanMu.xml_26,你那里休得要巧言舌辨，,11223056.775125979,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,11247517.579895815,0.0
daxp-WoZhuYe-SiLangTanMu.xml_1,众文武扶哀家执掌军房。,11365067.621629288,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_12,但愿得状元媒月老引线，,11411480.154781949,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,11465438.025878061,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,11604978.366158899,0.2857142857142857
daxp-DangRiLi-SuoLinNang.xml_16,有金珠和珍宝光华灿烂，,11718195.23138462,0.14285714285714285
daeh-TanHongYan-HuoXiaoYu.xml_3,啼花泣月在暗里（呀）添愁。,11730732.573290901,0.14285714285714285
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,11768489.192316609,0.0
sdxp-SuLongWei-WuJiaPo.xml_28,我父在朝为官宦，,11922603.850785675,0.14285714285714285
daxp-MengJunZi-ChunQiuPei-2.xml_1,虽然是不相识我就不得不答。,11940656.557238864,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,11997883.719672401,0.0
daxp-ErTingDe-SuoLinNang.xml_0,耳听得悲声惨心中如捣，,12096717.09081199,0.14285714285714285
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,12193760.626630558,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,12271315.520930964,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,12277308.301181069,0.0
daxp-ChunQiuTing-SuoLinNang.xml_12,耳听得悲声惨心中如捣，,12334822.966666702,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,12430754.997843158,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_6,百姓们闺房乐如花美眷，,12496791.377003964,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_6,百姓们闺房乐如花美眷，,12577122.22119863,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,12654501.219925281,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_8,幸喜得珍珠衫称心如愿，,12705621.484539803,0.14285714285714285
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,12744965.513340136,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,12851205.950914521,0.0
daxp-ChunQiuTing-SuoLinNang.xml_0,春秋亭外风雨暴，,12989467.660369599,0.0
daxp-ErTingDe-SuoLinNang.xml_8,怜贫济困是正道，,12994162.042289715,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,13001817.476476595,0.14285714285714285
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,13013583.695223927,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,13102909.883258112,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_5,尊一声驸马爷细听咱言。,13170688.235381251,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,13223825.996908583,0.0
daxp-ChunQiuTing-SuoLinNang.xml_6,此时却又明白了，,13247777.583000166,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,13272500.390425365,0.0
sdxp-SuLongWei-WuJiaPo.xml_40,这锭银子奴不要，,13376815.590038484,0.0
sdxp-SuLongWei-WuJiaPo.xml_32,我进相府对父言，,13376815.590038484,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,13544592.280662976,0.0
daxp-TingTaYan-ZuoGong.xml_0,听他言吓得我浑身是汗，,13674380.649231026,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,13684312.844134863,0.0
sdxp-SuLongWei-WuJiaPo.xml_36,军爷说话理不端，,13874055.098383347,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,14266887.94781547,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,14290544.152744921,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_30,宋营离此路途远，,14415654.937467132,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,14787886.21613528,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,14924407.233550644,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,15132909.261504693,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,15132909.261504693,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,15262325.731890302,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,15596569.272529004,0.14285714285714285
daxp-WoDeNiang-XinAnYi.xml_1,奴年交十九岁还守闺门。,15706478.527794454,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,16212065.471754711,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,16664037.477359878,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,17737564.857570358,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,17996290.914520044,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,20142884.145688042,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,21113599.314970255,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,23291913.116570402,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,134596016.79951084,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,157369348.01201326,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,181562733.10007834,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,184059811.32254061,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,191187970.207818,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,191625421.45219257,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,197053840.50630519,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,198418158.1630221,0.14285714285714285
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,201086916.87179032,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,205685564.27646559,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,207172652.67995429,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,209432557.98619753,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,219712241.75175631,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,228507137.93484899,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,232400825.14155564,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,244756308.44578955,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,245568549.45063204,0.2857142857142857
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,251820808.02424043,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,252954252.48317301,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,254593062.92905086,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,254628816.03762758,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,258841966.17124623,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,259323141.31421298,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,259573725.84615692,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,261005504.64640623,0.0
