必有隐情在心潮,56,必有隐情在心潮。
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,261168972.04217201,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,263004635.48662803,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,264403145.96727815,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,266783856.83066839,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,270978647.59327579,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,276449430.17765278,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,281474427.60491717,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,281548224.06101125,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,282630532.46547335,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,284083992.78870845,0.14285714285714285
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,284854056.95415139,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,289184076.10994285,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,289893419.52495027,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,290695871.03943926,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,294525087.82237959,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,299899461.24642879,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,301092284.32268983,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,303604515.80182165,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,306576547.28958744,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,310088696.31382895,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,311447427.48368734,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,313624283.41726351,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,314785950.72856277,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,315920423.80392236,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,317495300.74526113,0.14285714285714285
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,320145937.4620952,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,321629650.30845761,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,321814663.92138374,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,321957581.72457981,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,322415697.45218903,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,323567164.11225051,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,324027341.27847117,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,325169599.78496277,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,326020087.75894731,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,326172151.4623453,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,326840926.18793643,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,327199871.64380044,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,327494302.69584978,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,329249003.7086854,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,330230263.7275086,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,331538876.99508882,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,331975282.77595568,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,333919509.66776121,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,337768765.87544084,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,338388888.09154624,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,338969608.95964706,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,342270106.4969058,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,342549845.35723406,0.14285714285714285
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,342740798.26718152,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,343741305.19097352,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,351764329.02729189,0.2857142857142857
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,355488296.74569821,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,357484059.04164195,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,357894975.05967677,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,358591333.57069451,0.14285714285714285
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,359436631.5847075,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,359685327.47802681,0.14285714285714285
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,359849213.01522398,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,360153333.71165752,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,360591427.49631429,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,365523311.36062443,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,367300847.40481412,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,370849207.13062876,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,371344778.91339701,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,371539722.22781265,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,371585748.87641007,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,371750324.81783038,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,371851396.51051497,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,375665922.70913792,0.14285714285714285
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,376566359.38115656,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,376782463.00688183,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,380277744.35135621,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,380629389.20314044,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,383843834.07557273,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,383846479.19459385,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,387302659.95045441,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,388397307.14682639,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,388496652.07787859,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,388920624.24660814,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,389248197.07692438,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,389336283.73224658,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,390476124.08352596,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,390887485.86879998,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,394535740.5984019,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,395473764.02487034,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,399164459.71787518,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,400419073.37100655,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,400641641.51354337,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,404203362.77197576,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,404899035.23677427,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,405188155.73289496,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,405838709.66940582,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,407535126.02414644,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,407700781.3167392,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,409023173.33891356,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,413448234.19101954,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,413477927.22089463,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,414138985.12062275,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,416528769.0240109,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,417268416.51524985,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,418017275.78370529,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,422089462.61395872,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,425369672.70302403,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,426139803.96594894,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,426808725.31643432,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,430714934.20909089,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,432364497.36610526,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,433341580.26274133,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,435303152.18286318,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,437334785.5240829,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,441338571.39881009,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,441925832.72505963,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,444230683.72399467,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,446096491.6239295,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,446816947.57968181,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,446879565.96095145,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,448340876.43974423,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,451926669.11928385,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,453593570.21375483,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,455134993.71383947,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,457251547.61889493,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,458101159.00961757,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,461058136.28835171,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,461415736.8750518,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,462538264.08454251,0.14285714285714285
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,464313789.0516544,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,464596974.50061506,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,465549282.65957779,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,466395374.50034767,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,468814634.17945045,0.2857142857142857
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,469225415.63773608,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,470797682.00022066,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,470797682.00022066,0.14285714285714285
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,471138820.09617215,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,474754772.83372074,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,475027966.57553071,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,475886273.50930059,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,476244401.49486542,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,479128896.22866642,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,479128896.22866642,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,482634419.17662108,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,483946438.3219865,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,486177856.26351672,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,492397706.92444348,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,493352016.90833443,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,496322664.42366195,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,496322664.42366195,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,496931793.19470477,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,498033618.57369131,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,500150274.4406451,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,503863841.84712034,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,506971952.44471329,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,507933505.20486385,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,508762040.88296926,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,508835893.79102772,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,509243229.96033102,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,511125696.3868432,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,512866704.10935342,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,513425834.95103079,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,513924132.29552776,0.14285714285714285
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,514197709.96387517,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,517005598.03604901,0.2857142857142857
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,519685693.64626664,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,523539047.59772927,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,524117172.00547618,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,524419691.21901035,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,525489637.65093338,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,526327730.34987879,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,527975869.1362111,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,529269688.96001089,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,529906509.7571227,0.2857142857142857
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,531833873.28496784,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,531835814.13550019,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,533548351.60606402,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,534857299.70575517,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,535041506.17026716,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,536466162.99857652,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,538130063.38899279,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,538205070.51841486,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,539599294.66389382,0.14285714285714285
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,539787352.45717883,0.14285714285714285
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,540088901.95127356,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏，,545544462.35449004,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,545661525.2648952,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,546593650.87760651,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,548027624.72352958,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,548262861.1938957,0.2857142857142857
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,551216505.41916513,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,552310538.07288265,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,553601367.11440504,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,553890612.27204633,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,553991399.43431139,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,556171539.23339427,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,559087786.36807024,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,559801609.40745676,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,560923991.87989151,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,562282189.65450144,0.14285714285714285
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,567775796.83735609,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,568052046.91316116,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,570354041.59920526,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,572562360.2518332,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,576942540.60152566,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,578638530.68680131,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,578836046.39914072,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,578836046.39914072,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,582451360.24911928,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,583566713.9527992,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,584253686.58332467,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,584253686.58332467,0.14285714285714285
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,585216778.02708316,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,586773996.05079269,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,587632900.26397657,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,588589195.3357085,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,589683982.75286579,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,593500391.31898415,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,594054116.23040092,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,601652094.10579658,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,604157880.29588795,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,605713781.99613953,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,607212106.98945343,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,609489905.3854171,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,616087443.48401308,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,616104716.56111372,0.2857142857142857
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,617803626.34415579,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,617803626.34415579,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,618004205.60934353,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,618700682.19771338,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,620584156.29348695,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,621052202.88645267,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,622000162.85033202,0.0
