好似我散天花纷落十方,0,好似我散天花就纷落十方；
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,28133747.51273711,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,31442693.570137169,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,472041124.76433259,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,478988932.38628745,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,490892174.49832636,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,503514915.67016411,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,507466090.34667093,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,528778047.79490203,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,574205200.48188424,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,580411910.53427088,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,653496393.33853829,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,694837109.14981806,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,703025225.82663345,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,725134143.27697039,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,728387322.00420964,0.1
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,740151480.64771295,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,743433481.98370504,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,780674884.47126424,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,785991196.84594822,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,792969567.9475224,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,793026811.7425462,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,800797753.49466336,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,805388451.90153444,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,839818541.75654614,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,868307288.26043534,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,893525060.27091181,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,897218699.92562711,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,917801836.61194658,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,923685234.35005176,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,951891064.39871836,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,959337499.06241548,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,963644355.86934781,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,971196967.0183059,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,993043969.92063558,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,998290924.24271488,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,1040667062.090493,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,1043436857.0163584,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,1052740825.7294747,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,1057517694.7277005,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,1068717638.7288505,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,1076410256.9566443,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,1079037698.5736268,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,1082904337.1323814,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,1092905637.5338154,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,1097304363.9227843,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,1097833201.9289615,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,1102081364.9828525,0.1
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,1107987340.7612607,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,1108568206.5504858,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,1120460357.7046793,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,1154712387.6504357,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,1155130031.4797082,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,1170698758.2089179,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1173800393.4284408,0.1
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,1175285484.1589811,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,1184047830.6730573,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,1186406442.8353438,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,1188981989.7264991,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,1190543798.6993499,0.1
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1198669361.6257527,0.1
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,1209646751.3106804,0.1
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,1212336543.3298686,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,1214579626.1862211,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,1240282342.63762,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,1241184953.9370439,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,1242086893.3583083,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,1242828879.3441958,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,1248853599.2584999,0.2
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,1251229445.5567348,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,1256369183.0336518,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,1258884136.0431607,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,1262967052.1330476,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1265815284.7269213,0.2
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,1296657820.2031391,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1300216146.9527988,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,1305579674.7562599,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,1308470611.8812125,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,1310391634.6731598,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,1311225175.0486469,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,1316302606.5560021,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,1323495268.1314962,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,1334160487.017431,0.2
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,1342214626.5644464,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,1342567703.2397869,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,1353165516.4078369,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,1354073981.0017653,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,1370998267.2276132,0.1
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1383541440.0283868,0.1
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,1386494058.8261001,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,1391011043.3540103,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1393121798.3813784,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,1402561894.7018421,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1406686462.3899662,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,1407661513.3029332,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1408083239.6244693,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,1415560687.6219852,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1416767796.5202856,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1421804271.297081,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,1422088890.9811342,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,1436962008.254185,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,1445283602.4574835,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,1446067793.4620125,0.1
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,1447223301.478756,0.1
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1447615820.3450098,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,1450648400.4771743,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1452182117.3162625,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,1458022454.6994619,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,1458749003.9303234,0.1
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,1460463561.9272821,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,1475249248.7688103,0.1
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,1477270919.080574,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,1479865439.0435157,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,1490063822.5235877,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,1493304063.6683769,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,1495775233.2252555,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1501565272.4398079,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,1514473385.2739825,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,1519369737.5132601,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,1521897073.495523,0.1
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,1523336480.189841,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,1523992092.3538566,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,1527314782.4099495,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,1527333225.1426351,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,1528203528.3418341,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,1529876191.5113218,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,1533473452.7810845,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,1537730094.9851589,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,1552132079.5171366,0.1
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1562221683.7625787,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,1567905110.3305185,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,1570861596.9558403,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1571233641.9256108,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,1572828794.7226038,0.1
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,1575603329.0096662,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,1577923123.4856517,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,1582514195.4833698,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,1584611500.732934,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,1587222161.5132761,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,1592719016.5755749,0.1
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,1594177352.161382,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,1601292536.892462,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1603070239.9261942,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1605909600.5455389,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,1608020466.765388,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,1610440886.5881538,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,1611275557.51525,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,1613272989.8498433,0.1
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,1621300219.6275225,0.1
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,1622041281.6778567,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,1625715871.2050557,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,1627359824.1203334,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1628868913.7352116,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1629552997.3463709,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,1634009091.9939468,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,1644131015.1493366,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,1652077682.8901749,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,1654857452.705879,0.1
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1663179018.9387574,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1675844194.8405054,0.1
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,1683044767.081475,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1685051895.5463839,0.2
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,1688482785.1358035,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,1689060739.6762323,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,1690951162.2138646,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,1694286729.4439132,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,1695199632.973027,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,1695199632.973027,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,1702163840.6437554,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,1709918766.3789778,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,1709918766.3789778,0.1
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,1711053831.1026292,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1714001266.0278511,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1720816124.0369699,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,1721586012.146915,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,1721776454.6793084,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1733096799.5103989,0.2
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,1741104885.4685206,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1754519260.7217321,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,1762464853.9501729,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,1764235702.6390233,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,1777411839.1832111,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1779353530.3820431,0.1
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,1779729346.4200194,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,1783616559.6529448,0.2
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1788283570.5594826,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,1795428913.6525807,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,1814471156.1211274,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1816514582.7427673,0.1
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,1816767896.9465182,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,1822182572.2734227,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,1823180801.415714,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,1824050708.4041533,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,1833400583.3536761,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,1834346701.1993408,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,1841396014.1531887,0.2
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,1842163339.8135543,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,1843855360.2498751,0.2
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1844987196.9857609,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1847658076.0896909,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,1854093949.2254684,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1859462088.7050226,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,1863303149.508707,0.1
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,1865802494.3401098,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,1874168245.8407848,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,1877073284.506259,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1878274219.7485518,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1888612577.0216987,0.1
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,1897085000.8856077,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,1906587489.1507771,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,1906587489.1507771,0.1
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,1907173621.2749798,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,1907905453.0517457,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,1907947999.3126822,0.1
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,1909231366.652087,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,1916932103.8114429,0.1
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,1923239310.098449,0.1
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,1925591517.2931733,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,1937696769.4468708,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,1943967911.8292964,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1945601737.082654,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,1946268970.3945415,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,1949894129.1656692,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1952394534.3819752,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,1956794613.5995219,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1967748894.8971996,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,1968763679.6250672,0.1
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,1988145252.3105795,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,1990007662.5776346,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1995884152.4890447,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,1996318980.8043618,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1996944584.4876065,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,1999112705.3981624,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,2007870923.0750337,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,2008196980.126179,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,2012912131.9229522,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2013593858.6612313,0.1
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,2019590625.1565466,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,2022690768.3131933,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,2027211352.2797735,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,2033297531.6350107,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2033337880.7947183,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,2054918768.9933012,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,2063550053.8183372,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,2069433923.14869,0.0
