好似我散天花纷落十方,0,好似我散天花就纷落十方；
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,2080917774.4386165,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,2083828964.9841943,0.1
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2086925243.4559791,0.1
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2092445816.1334035,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2094258512.020303,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,2097642436.8767047,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,2100147678.9332354,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,2107526900.9007566,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,2114178109.9332137,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,2115455331.8382597,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,2121121015.3750596,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,2122857754.1019921,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,2125636111.665971,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,2127014156.1338067,0.1
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2132149792.8975079,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,2135014296.0666833,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,2138667918.1943369,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,2142255123.626085,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,2147366937.7833481,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,2152659575.4675665,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,2152659575.4675665,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,2155679848.1785827,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,2155679848.1785827,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,2158603015.2773595,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,2162055896.671885,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,2172494272.529489,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,2175168203.4730244,0.1
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,2189034789.7662444,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,2191243806.3323612,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,2191917309.4034295,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,2197120412.71667,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,2222741742.7377009,0.1
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,2225649788.009428,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2229795720.5810413,0.2
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,2235464805.1533861,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,2236008625.9995222,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,2237715555.1578526,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,2241810164.1285605,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,2245614587.558538,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,2246132088.0240173,0.1
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,2248484985.9937611,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,2248778774.832489,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2252339598.1590939,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,2254000488.8429284,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,2256802744.2398968,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,2257347692.2103162,0.1
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,2261655867.2610211,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2263925845.6275387,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,2275844296.7260275,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,2280986429.8468986,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,2315661584.5559521,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,2316987420.2242441,0.0
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,2319004719.6100621,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,2331454336.7246227,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,2345338146.6225152,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,2352149988.7334528,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,2363771903.5688329,0.1
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,2375360306.7556067,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2385462705.4266038,0.1
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,2386416592.2294688,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,2389357772.0461311,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,2391676705.1225138,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,2394684444.8838878,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,2395051003.3677096,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,2417786238.1919131,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2419454096.5392704,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2428310831.5139751,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,2433999802.1033316,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,2434680162.0289788,0.2
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,2437812098.0294495,0.1
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,2442724337.2605567,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,2449484816.2668605,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2456457956.2288909,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,2457091579.0998077,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,2486648497.8082519,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,2487448041.5357966,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,2487448041.5357966,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,2516335659.2112479,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,2520470161.0190873,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,2524432683.8691077,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,2528849464.9572549,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,2547983187.5240502,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,2556156585.3781204,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,2559974294.7394247,0.2
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,2566473378.8717837,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,2588262050.9119992,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2588868460.6152973,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,2593332101.4348612,0.1
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,2600615164.9846916,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2601809114.8699913,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2603770323.6114006,0.2
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,2604914823.2313671,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2611452910.3423343,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,2612031307.0590858,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,2612436801.3388152,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,2614856219.0551939,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2621690693.0671625,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,2622936070.6700802,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,2624769173.7946715,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,2631413201.8564916,0.1
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,2636813984.9724879,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,2653939060.5944295,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,2663713105.2955794,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,2670567775.6152334,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,2672327281.4860172,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,2682013734.4602618,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,2684951413.5326085,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,2684951413.5326085,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,2685896553.9097266,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2690537033.9289322,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,2698837331.5382166,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2704127287.0450063,0.2
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,2711397572.450572,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2717722927.430151,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,2724917556.0589261,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,2724917556.0589261,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,2733669697.4631548,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,2736212305.7483683,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,2779159426.0599675,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,2779869821.9805107,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,2795296908.39396,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2804849141.4032288,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,2806143969.3330317,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,2809052280.8742909,0.1
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,2811412839.0916924,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2812072949.4139419,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,2817504219.780756,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,2821139358.0403905,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2831694603.6196442,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2832924361.5847697,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,2833395033.8349218,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2838727596.1982169,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,2844199608.208478,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,2848576968.598033,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,2855691624.5725808,0.2
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,2857250713.6512084,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,2859544418.1161499,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,2869537932.2555332,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,2883257058.4208665,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2884457373.2798734,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,2896113114.8597832,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,2897609404.625587,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,2900967782.5453663,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,2914831120.6895504,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,2926247991.5219517,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,2937752351.9856782,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,2952023424.5870337,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,2963511897.086503,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,3002376030.4716187,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,3002376030.4716187,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,3031462614.4110661,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,3056947271.8003278,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,3074131761.9978342,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,3089777889.2966189,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,3112682427.4726357,0.1
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3113915087.4871702,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,3141082270.5841804,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,3144268105.8270292,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,3144885451.0695,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,3164484972.7082095,0.2
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,3176452045.4731774,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,3177736263.6010728,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,3179652794.6637845,0.1
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,3180264534.4866619,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,3186167238.4621296,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,3205133536.0080037,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,3209331313.5978785,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,3221455659.8610315,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,3227695937.4595103,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,3277912332.5344615,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,3281245192.7926517,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,3320880856.6619596,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,3320880856.6619596,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,3327943966.4894261,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,3361313215.3834109,0.1
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,3361594758.9375277,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,3417671639.6183267,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,3419495390.7122841,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,3446092037.4560618,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,3456668345.4112058,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,3465469787.0488682,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,3466285042.495533,0.1
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,3466889876.7465186,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,3498526343.8527336,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,3502868150.9845629,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,3550744690.8707037,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,3550908931.2754989,0.1
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,3562194390.6073995,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,3618756638.0281329,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,3620978673.5371356,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,3641361333.5111132,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,3645756870.2693877,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,3662990054.5236044,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,3715913319.5280957,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,3736042103.5152488,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,3753720328.7491193,0.1
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,3778810177.0464344,0.2
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,3804197272.5184722,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,3816268970.9989028,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,3825231966.0016284,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,3862657314.4041018,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,3872436943.0482721,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,3928567006.3252392,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,3938477080.9327154,0.1
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,3966472224.94209,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,4004299131.4433446,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,4059593740.1913328,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,4071364868.5587072,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,4092731809.5493798,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,4092731809.5493798,0.1
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,4106541134.9165268,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,4109077736.9358926,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,4114575099.9787159,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,4115306595.094203,0.1
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,4158048050.9669828,0.1
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,4217913642.2508597,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,4224100401.0984287,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,4259704348.725379,0.1
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,4273624103.4004488,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,4354640180.3362207,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,4380769008.6826324,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,4381166420.9724054,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,4492646581.089222,0.1
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,4538483387.013586,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,4552686033.0879707,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,4615383654.6733351,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,4621290723.2462873,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,4684534975.3923435,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,4760940003.7978277,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,4770325594.9498539,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,4784335967.2318106,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,4800103998.4195032,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,4826462723.6222706,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,4919724926.5848455,0.1
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,4979458713.9566183,0.2
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,5138359835.9562569,0.1
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,5688761427.0569601,0.1
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,5729852428.8232241,0.2
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,5939835569.6386862,0.0
