放大胆忍气吞声休害怕,0,放大胆忍气吞声休害怕，
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,47928112.571361907,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,48114211.731309362,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,48990996.454506062,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,49053063.680391699,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,49478562.705168679,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,49498717.944542952,0.1
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,49882516.245692261,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,50309194.653187968,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,50416147.564124838,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,51124139.385355778,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,51938751.596247986,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,52060849.151611798,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,53311709.319233455,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,53956438.001782864,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,54356183.342236996,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,55225023.673897564,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,56211621.657700501,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,57490780.509000093,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,59275017.969127595,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,60251936.732407138,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,62296952.887730569,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,62936654.079684131,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,63196210.502207927,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,63679088.865975745,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,63825172.98925487,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,65165692.818268515,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,65288298.944254965,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,65898763.669863611,0.2
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,66785683.488941729,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,67185619.072378308,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,67707660.389802396,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,69302481.961815983,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,69470052.479190409,0.1
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,69534703.074595228,0.1
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,70410289.737791583,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,70925182.008662388,0.1
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,71650116.202495694,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,72756358.73483108,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,72939313.250128746,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,73053149.450110048,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,73827108.896829844,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,74533507.186189577,0.1
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,74758669.285762921,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,76774546.139681086,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,77379749.542707816,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,77924640.311973959,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,78263591.199718341,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,78456449.761447698,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,78890713.796230376,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,79176195.826930299,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,79781877.336184293,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,79836119.924830019,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,80396897.05357179,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,80420266.379636392,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,81005738.507137626,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,81508032.602421865,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,81948598.311611891,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,83651472.451318458,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,83732190.931909516,0.1
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,84185753.805992037,0.2
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,84792666.408563077,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,84915808.019514948,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,85458201.55219394,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,86465858.95807007,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,86982958.370727077,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,87075721.577814758,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,87470617.664337784,0.1
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,89598238.962673962,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,90749462.920817569,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,90912696.982482702,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,91019197.051420882,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,92137874.505149797,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,92649091.014722764,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,92949359.127754197,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,93048161.845043495,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,93572247.202550888,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,94011027.768673241,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,94082518.721642792,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,94307488.765247568,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,94946165.837678492,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,96334096.518606633,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,96374991.200181454,0.1
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,96409941.016538635,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,96604127.655605987,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,97066630.624368489,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,98316676.34031792,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,98875896.350824207,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,100427251.70730254,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,102107497.59680346,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,102240704.04068181,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,102291578.87893246,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,102424566.5631794,0.2
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,103752795.70117916,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,103797536.96117695,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,103886496.47835878,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,103886496.47835878,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,105180650.03037018,0.1
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,105767895.46079269,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,106168264.00709312,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,106680454.41891982,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,107454764.00361678,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,107507658.20407781,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,107977311.36825967,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,108051804.08800092,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,108340285.95991683,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,109129756.9224385,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,109176185.25377406,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,110276178.25305855,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,110848981.40577747,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,110893668.74805047,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,111447551.11435275,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,111491517.82336062,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,111556342.2113173,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,111814236.66382298,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,111814236.66382298,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,111885032.02837482,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,111906465.42902042,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,112091254.33680628,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,112105950.57898475,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,112367861.88689406,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,112428736.79936874,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,112717626.81365338,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,112726307.94216768,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,113833796.33317417,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,113899055.55444841,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,114302703.40664865,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,114698480.24390349,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,114719015.16607779,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,115465639.41287121,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,116011192.40685014,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,117406894.17465289,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,117459084.12678027,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,117720011.68338117,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,118582433.25730005,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,118723350.64136641,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,119483877.82648824,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,119483877.82648824,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,119626796.59661543,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,119976316.51213835,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,120524424.35737321,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,121077596.8796832,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,121315505.99147572,0.3
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,122282629.05768003,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,124054040.8322836,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,124889241.31574051,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,125200755.60837245,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,125708881.95467164,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,125708881.95467164,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,126065391.43334913,0.1
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,126657907.33272637,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,127577470.58458266,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,128078897.65049158,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,128647509.13952118,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,128883800.72102787,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,129050879.94059144,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,130062940.30897552,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,130429410.46820189,0.1
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,130438856.38650264,0.1
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,131097536.87022677,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,131097536.87022677,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,131697335.79309265,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,131824832.43642563,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,131876094.08094206,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,131983692.31574698,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,133361610.97248366,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,133467525.16765133,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,133722886.12962091,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,133877836.9555389,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,134147967.89410549,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,134348689.38219535,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,134348689.38219535,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,134661281.48973024,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,134787073.9575167,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,135970327.55540803,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,136192474.55056012,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,136511711.10515925,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,137453973.96594539,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,137492822.27619022,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,138127806.76967072,0.1
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,138640551.31415173,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,138848091.7781204,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,139380991.06497774,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,140217039.39963275,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,141718394.55113304,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,141767445.51781178,0.1
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,142240252.3051064,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,142544095.6826534,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,142934602.12249511,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,143227118.09526458,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,143335434.00502607,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,144227550.24236199,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,144830124.14263511,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,145041302.78517416,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,145168473.93300122,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,145554258.63744718,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,146101476.46034634,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,146329950.451628,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,146937487.6142028,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,147287855.02546704,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,147547117.48563549,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,147884788.59936765,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,148507207.08495751,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,149307850.15615276,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,149615912.05188701,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,150446438.83726814,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,152363286.98061785,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,152831007.31855288,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,153173646.82270864,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,153258424.06881368,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,153382408.29751492,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,153709255.927551,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,153941184.73321152,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,153995388.37274095,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,154513530.08267859,0.1
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,155113246.10450569,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,155425254.10686782,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,156524364.27252164,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,156616318.63293502,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,157954943.64030766,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,158034047.24680376,0.2
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,158034047.24680376,0.2
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,158535369.22069168,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,158568914.12973112,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,158633229.19396108,0.1
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,159073265.07080775,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,159254806.43511871,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,159264086.47348914,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,159296064.43552738,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,159389904.9162598,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,159514321.62445974,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,159632476.73732573,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,159698722.63436282,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,159790167.36383024,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,160044536.02901793,0.2
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,160084947.42859995,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,160964085.25037876,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,161763892.4967986,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,163303655.56505868,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,163623345.54706839,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,163902040.38207808,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,164143420.15905771,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,165531615.49645901,0.1
