放大胆忍气吞声休害怕,0,放大胆忍气吞声休害怕，
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,165912385.31843498,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,167158398.66251522,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,167310903.13191488,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,167491739.98675263,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,167641794.38920876,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,168365463.82461813,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,169012214.29494458,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,169054126.39178038,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,169306309.16211775,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,170649335.91337702,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,171658142.45145965,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,171750151.09365466,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,172229227.60945192,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,173118876.2542555,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,174127123.32869205,0.1
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,174331444.05194354,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,174395799.04528081,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,174925492.35223994,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,175568035.35283968,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,175810286.10342947,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,177381478.95073724,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,177735657.8555654,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,178044027.24814638,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,178322156.37181771,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,178499281.20508531,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,178647398.83703244,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,178948298.82714674,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,178970349.44635171,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,179051475.69347137,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,179105245.65804243,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,180104041.1406467,0.2
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,181497440.16573092,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,181831290.87948039,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,182669213.03248003,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,183437826.84093079,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,183809923.7695353,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,184102120.54903024,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,184102120.54903024,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,185065344.37794718,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,185735228.48936269,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,186490822.3433876,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,186563882.50868571,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,186565997.50336006,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,186708097.6474722,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,186708097.6474722,0.0
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,186843945.26994398,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,187812164.01761472,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,187960807.12872183,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,189522438.11505556,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,189522438.11505556,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,191341544.02207068,0.1
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,191742882.17470214,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,193556818.07988527,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,194155161.8473188,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,194356506.84534445,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,195002174.99365756,0.0
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,195551581.02501684,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,196703333.46832705,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,197233304.00700927,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,197468448.54277936,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,197997747.38007817,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,199395075.90299651,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,201086974.56424052,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,201173613.90081689,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,202492110.0932551,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,204134426.02833551,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,204160157.82409334,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,204806116.15504667,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,208852322.70007467,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,208888660.39072037,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,209492900.15611795,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,209636289.8208369,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,209808033.8489798,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,210398777.87252462,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,212972389.96138555,0.1
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,213073255.75200847,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,213235397.1047774,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,213372207.22706571,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,213513104.2146031,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,213739629.56846771,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,213760572.48755077,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,215191575.68495363,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,217069204.87983882,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,218849685.5697552,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,219642862.45731243,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,221069019.73704514,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,221323790.68378556,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,221825654.67321596,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,222212945.25894386,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,222605281.43110114,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,222884411.5112299,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,223388535.16158369,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,223574620.42967671,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,225620722.15476793,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,226380820.75075772,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,227251358.9228375,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,228043200.1043404,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,230733339.23816195,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,231325423.78723463,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,232203332.18797231,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,232530585.47978693,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,232537559.37740868,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,232799959.64086512,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,234284868.58202067,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,236363577.12227148,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,237083471.69037944,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,238318682.6259639,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,238377945.31745887,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,238962328.9569976,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,239262302.40543017,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,240222731.71920568,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,240599306.15580356,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,241738075.17151088,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,242622174.46893904,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,243066918.58536908,0.1
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,243116976.18654609,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,243327224.90339461,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,244136813.19815394,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,245501403.8976126,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,245701823.60251117,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,246988324.71416515,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,246994267.10061529,0.1
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,247258360.65785795,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,247404701.7737554,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,248067424.65340465,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,248652792.13940674,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,249020067.91064352,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,251325305.82585892,0.2
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,251760880.40882903,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,252217961.76646578,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,252280353.53788692,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,253454157.7275345,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,254214118.77447405,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,254288317.63315094,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,258351054.10468525,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,260110516.43662602,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,260301875.2577956,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,261235829.37954515,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,261367344.14454597,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,262855046.57461393,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,263447454.8174732,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,264239587.7626515,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,264781078.99937662,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,267230516.57050115,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,267263142.80227163,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,268527784.10940391,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,269055854.56294972,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,270931026.3142904,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,272236772.62360674,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,273880389.16639334,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,274161191.88034475,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,274382930.68233126,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,274553651.80720782,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,276338851.23475182,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,277855091.75222027,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,277961074.0011999,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,278917588.33499485,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,279217397.25079662,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,279980343.17589182,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,280351397.87799758,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,282877776.07609832,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,282904072.49608099,0.1
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,283512637.83721966,0.2
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,283513831.4904902,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,287422026.50905418,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,288329987.4887383,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,288546401.62927872,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,291578031.72151983,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,292099943.6747061,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,294242790.55659658,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,294747458.9199726,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,294846106.77671659,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,299603305.68109906,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,300236580.60308182,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,301410098.5680263,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,302529439.05793494,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,302737294.17283946,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,302839894.75163406,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,303857154.86248875,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,303857154.86248875,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,304110954.46511221,0.1
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,306119082.11345303,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,306575685.18001825,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,307348154.61373806,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,307372795.0145312,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,309967804.66662943,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,313842047.70927262,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,319340462.15105736,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,319816982.95882827,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,324695498.32106507,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,325420715.48936319,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,325918620.17533052,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,327924248.52704883,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,328955228.59416759,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,335648819.75269586,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,336874403.10081875,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,337178903.31148785,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,339555939.4573763,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,341182813.61228585,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,343034427.92119527,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,343212213.50191426,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,343382849.76273656,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,347335963.16525102,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,348083964.26280701,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,350466724.47167271,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,354321816.92958719,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,355232999.53625089,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,356182059.74788249,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,358084437.19773513,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,358328212.95986593,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,358587754.5984934,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,358858054.0651018,0.1
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,366258207.11793178,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,369001402.99264348,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,380080163.81992245,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,382889405.37914574,0.1
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,388025095.51571274,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,395411866.92711377,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,396745995.97834122,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,398533258.12511265,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,401017791.82893735,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,403405245.86021268,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,408181584.3714177,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,409020875.97948885,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,412371716.65869749,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,414634967.39080554,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,418132727.2227422,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,420450144.56666493,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,426934699.52761286,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,433068498.36112213,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,439421274.75127316,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,441303944.44802111,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,441744283.17468148,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,450091943.64518827,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,453536650.25698251,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,454553295.64219439,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,481948523.25245178,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,485200920.56123227,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,486112817.73289478,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,487907750.47238052,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,503096228.46566957,0.0
