猛听的金鼓响画角声震,0,猛听得金鼓响画角声震，
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,40886356.965850115,0.1
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,808211955.69498467,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,815029042.84937561,0.1
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,949145704.96312046,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,1039839494.8066643,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,1062818287.3570296,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,1078734770.9809072,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,1128209329.5283368,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,1173916885.4079905,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,1181525355.0957456,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,1181840351.6692019,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,1187498395.4842093,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,1188377114.8901386,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,1192257563.8789291,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,1192824422.8511117,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,1223080354.7541914,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,1261740953.2229946,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,1271689916.6093094,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,1271696488.319386,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,1285777465.5251293,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,1318084419.2087667,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,1329442663.2718737,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,1332846004.7340934,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,1391253091.5752451,0.3
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,1398438674.3458078,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,1407816361.686692,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,1412664818.037734,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,1415642801.7269163,0.2
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,1417180026.241215,0.1
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,1420993733.577883,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,1421156115.4970732,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,1430202140.2920735,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,1441899199.0383761,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,1443773734.8493032,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,1456337410.7311616,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,1456678454.4029813,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,1459028820.6148324,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,1459670815.4316132,0.2
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,1467310636.5248871,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,1467605028.3300126,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,1472054816.5879552,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,1473089898.240689,0.1
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,1473799568.2481093,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,1473801781.0870829,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,1473971025.8278332,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,1473971025.8278332,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,1479927450.5784078,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,1486529074.7324257,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,1488615212.2591949,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,1498013995.077986,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,1504730074.5146501,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,1524573532.0257881,0.0
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,1526286607.8324668,0.2
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,1539047375.8377213,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,1548183775.1464727,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,1558389272.4369473,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,1565272812.4203036,0.1
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,1567567266.931726,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,1571578304.8893216,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,1572980914.9406135,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,1579707214.2118473,0.0
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,1583227907.4971588,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,1587491555.2362735,0.1
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,1600740712.8142872,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,1604802799.6710808,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,1608767410.9727421,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,1610888226.246202,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,1610888226.246202,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,1612038805.0823197,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,1612281621.9775093,0.0
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,1614162900.5588021,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,1617455995.628268,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,1619700957.3543036,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,1621820111.606061,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,1634067398.7559507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,1643914625.3896391,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,1650423921.0649939,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,1650777893.6925373,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,1651378753.1448946,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,1658858037.2865119,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,1659479093.1441696,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,1669931177.5080423,0.2
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,1670359400.3405604,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,1670588944.755899,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,1672838779.5157104,0.1
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,1678490236.6072094,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,1680478811.3326838,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,1685999530.4535496,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,1687649709.5974534,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,1698367532.682719,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,1721168884.3544471,0.2
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,1727350677.1642597,0.2
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,1730322555.1239009,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,1735281251.6730669,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,1745745149.9830678,0.1
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,1746186930.7704501,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,1749525179.3736236,0.0
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,1755226218.3177547,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,1761984570.3588603,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,1772764998.5105164,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,1773751885.5269198,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,1778111344.0199232,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,1788989674.4825919,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,1794860969.1048858,0.1
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,1794860969.1048858,0.1
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,1798170951.3160465,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,1799504561.1619694,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,1800150184.8532608,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,1802943997.347645,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,1804632329.0373764,0.1
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,1807885393.656743,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,1810010385.1914005,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,1814246904.2725623,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,1815008610.8700151,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,1831245806.4214492,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,1836106624.1586819,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,1837635229.1660314,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,1840063705.3811266,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,1840367866.0361447,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,1843787232.7886648,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,1849752841.8667562,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,1849791606.176265,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,1856975872.5173671,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,1857448619.9791248,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,1863468507.1189456,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,1874321982.5099964,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,1889156120.9793358,0.1
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,1900290539.49716,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,1902324425.3364251,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,1911826159.9260414,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,1914832752.4180222,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,1925136736.578532,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,1928018315.6372221,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,1929192789.1850255,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,1930759816.1265888,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,1964996488.1193013,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,1969872563.3880298,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,1980744936.5337334,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,1986011419.5296581,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,1999358928.0132437,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,2000939652.5012515,0.1
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,2002330001.8309283,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,2005833090.9886117,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,2015998678.4741545,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,2018631501.1064711,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,2019239171.9169562,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,2032387168.6949377,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,2032492318.9877341,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,2035674078.8268049,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,2039475925.8634472,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,2039613006.9545147,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,2041854454.5659838,0.1
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,2041945523.278775,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,2044262988.1096117,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,2046959523.5790896,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,2057855670.6300676,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,2062333120.2555933,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,2072949693.8627455,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,2074037549.2800529,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,2078860684.9678288,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,2088935762.5038409,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,2103406743.4844291,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,2130217216.6507099,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,2130518368.8463011,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,2132077764.3294628,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,2133311030.3163285,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,2140451576.5281746,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,2150279248.9135065,0.1
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,2164659192.2423425,0.1
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,2165495478.9172273,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,2166151149.6393323,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,2167104858.2448716,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,2175352122.0007277,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,2177150740.091855,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,2193712869.6966977,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,2193754316.0837059,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,2202880785.33323,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,2205189605.4444695,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,2209888830.7960401,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,2214239018.6089334,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,2214391331.9600978,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,2214722856.354044,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,2223688873.107904,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,2227981003.9547629,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,2231757133.9415812,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,2240194814.151258,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2240466649.2382731,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,2241868461.826952,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,2242405311.9419332,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,2252292796.4348049,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,2258722268.2197971,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,2259159305.3740706,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,2260721988.3172131,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,2267314903.4661541,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,2267768786.2801166,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,2269915930.5491428,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,2278219692.5699263,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,2280099377.313592,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,2286524403.6972475,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,2316539414.4304967,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,2325927288.421452,0.2
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,2330891262.8865986,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2331677979.8863797,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,2335389039.5595245,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,2341006887.5534387,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,2341413292.2189493,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,2343007932.4514689,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,2358652094.7579293,0.0
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,2359703762.0331545,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,2360618250.5593777,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,2363284235.3927717,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,2364976385.0705023,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,2370306269.2094059,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,2377858309.6276984,0.1
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,2382618672.5812802,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,2385110323.1296129,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,2386471362.266283,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,2387387403.5562119,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,2395887811.9316678,0.1
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,2397288336.6554837,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,2398678631.4271545,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,2398678631.4271545,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,2405621323.78579,0.1
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,2408274657.0257711,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,2411892572.2291265,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,2425264153.9043732,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,2430508825.0046597,0.1
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,2436368663.3807364,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,2437850124.3495383,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,2448087467.2226682,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,2452657324.8987031,0.1
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,2456082932.8828239,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,2456691560.0197096,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,2467883460.8064728,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,2481780081.4011993,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,2501728717.9559212,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,2504359509.6747799,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,2530410681.2512603,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,2556341482.013792,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,2564488517.5371861,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,2567278356.6316848,0.0
