猛听的金鼓响画角声震,0,猛听得金鼓响画角声震，
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,2573948726.8523216,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,2573948726.8523216,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,2576638144.598845,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,2581301927.7412882,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,2581621570.2701387,0.1
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,2593815689.0291657,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,2598990848.2115555,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,2641881477.1380105,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,2650061704.5078835,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,2656949091.3899317,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,2664512144.9305744,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,2681172733.2677708,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,2692832890.5107398,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,2694291174.191699,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,2694595217.3261504,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,2696008649.6057062,0.1
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,2706561643.9390769,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,2708634673.9404683,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,2709062146.9243007,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,2718194320.1408744,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,2719024549.0101008,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,2720975612.8063688,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,2720986262.0030918,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,2721907479.0777435,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,2721942418.3666849,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,2731285286.2824492,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,2756579752.5519996,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,2757128986.9391589,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,2761882170.0298991,0.1
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2769027020.4548235,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,2770454262.7216854,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,2773293864.6197939,0.1
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,2793361881.6392922,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,2796384855.7189755,0.1
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,2805058681.0801191,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,2810026227.1834774,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,2810625765.3927379,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,2811127302.362545,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,2812903587.0125847,0.1
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,2814398609.3712449,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,2822469174.0632548,0.0
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,2825537236.9392838,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,2832368447.268898,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,2842777473.4410071,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,2845289260.275485,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,2856692978.0484548,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,2862289476.3847299,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,2870096846.852262,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,2877651800.547338,0.1
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,2879983514.8349714,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,2880978243.6695042,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,2884690054.3386011,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,2889552766.6414971,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,2889552766.6414971,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,2895933643.1890044,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,2897598797.6284628,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,2902798452.6470127,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,2911971743.4371061,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,2920174886.1737876,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,2922065301.7463078,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,2924981220.5614948,0.1
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,2940236541.1068807,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,2948729075.6652541,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,2951408852.3108592,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,2960485394.1315989,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,2961254632.5317497,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,2961426822.8959537,0.1
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,2964003119.0510092,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,2965119070.2965269,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,2983004146.8658185,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,3008354573.733923,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,3023502068.5515838,0.1
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,3029525486.7596622,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,3034830990.4726577,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,3036365889.6886148,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,3042463770.3400202,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,3046704479.3824515,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,3066244729.499908,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,3067722091.0722532,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,3069010553.847527,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3079713405.7558627,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,3086126966.3627167,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,3106848196.2216544,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,3116102146.7625217,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,3119606495.3535285,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,3130156838.8650894,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,3156087874.0339274,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,3157087344.2834077,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,3161957382.4927268,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,3171219006.0959363,0.1
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,3173109859.937541,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,3181966131.4500256,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,3193452304.0480933,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,3196123647.9138336,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,3206825942.3815684,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,3211564836.8096561,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,3229141938.5045476,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,3271190670.7571712,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,3283542635.7483144,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,3293908930.8310227,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,3310167427.1326823,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,3336089045.127481,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,3336987423.7402864,0.1
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,3339625130.0556979,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,3353175048.7769451,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,3379469808.7793965,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,3387547390.1850376,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,3396608946.0378175,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,3407607341.0095801,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,3428062216.4277472,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,3435825588.4696975,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,3439197002.0614824,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,3460461859.3555613,0.1
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,3467051847.7149544,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,3477753606.69836,0.1
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,3499405660.6442108,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,3500353962.9231997,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,3510045212.9426279,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,3524344523.6734214,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,3526268918.304059,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,3573003540.9087672,0.0
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,3573041543.1825814,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,3581830002.9161968,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,3610443251.353785,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,3613061191.0160875,0.1
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,3613238021.7251024,0.1
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,3642552123.8490229,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,3705813504.6326737,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,3709033505.7715673,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,3710509405.4252548,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,3718126133.152885,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,3746042849.0918913,0.1
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,3759318921.7412229,0.1
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,3764017788.3078818,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,3768373417.7582049,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,3778274705.3761621,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,3784282940.6112828,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,3831802561.2020302,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,3854779193.7331095,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,3858532365.5558014,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,3892524786.2529664,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,3913314989.2400932,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,3913314989.2400932,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,3953527724.703784,0.2
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,3954742302.7583966,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,3954742302.7583966,0.1
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,3995825302.7801151,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,4017455560.9772367,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,4057063756.4847021,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,4078063062.3467708,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4085134417.4282937,0.1
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,4093381872.9837327,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,4124278774.6260695,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,4140408075.01056,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,4156410586.523025,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,4169830163.0546346,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,4234266768.1380334,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,4259598387.0508547,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,4285454494.67063,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,4287221340.6079044,0.1
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,4300929010.0439682,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,4307635616.6748447,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,4319019437.0513182,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,4341256184.5707083,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,4363307056.5620499,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4371101859.9859724,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,4371101859.9859724,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,4388042401.3771486,0.1
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,4392950673.5511398,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,4396565104.3222065,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,4430973595.4528828,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,4430984196.8480968,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,4431901504.9806528,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,4452096378.0867043,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,4463914303.3693342,0.1
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,4484163921.2390127,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,4491466360.427743,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,4492480803.2001572,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,4503071305.7426062,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,4511306221.5576172,0.1
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,4594617605.8442097,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,4613483044.0950212,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,4636979078.7672043,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,4636979078.7672043,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,4654897394.5567808,0.1
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,4661161294.9851408,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,4718736190.8974285,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,4815049105.4717016,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,4861280914.3452864,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,4867431972.0953054,0.1
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,4879239011.5412169,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,4890181974.0803032,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,4904439693.0249357,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,4928094508.2293596,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,4928565773.3376312,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,4941977158.9912777,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,4953303506.3668327,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,4962696346.6181717,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,4977416960.1475935,0.3
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,4986147995.4997101,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,5004073213.2855644,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,5101604508.1559191,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,5103083077.6548128,0.1
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,5113332647.7992744,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,5113332647.7992744,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,5135037438.5246754,0.1
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,5172417974.6822109,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,5222328564.7845478,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,5232869395.6588383,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,5248034706.5877695,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,5332133635.6916819,0.1
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,5431730797.3786469,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,5453265568.907939,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,5492518851.5027962,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,5507113392.4754963,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,5655437457.1342659,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,5699548383.3146248,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,5822150534.8762922,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,5846266401.2751455,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,5961965678.6817741,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,5985695861.4413795,0.1
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,5998796000.5714321,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,6114852779.1101027,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,6121666720.6480894,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,6127078763.9388647,0.1
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,6132420624.3765278,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,6174650665.2618523,0.1
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,6180398190.4661818,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,6339402885.8415565,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,6350547702.3119307,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,6373475810.3531437,0.1
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,6416903494.4419699,0.1
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,6496722170.921381,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,6581077086.0996513,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,6628631729.2214689,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,6771248947.0871267,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,6813061923.7188416,0.1
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,6851010494.2015476,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,7172677812.5935068,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,8839034135.0551987,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,9171501911.555521,0.0
