昔日梁鸿配孟光,19,昔日里梁鸿配孟光，
daxp-FeiShiWo-TaoHuaCun.xml_8,你不要高声不要嚷，,8672575.1874337997,0.0
daeh-NuZiYou-TouJunBieYao.xml_0,奴自幼在闺阁娇生惯养，,8676151.1906558294,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_6,我今绝少人生趣，,8678122.1753850058,0.0
sdxp-SuLongWei-WuJiaPo.xml_24,提起了旁人我不晓，,8693095.4649740234,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_2,将身儿坐至在草堂等候，,8717335.7026873417,0.0
daeh-SunShangXiang-BieHuangGong.xml_6,回荆州未三载诓我回转，,8747989.1160720289,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_3,等候了爹爹回细问根由。,8760018.8949666172,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_0,被纠缠陡想起婚时情景，,8770565.3296244927,0.0
daeh-TanHongYan-HuoXiaoYu.xml_0,叹红颜薄命前生就，,8813986.137476692,0.0
daxp-ZhiJianTa-WangJiangTing.xml_9,相公你为何不歇息？,8825460.3181158584,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_3,我的父名姜绍贸易天涯。,8826048.9626565184,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_3,这样人得了志比父还强。,8831291.9051647652,0.0
daxp-LaoDieDie-DaYuShaJia-1.xml_0,老爹爹清晨起前去出前，,8845829.7680284213,0.0
daxp-MengJunZi-ChunQiuPei-1.xml_4,在家中受不过继母拷打，,8966118.2190090902,0.0
daxp-FeiShiWo-TaoHuaCun.xml_0,非是我嘱咐叮咛把话讲，,8986787.1915656775,0.0
daeh-CanQiQi-WuLongZuo.xml_0,惨凄凄唤苍天天不应响，,9012547.0197375342,0.0
daxp-SuSanLi-NvQiJie.xml_0,苏三离了洪洞县，,9019133.4281803556,0.0
sdxp-DangNianHan-SanJiZhang.xml_17,仙女配的是董永，,9019133.4281803556,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_16,你把我当做诸葛亮，,9033732.2094971575,0.0
daeh-NuZiYou-TouJunBieYao.xml_3,也不枉我二人苦度时光。,9091015.5037471037,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_16,难道说文官他就不丧身？,9124599.5267442744,0.0
daxp-FeiShiWo-TaoHuaCun.xml_4,已然错请生波浪，,9131118.6843401827,0.0
daxp-ErTingDe-SuoLinNang.xml_18,人情冷暖凭空造，,9139685.0033905245,0.0
daeh-LiYanFei-ErJinGong.xml_5,我只得怀抱太子两泪汪汪口口声声哭的是先王。,9141305.2983817942,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_0,小奴才他一言问住我，,9162849.5661738459,0.0
daxp-QiaoLouShang-HuangShanLei.xml_2,对孤灯思远道心神不定，,9178622.279076457,0.0
daxp-ChunQiuTing-SuoLinNang.xml_20,人情冷暖凭天造，,9242526.5306555536,0.0
daeh-ZuoRiGong-TaiZhenWaiChuan.xml_1,有谁知一时错被逐宫廷。,9262458.926028708,0.0
daeh-LiYanFei-ErJinGong.xml_3,想必是徐杨将进了昭阳。,9268450.4266715907,0.0
sdxp-WoHeNi-SiLangTanMu.xml_25,有什么心腹事你只管明言。,9281581.7795398664,0.0
daxp-ChunQiuTing-SuoLinNang.xml_33,救她饥渴胜琼瑶。,9290523.0602991097,0.0
daxp-XiShiNv-XiShi.xml_1,难得有开怀事常锁双眉。,9315563.4236204177,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_6,你继母心毒狠将你打骂，,9329221.9888991639,0.0
daxp-ChunQiuTing-SuoLinNang.xml_1,何处悲声破寂寥。,9334000.0803255923,0.0
daeh-ZiNaRi-ErJinGong.xml_7,看一看不觉到八月中秋。,9369932.3560414575,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_3,老薛保你不必苦哀告，,9446658.974303307,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_4,怒气不息在机房闷坐，,9450822.675956605,0.0
daxp-QiaoLouShang-HuangShanLei.xml_14,我不免唤琏儿到街前探问，,9491638.9333375264,0.0
daxp-FeiShiWo-TaoHuaCun.xml_14,倘若是你响她也响，,9538803.2094186489,0.0
sdxp-SuLongWei-WuJiaPo.xml_27,三人对面（就）说分明。,9633931.1434653141,0.0
daeh-ZiNaRi-ErJinGong.xml_10,耳边厢又听得朝靴响亮，,9649710.0462317243,0.0
daeh-LiYanFei-DaBaoGuo.xml_4,将江山让太师权且代贺，,9704941.6777789835,0.0
daxp-ErTingDe-SuoLinNang.xml_31,救她饥渴胜琼瑶。,9711120.1852473076,0.0
sdxp-SuLongWei-WuJiaPo.xml_38,西凉的鞑子将你斩，,9746185.5241710842,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_1,想起了我老爷好不惨然。,9788935.935072206,0.0
daeh-ZiNaRi-ErJinGong.xml_6,徐小姐把守在宫门口，,9817389.1829030607,0.0
daeh-CanQiQi-WuLongZuo.xml_1,叹红颜多薄命父母双亡。,9820709.113943059,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_3,我爹爹名姜绍贸易天涯。,9833315.6950526051,0.0
daxp-ErTingDe-SuoLinNang.xml_15,薛良与我去问一遭。,9886643.9227887131,0.0
daxp-WoHeNi-SangYuanHui.xml_0,我和你有什么夫妻的情，,9950687.7919713631,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_1,贼昏王篡了位谋乱邦家。,9987490.1635118816,0.0
daxp-LaoDieDie-YuZhouFeng.xml_0,老爹爹发恩德将本修上，,10012145.858405113,0.0
daeh-ZiNaRi-ErJinGong.xml_8,李艳妃坐昭阳自思自想，,10022033.381226491,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_3,乱军中多亏他救我回还。,10027160.40945434,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_6,将身儿来至在机房织绢，,10033853.97383398,0.0
daxp-ZhiJianTa-WangJiangTing.xml_8,出二堂深施礼，,10041961.96122518,0.0
sdxp-DangNianHan-SanJiZhang.xml_14,在六国封相人上人。,10046933.719129512,0.0
daxp-LaoDieDie-YuZhouFeng.xml_4,老爹爹在朝中官高爵显，,10065041.689167881,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_7,我一剑能挡百万兵。,10089458.137966534,0.0
daeh-ZiNaRi-ErJinGong.xml_1,独坐在寒宫院闷闷悠悠。,10107373.208861256,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_2,病恹恹身无力难以挣扎。,10158643.734407408,0.0
daxp-LaoDieDie-YuZhouFeng.xml_2,倘若是有道君皇恩浩荡，,10161352.817868223,0.0
daeh-LiYanFei-DaBaoGuo.xml_1,文站东武列西朝贺哀家。,10163329.246292042,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_9,宋天子主婚姻此事成全。,10189167.098724082,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_5,不知道他与我是否一般。,10216338.634513719,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_1,倒叫我桂英儿挂在心头。,10217854.163136071,0.0
daeh-ZiNaRi-ErJinGong.xml_13,我只得怀抱太子两泪汪汪口口声声哭的是先王！,10229727.535482727,0.0
daxp-ChunQiuTing-SuoLinNang.xml_10,轿内的人儿弹别调，,10233321.25317389,0.0
daxp-DangRiLi-SuoLinNang.xml_10,于归日理应当喜形于面，,10237264.11139397,0.14285714285714285
daxp-ChunQiuTing-SuoLinNang.xml_16,叫梅香你把那好言相告，,10254839.167444536,0.0
daxp-ErTingDe-SuoLinNang.xml_29,积德才生玉树苗。,10272681.844215266,0.0
daxp-LaoDieDie-DaYuShaJia-2.xml_2,将身儿坐至在草堂等候，,10278331.409202158,0.0
daxp-ErTingDe-SuoLinNang.xml_4,叫梅香你把那好言相告，,10309462.605609838,0.0
daxp-DiTouLi-NvQiJie.xml_0,低头离了洪洞县，,10309550.459275924,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_0,那日风波平地起，,10371037.464364346,0.14285714285714285
daeh-SunShangXiang-BieHuangGong.xml_7,阿斗儿行中途被子龙追还。,10386285.735362465,0.0
daxp-DangRiLi-SuoLinNang.xml_7,哪有这短花帘，旧花幔，参差流苏，残破不全。,10400200.511078849,0.0
daxp-XiRiLi-LongFengChengXiang.xml_4,月老本是乔国丈，,10401840.373502523,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_2,父道那薛平贵是那化郎模样，,10419820.864371598,0.0
daxp-XiRiLi-LongFengChengXiang.xml_1,今朝仙女会襄王。,10422959.668133512,0.0
daxp-XiRiLiang-LongFengChengXiang.xml_1,今朝仙女会襄王。,10426428.909779724,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_1,我立志不嫁那状元才郎。,10456653.3023655,0.0
daxp-DangRiLi-SuoLinNang.xml_2,在轿中只觉得天昏地暗。,10470756.034583505,0.0
daxp-ZhiJianTa-WangJiangTing.xml_6,低下头心生计，,10471363.263009487,0.0
daxp-QiaoLouShang-HuangShanLei.xml_7,原来是秋风起扫叶之声。,10478828.841104286,0.0
daxp-DangRiLi-SuoLinNang.xml_18,还有那夜明珠粒粒成串，,10569758.32205629,0.0
daxp-ErTingDe-SuoLinNang.xml_27,自把珠玉夸富豪。,10612991.820318641,0.0
sdxp-DangNianHan-SanJiZhang.xml_19,非是女儿言不逊，,10614225.266138414,0.0
daeh-WuDuanQiao-BiYuZan.xml_1,薄命自伤怨红颜。,10624322.525292756,0.0
sdxp-DangNianHan-SanJiZhang.xml_10,都是安邦定国臣，,10651751.708491199,0.0
daxp-NiDeFu-FenHeWan.xml_2,把弓带和鱼镖与儿带定，,10692155.952829124,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_2,我本是被骗进的富春院，,10761355.702878024,0.0
daxp-QiaoLouShang-HuangShanLei.xml_13,果然是晓鸡唱天已黎明。,10777333.677463034,0.0
daxp-XiRiLi-LongFengChengXiang.xml_2,暗地堪笑奴兄长，,10781643.241797738,0.0
sdxp-SuLongWei-WuJiaPo.xml_30,本利算来有多少，,10783649.273882121,0.0
daeh-SunShangXiang-BieHuangGong.xml_8,恨只恨我兄长把事错办，,10825524.194582095,0.0
daxp-XiShiNv-XiShi.xml_4,怕只怕损玉颜姣容自惜，,10842371.352772605,0.0
daxp-ChunQiuTing-SuoLinNang.xml_2,在隔帘只见这一花轿，,10920456.689255558,0.0
daxp-WoZhuYe-SiLangTanMu.xml_5,阅兵书看何人前来何安。,10931566.763671726,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_4,贼好比王莽贼称孤道寡，,10968810.116984161,0.0
daxp-ZhiJianTa-WangJiangTing.xml_3,害得儿夫犯焦急；,10988743.312397778,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_9,宋天子主婚姻此事成全。,10990021.655348968,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_3,乱军中多亏他救我回还。,10994533.756585903,0.0
sdxp-WoHeNi-SiLangTanMu.xml_33,你也对苍天就表一番。,11022955.915598048,0.0
daxp-QiaoLouShang-HuangShanLei.xml_10,我不免引寒机伴奴坐等，,11034806.796466921,0.0
daeh-ZiNaRi-ErJinGong.xml_3,太师爷一心心想篡龙楼。,11100120.764572935,0.0
daeh-TanHongYan-HuoXiaoYu.xml_1,美满姻缘付东流。,11136841.860299408,0.0
daeh-WuDuanQiao-BiYuZan.xml_4,今生若被郎轻贱，,11172421.677274294,0.0
daxp-QiaoLouShang-HuangShanLei.xml_4,到三更真个是月明人静，,11228189.541445564,0.0
daxp-ChunQiuTing-SuoLinNang.xml_29,自把珠玉夸富豪，,11233969.579591861,0.0
daxp-DangRiLi-SuoLinNang.xml_14,急切里想起了锁麟囊一（呀）件，,11269650.916846666,0.0
daeh-ZuoChunGui-XiShi.xml_1,无限的闲愁恨尽上眉尖。,11284095.275116872,0.0
daeh-WuDuanQiao-BiYuZan.xml_7,又怕丑名误流传。,11295812.284461383,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_5,待我来搀扶（哇）你重订鸳盟。,11414831.904224753,0.0
daxp-DangRiLi-SuoLinNang.xml_17,红珊瑚碧翡翠样样倶全。,11416992.876207683,0.0
sdxp-WoHeNi-SiLangTanMu.xml_31,一夜之间你怎能回还。,11423988.361733256,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_5,恰便似嫦娥离月宫，,11432656.20594855,0.0
daxp-GuanShiYin-TianNvSanHua.xml_6,满眼中清妙景灵光万丈，,11557336.026184777,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_15,那就是来了我西厢带路的小红娘。,11576451.156530047,0.0
daxp-LaoDieDie-SanJiZhang-1.xml_2,父休笑薛平贵是花郎模样，,11619889.965816235,0.0
daxp-WoZhuYe-SiLangTanMu.xml_3,一心心要夺取宋室江山。,11653438.702331699,0.0
daxp-DangRiLi-SuoLinNang.xml_19,还有那赤金链，紫瑛簪，白玉环，双凤錾，八宝钗钏一个个宝孕光含。,11664764.802799838,0.14285714285714285
daxp-GuanShiYin-TianNvSanHua.xml_1,有善才和龙女站立两厢；,11685549.530927518,0.0
daxp-MengJunZi-ChunQiuPei-2.xml_5,因此上到郊外来捡芦花（呀）。,11773396.913051369,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_15,愿天下从此后国泰民安。,11855131.225263987,0.0
daxp-MuQinBu-FengHuanChao.xml_3,女儿清白最为先。,11867543.005489433,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_14,愿天下有情人都成姻眷，,11887214.343076972,0.0
daeh-CanQiQi-WuLongZuo.xml_3,担几肩头晕转体若筛糠。,11911478.030686509,0.0
daeh-SunShangXiang-BieHuangGong.xml_1,想起了已往事心内痛酸。,11979374.626449633,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_7,全（呐）不顾你身有病气力不佳。,11997149.794015527,0.0
daeh-WangChunE-SanNiangJiaoZi.xml_7,等候了薛倚儿转回家园。,12115860.476747902,0.0
daxp-WoDeNiang-XinAnYi.xml_3,却原来母亲到儿未知情。,12123587.497743547,0.0
daxp-ZheCaiShi-SuoLinNang.xml_0,这才是人生难预料，,12171181.496878644,0.0
daxp-LaoDieDie-SanJiZhang-2.xml_1,儿命苦怎配着状元才郎？,12188147.19058316,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_6,虽然是古青庐以朴为俭，,12191615.778292,0.0
daxp-ErDeFu-HongNiGuan.xml_6,奴本当把关印付他执掌，,12201159.567677595,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_4,原来是不耐烦已经睡困，,12214695.507764295,0.0
danbz-BeiJiuChan-ChunGuiMeng.xml_2,我不免去安排罗衾绣枕，,12291892.565430308,0.0
daxp-ChunQiuTing-SuoLinNang.xml_13,同遇人为什么这样嚎啕？,12395627.248998413,0.0
daxp-ChunQiuTing-SuoLinNang.xml_14,莫不是夫郎丑难谐女貌？,12401846.238574704,0.0
daxp-QiaoLouShang-HuangShanLei.xml_1,父子们去采药未见回程。,12403330.103067158,0.0
daxp-TingTaYan-ZuoGong.xml_3,他思家乡想骨肉就不能团圆。,12420059.707263919,0.0
daxp-ErTingDe-SuoLinNang.xml_2,莫不是夫郎丑难谐女貌，,12444672.667290376,0.0
sdxp-DangNianHan-SanJiZhang.xml_21,不能、不能、是万不能！,12483120.986812577,0.0
daxp-SuSanLi-NvQiJie.xml_1,将身来在大街前。,12506303.934762176,0.0
daxp-ErTingDe-SuoLinNang.xml_6,梅香说话好颠倒，,12507078.377258828,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_0,海岛冰轮初转腾；,12535962.457094314,0.0
daxp-DangRiLi-SuoLinNang.xml_4,那花轿必定是因陋就简，,12700120.534956034,0.0
daxp-ChunQiuTing-SuoLinNang.xml_32,小小囊儿何足道，,12706128.093254874,0.0
daxp-ErDeFu-HongNiGuan.xml_3,倒不如与伯党匹配鸾凰。,12774410.353765424,0.14285714285714285
daxp-TingTaYan-ZuoGong.xml_2,原来是杨家将把名姓改换，,12802737.096781718,0.0
daxp-ChunQiuTing-SuoLinNang.xml_15,莫不是强婚配鸦占鸾巢？,12813794.257779507,0.14285714285714285
daxp-DangRiLi-SuoLinNang.xml_12,那时节奴妆奁不下百万，,12871065.730992803,0.0
danbz-KanDaWang-BaWangBieJi.xml_1,我这里出帐外且散愁情。,12896960.035622599,0.0
daxp-XiShiNv-XiShi.xml_3,每日里浣纱去又傍清溪。,12948744.034018345,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_11,难免怀疑在心梢。,12996393.735229645,0.0
daxp-ZheCaiShi-SuoLinNang.xml_1,不想团圆在今朝。,12996393.735229645,0.0
daxp-ErTingDe-SuoLinNang.xml_3,莫不是强婚配鸦占鸾巢。,12998481.266666511,0.14285714285714285
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_4,有生之日责当尽，,13010749.980697801,0.14285714285714285
daxp-ErTingDe-SuoLinNang.xml_30,小小囊儿何足道，,13034998.372010814,0.0
daeh-LiYanFei-DaBaoGuo.xml_7,宣太师上金殿披红插花。,13070376.945396198,0.0
daeh-ZiNaRi-ErJinGong.xml_5,竟把我孤儿寡母当做了马牛。,13073035.865206206,0.0
daeh-WuDuanQiao-BiYuZan.xml_5,满腹冤屈向谁言。,13082925.809608892,0.0
daxp-QiaoLouShang-HuangShanLei.xml_6,忙移步隔花荫留神听定，,13096709.453278322,0.0
daxp-ErTingDe-SuoLinNang.xml_10,蠢才问话太潦草，,13157958.673033448,0.0
daxp-TingTaYan-ZuoGong.xml_6,早晚间休怪我言语怠慢，,13195085.242339147,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_7,帝王家深宫院似水流年。,13198673.50893357,0.0
danbz-KanDaWang-BaWangBieJi.xml_0,看大王在帐中和衣睡稳，,13230697.658976324,0.0
daeh-SunShangXiang-BieHuangGong.xml_3,留下了孙仲谋执掌江南。,13253239.709114622,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_15,愿邦家从此后国泰民安。,13288654.275990168,0.0
daxp-ErTingDe-SuoLinNang.xml_5,问那厢因何故痛哭无聊？,13320415.482206836,0.0
daxp-MuQinBu-FengHuanChao.xml_1,女儿言来听根源。,13388675.334531153,0.0
daeh-ZuoChunGui-XiShi.xml_3,夜不眠朝慵起又向谁言。,13396854.26408072,0.0
daxp-DiTouLi-NvQiJie.xml_1,将身来在大街前。,13457551.878471015,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_1,唤起我破天门状志凌云。,13551992.395440783,0.0
daxp-ErTingDe-SuoLinNang.xml_1,同遇人为什么这样嚎啕。,13554815.608154111,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_4,背转身来哭嚎啕。,13706808.317340717,0.0
daxp-ZhiJianTa-WangJiangTing.xml_2,何人来把书信寄？,13951222.277876001,0.0
daxp-ZheCaiShi-SuoLinNang.xml_7,愧我当初赠木桃。,13983402.680010408,0.0
daeh-TanHongYan-HuoXiaoYu.xml_5,隔着窗儿点滴不休。,14111724.8005252,0.0
daxp-ChunQiuTing-SuoLinNang.xml_27,莫把姓名你信口晓，,14185499.77625075,0.0
daxp-GuanShiYin-TianNvSanHua.xml_5,好似我散天花就纷落十方；,14259136.279288286,0.0
daxp-DangRiLi-SuoLinNang.xml_21,换衣食也够她生活几年。,14351579.125596128,0.0
daxp-WoDeNiang-XinAnYi.xml_2,这几日身不爽心中烦闷，,14445573.042594243,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_9,你必须眼观六路耳听八方。,14558263.522120975,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_13,你叔王不让位再去骂他。,14583605.995839776,0.0
daxp-DiTouLi-NvQiJie.xml_2,未曾开言我心好惨，,14624267.517235028,0.0
sdxp-WoHeNi-SiLangTanMu.xml_28,有心赠你金鈚箭，,14634780.859145122,0.0
daxp-ChunQiuTing-SuoLinNang.xml_8,亦有饥寒悲怀抱，,14652592.113855386,0.0
daxp-ErTingDe-SuoLinNang.xml_25,莫把姓名你信口哓。,14770245.955819691,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_13,但愿得八主贤王从中周旋早成美眷、扫狼烟叫那胡儿不敢进犯、保叔王锦锈江山。,14795764.666043121,0.0
daxp-QiaoLouShang-HuangShanLei.xml_12,数更等交五鼓空房愈冷，,14803749.413485738,0.0
daxp-QiaoLouShang-HuangShanLei.xml_3,不知他在荒山何处安身。,14817510.76127423,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_5,那厢流泪这厢啼。,14891051.760407887,0.0
sdxp-SuLongWei-WuJiaPo.xml_39,妻儿老小与奴一般。,14945585.743174752,0.0
daeh-XiaoNuCai-SanNiangJiaoZi.xml_1,闭口无言王春娥。,15012553.4217967,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_7,帝王家深宫怨似水流年。,15031012.231862418,0.0
daxp-ChunQiuTing-SuoLinNang.xml_17,问那厢因何故痛哭无聊。,15073011.107938664,0.0
sdxp-SuLongWei-WuJiaPo.xml_42,买绫罗、做衣衫、买白纸、糊白幡、打首饰、做妆奁，,15104115.902345264,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_14,愿天下有情人都成姻眷，,15120759.326519826,0.0
daeh-ZaoBuXing-HeHouMaDian.xml_6,贼好比秦赵高指鹿为马，,15145557.04225906,0.0
sdxp-DangNianHan-SanJiZhang.xml_18,大孝之人也受贫。,15189830.069223706,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_13,但愿得八主贤王从中周旋，早成姻眷，扫狼烟，叫那胡儿不敢进犯保叔王锦绣江山。,15210829.299776621,0.0
daxp-ErTingDe-SuoLinNang.xml_12,你不该人前逞骄傲，,15515718.90527134,0.0
daxp-GuanShiYin-TianNvSanHua.xml_4,绿柳枝酒甘露三千界上，,15949595.53459858,0.0
sdxp-SuLongWei-WuJiaPo.xml_41,与你娘做一个安家钱。,15953538.439666342,0.0
daeh-NaRiFeng-YuanXiaoMi.xml_2,舅父前来出主意，,16000221.241655832,0.0
daspd-DuShouKong-WangJiangTing.xml_3,为避狂徒到此间。,16234372.676557003,0.0
daxp-FeiShiWo-TaoHuaCun.xml_12,响一声你就还一掌，,16393833.211398233,0.0
daxp-ErTingDe-SuoLinNang.xml_13,不该词费又滔滔。,16394390.36897275,0.0
daxp-ZhiJianTa-WangJiangTing.xml_4,莫不是平地风波起，,16420168.601919925,0.0
sdxp-DangNianHan-SanJiZhang.xml_15,未央宫斩的是韩信，,16515521.277881268,0.0
daxp-ChunQiuTing-SuoLinNang.xml_4,吉日良辰当欢笑，,16546548.186393486,0.14285714285714285
daxp-FeiShiWo-TaoHuaCun.xml_13,响两声你就凑近身旁。,16565177.28932021,0.0
daxp-JiaoZhangSheng-HongNiang.xml_2,放大胆忍气吞声休害怕，,16702020.985232046,0.0
daxp-MengTingDe-MuiGuiYingGuaShuai.xml_2,想当年桃花马上威风凛凛，,16850081.813677784,0.0
daeh-WuDuanQiao-BiYuZan.xml_3,落得孤身病恹恹。,16903272.512892697,0.0
dldeh-ShouBiPo-ChunQiuPei.xml_4,想亲娘和老父心乱如麻。,16961954.088305864,0.0
daxp-DangRiLi-SuoLinNang.xml_20,这囊儿虽非是千古罕见，,17200800.754831541,0.0
sdxp-WoHeNi-SiLangTanMu.xml_27,你要见高堂母我不阻拦。,17231043.521088943,0.0
daxp-FeiShiWo-TaoHuaCun.xml_6,鼓打二更准时往，,17392896.027860567,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_0,陈三两在大堂把话云，,17510737.898513675,0.0
daxp-JiaoZhangSheng-HongNiang.xml_4,这也算是一段风流佳话，,17612360.901489142,0.0
daxp-ChunQiuTing-SuoLinNang.xml_26,忙把梅香低声儿叫，,17691394.655834455,0.0
daspd-HaiDaoBing-GuiFeiZuiJiu.xml_4,皓月当空，,17720495.992469154,0.0
daxp-ZheCaiShi-SuoLinNang.xml_6,种福得福如此报，,17909661.803048879,0.0
daxp-ZheCaiShi-SuoLinNang.xml_5,善果心花可自豪。,17931817.892671559,0.0
daxp-MuQinBu-FengHuanChao.xml_2,自古常言道得好，,18039046.125717036,0.0
sdxp-DangNianHan-SanJiZhang.xml_11,淮阴漂母救韩信，,18152487.330915242,0.0
daxp-MuQinBu-FengHuanChao.xml_0,母亲不必心太偏，,18341401.029681407,0.0
daxp-ErTingDe-SuoLinNang.xml_24,忙把梅香低声叫，,18510488.831226077,0.0
daxp-ErTingDe-SuoLinNang.xml_26,这都是神话凭空造，,18910421.04287228,0.0
daxp-ChenSanLiang-ChenSanLiangPaTang.xml_3,发奋自强日夜读诗文。,19215706.264901739,0.14285714285714285
daxp-ZheCaiShi-SuoLinNang.xml_2,回首繁华如梦渺，,19443808.209176645,0.0
daxp-FeiShiWo-TaoHuaCun.xml_5,怎能够粗心大意你再荒唐。,19711621.519232374,0.0
daxp-SuSanLi-NvQiJie.xml_6,言说苏三把命断，,19744547.898549698,0.0
daxp-ChunQiuTing-SuoLinNang.xml_28,这都是神话凭空造，,19815857.312319759,0.0
daxp-DiTouLi-NvQiJie.xml_6,就说苏三把命断，,19916773.062432613,0.0
sdxp-WoHeNi-SiLangTanMu.xml_29,怕你一去就不回还。,20002270.12897535,0.0
daeh-ZiNaRi-ZhuangYuanMei-1.xml_2,在潼台被贼擒在命好险，,20166863.97310375,0.0
daxp-SuSanLi-NvQiJie.xml_2,未曾开言心内惨，,20300732.803456027,0.0
daeh-ZiNaRi-ZhuangYuanMei-2.xml_2,在潼台被贼擒性命好险，,20746119.819179647,0.0
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,20783757.28094374,0.0
daxp-LaoDieDie-YuZhouFeng.xml_5,却为何贪富贵不顾羞惭。,20856993.925193734,0.0
