孀居愁苦泪洗面,2,孀居愁苦泪洗面，
daxp-ZheCaiShi-SuoLinNang.xml_4,柳暗花明休啼笑，,28997145.319935609,0.0
daeh-SunShangXiang-BieHuangGong.xml_9,叹一声不由人珠泪涟涟。,41543009.544765085,0.14285714285714285
sdxp-DangNianHan-SanJiZhang.xml_1,登台拜帅是韩信，,2172155707.7679524,0.0
sdxp-SuLongWei-WuJiaPo.xml_13,腰中取出银一锭，,2183640625.1487827,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_4,先进咸阳为皇上，,2203344624.7852859,0.0
sdxp-WoHeNi-SiLangTanMu.xml_5,非是我这几日愁眉不展，,2271818703.2622275,0.14285714285714285
lseh-XinZhongYou-WenZhaoGuan.xml_12,越思越想好伤惨，,2381515935.3121352,0.0
lseh-WeiKaiYan-RangXuZhou.xml_3,老朽年迈我也不能够担承。,2449058596.2483592,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_5,右手再把栾布拉，,2452163423.7277422,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_2,官封到节度使（喏）皇王恩重，,2469154762.8543916,0.0
lseh-LaoZhangBu-WuPenJi.xml_2,休把我当作了妖魔论，,2529868350.237174,0.0
lsxp-DaHeYi-SiLangTanMu.xml_7,将身站在了阶前等，,2583707320.8584633,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_2,官封到节度使（喏）皇王恩重，,2638726543.0839467,0.0
lsxp-WeiCengKai-QiYuanBao.xml_4,奉母命京城往，,2748339162.7614655,0.0
sdxp-SuLongWei-WuJiaPo.xml_9,衙里衙外我打点，,2758877772.6206312,0.0
sdxp-WoHeNi-SiLangTanMu.xml_17,公主叫我盟誓愿，,2887000782.8584056,0.0
lsxp-ZouYingLong-DaYanSong.xml_0,忽听得万岁宣应龙，,2921964645.8127313,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_2,眼望着孤坟台珠泪难忍，,2935175271.7405157,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_28,原来四哥回宋营。,3227721529.9234095,0.0
lsxp-DaHeYi-SiLangTanMu.xml_25,家住哪州并哪郡？,3250941245.8455491,0.0
lsxp-DaHeYi-SiLangTanMu.xml_21,龙行虎步非凡等，,3257038559.2691536,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_0,深宫无（哇）处不飞花，,3284711025.0424933,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_2,悔不该心猿并意马，,3313450612.9551716,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_34,寻短（哪）哎见爹娘（兀）！,3350188376.0567608,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_2,官封到节度史（喏）皇王恩重，,3361484591.7671008,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_28,越思越想好伤惨，,3389915738.8138475,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_2,今日里斩宗保娘把儿怪，,3402961899.0005741,0.0
sdxp-WoHeNi-SiLangTanMu.xml_10,怎奈我身在番难以过关。,3419466748.6755505,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_18,寻短（呃）哎见爹娘（呃）。,3438285145.4838181,0.0
lsxp-DaHeYi-SiLangTanMu.xml_9,家住后山磁州郡，,3500347913.8197193,0.0
lseh-ZenNengGou-BaDaChui.xml_2,前也思（喏）后又想无有计定，,3532496303.6784568,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_1,胡言乱语怎瞒（呐）咱！,3564483503.0711484,0.0
lsxp-ZiGuDao-HuangHeLou.xml_3,二将军保架过长江。,3676737087.4562879,0.0
lsxp-WoBenShi-KongChengJi-2.xml_2,先帝（呀）爷下南阳（呃）御驾三（呃）请，,3705902534.315032,0.0
lseh-YangYanZhao-PengBei.xml_4,我本当将此事对他来论，,3768899136.9209752,0.0
lseh-WeiKaiYan-RangXuZhou.xml_0,未开言不由人（呐）珠泪滚滚，,3769911928.0935612,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_8,问我一言答一声。,3847145821.1675153,0.0
lsxp-YiShiWu-YuCangJian.xml_3,靠山绿（哇）水常在面前。,3869793963.7909956,0.14285714285714285
sdxp-WoHeNi-SiLangTanMu.xml_15,宋营（哪）虽然路途远，,3920514827.4508309,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_1,胡言乱语怎瞒（呐）咱。,3965788618.4356031,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_22,虎在笼中我不打，,3967670391.4565921,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_2,朝欢暮乐无牵挂，,3973046301.2668533,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_3,身不爽不由人瞌睡朦胧（呃）（哪）。,3981696865.1036072,0.0
lseh-LaoZhangBu-WuPenJi.xml_4,我忙将树（呃）枝摆摇（哇）动，,4000023931.6250534,0.0
lsxp-JiangShenEr-SanJiaDian.xml_5,因此上发配到登州。,4024618541.1661062,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_26,要相逢陈非是梦（兀）里团圆。,4062240292.2404962,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_20,对天发下宏誓愿，,4133474831.76724,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_15,今夜晚怎能够盼到明天。,4135504857.9066687,0.0
lsxp-ZheYiFeng-DingJunShan.xml_9,到明天午时三刻要成功劳。,4136627071.9627881,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_3,赏罚中公（呃）平莫要自由。,4153540171.5994978,0.0
lsxp-JiangShenEr-SanJiaDian.xml_1,尊一声过往的宾朋听从头：,4161542616.0992699,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_13,我好（呃）比波浪中失舵的舟船（喏）。,4166607665.2905483,0.0
lsxp-WeiCengKai-QiYuanBao.xml_2,家住在南阳太平庄，,4226901960.0279417,0.0
lsxp-ZiGuDao-HuangHeLou.xml_5,四将军保架料也无妨。,4239020357.2484603,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_15,到如今夜宿在荒村院，,4275121359.8964558,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_31,到如今夜宿在荒村院，,4275121359.8964558,0.0
lsxp-WoBenShi-KongChengJi-1.xml_2,先帝呀爷下南阳御呀驾三请，,4301022487.2201166,0.0
sdxp-DangNianHan-SanJiZhang.xml_3,小奴才真个不孝顺，,4302368164.0361347,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_36,对天发不宏誓愿，,4306410563.7124519,0.0
lsxp-DaHeYi-SiLangTanMu.xml_10,火堪寨上有家门。,4324410230.414259,0.0
sdxp-DangNianHan-SanJiZhang.xml_5,我的儿说话言不逊，,4347785950.2716475,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_2,实指（惹）望到吴国借兵回转，,4350775165.4103374,0.0
lsxp-YiShiWu-YuCangJian.xml_0,一事无成两鬓斑，,4363995936.9672632,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_7,你就该把我献与昭关。,4364454320.327527,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_6,舍子搭救忠（呃）良的后，,4367291462.2674255,0.0
sdxp-SuLongWei-WuJiaPo.xml_5,西凉川四十单八站，,4421752862.5911579,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_23,你就该把我献与昭关。,4424116026.0717821,0.0
lsxp-ZheYiFeng-DingJunShan.xml_2,站立在营门三军叫，,4446473002.9726038,0.0
lsxp-DaHeYi-SiLangTanMu.xml_11,我父令公官极品，,4455436442.0012274,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_14,思来想去我的肝肠断，,4464257784.3244705,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_18,观此贼睡卧真（呐）潇洒，,4470787497.315299,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_15,今夜晚怎能够盼到明天。,4477329271.6691704,0.0
sdxp-SuLongWei-WuJiaPo.xml_14,将银放在地平川。,4482486020.5758915,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_27,鸡鸣犬吠五更（哪）天，,4485715815.3637791,0.0
lsxp-QingGongYan-FaDongWu.xml_2,弟兄们创业多艰难，,4499195979.2270918,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_11,鸡鸣犬吠五更（呃）天，,4528167129.0368309,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_10,爹娘（呃）要相逢除非是梦（呃）里团圆。,4541793924.13517,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_13,我好（哇）比波浪中失舵的舟船（哪）。,4556483374.6701727,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_2,悔不该心猿并意马，,4572357970.3164825,0.0
lsxp-JianMaSu-ZhanMaSu.xml_2,大胆不听我的话，,4601424143.9146805,0.0
sdxp-SuLongWei-WuJiaPo.xml_1,苏龙魏虎为媒证，,4617840860.520649,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_11,自有那神灵（啊）天地鉴察。,4624777127.7129374,0.0
lseh-LaoZhangBu-WuPenJi.xml_1,我有言来你是（喏）听。,4630344436.1202288,0.0
sdeh-WenSanNiang-SanNiangJiaoZi.xml_1,问三娘发雷霆却是为何？,4650060480.4435759,0.0
lsxp-ZheYiFeng-DingJunShan.xml_5,三通鼓刀出鞘四通（呃）鼓把兵交。,4694962227.3662043,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_5,眼睁（呐）睁有何人去（呀）把纸烧。,4700977288.7690363,0.0
sdxp-SuLongWei-WuJiaPo.xml_12,百般调戏也枉然。,4706310774.1544018,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_3,身不爽不由人瞌睡朦胧（呃）。,4747114438.6973009,0.0
sdxp-WoHeNi-SiLangTanMu.xml_7,萧天佐摆天门两国交战，,4773216610.7004776,0.0
sdxp-WoHeNi-SiLangTanMu.xml_12,无有令箭怎过关。,4801033872.9363527,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_7,生死二字（喏）且由他。,4801069311.7361736,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_0,张公道三十五六（哇）子有靠，,4801672503.9028845,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_2,既是为我前来到，,4831741066.0308952,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_0,心中有事难合眼，,4860140963.8488226,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_37,我不杀平王我的心怎甘（哪）。,4880403944.0713396,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_1,陈宫心（呐）中乱如麻，,4884507588.3499966,0.0
lsxp-DaHeYi-SiLangTanMu.xml_12,我母佘氏老太君。,4911921750.9682178,0.0
sdxp-SuLongWei-WuJiaPo.xml_4,咬定牙关他就不认承。,4969761227.8696985,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_16,心中有事难合眼，,4972216780.9087677,0.0
lsxp-ZiGuDao-HuangHeLou.xml_4,今日主公把宴上，,4993294673.4495192,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_21,我不杀平王我的心怎甘。,5001292559.0555305,0.0
lsxp-ZiGuDao-HuangHeLou.xml_2,曾记得当年赴河梁，,5023907128.8724318,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_0,一桩桩一件件倶已办就，,5028663577.273509,0.0
lsxp-WeiCengKai-QiYuanBao.xml_1,尊一声太爷听端详。,5031595624.2656097,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_2,实指望到吴国借兵回转，,5033284281.8320761,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_14,思来想去我的肝肠断，,5049724482.9642992,0.0
lseh-XiRiLi-BaoLianDeng.xml_7,兄（呃）推弟来两不能够担承。,5067888251.7725878,0.0
lsxp-ZiGuDao-HuangHeLou.xml_1,主公不必加愁肠。,5073591294.5869884,0.14285714285714285
lseh-TanXiongDi-SangYuanJiZi.xml_1,丢下了年幼儿好不伤情。,5082152804.6738014,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_4,此一番领（呃）兵去镇守，,5082321039.0084524,0.0
lsxp-ZouYingLong-DaYanSong.xml_1,在朝房来了我这保国忠。,5091347075.7454739,0.0
lseh-LaoZhangBu-WuPenJi.xml_5,抓一（呀）把沙土扬灰尘。,5093265366.3066578,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_0,两国交锋龙虎斗，,5109718781.9321852,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_0,为国家哪何曾半日闲空，,5121131170.6877623,0.0
lsxp-WoBenShi-KongChengJi-2.xml_4,官封到武乡侯（呃）执掌帅印，,5216327940.5512657,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_11,自有那神灵儿天地鉴察。,5218235029.6745739,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_6,三人同把那鬼门关上踏（啊），,5218573503.6124916,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_1,陈伯愚年半百无有后苗。,5241871819.6394348,0.0
lseh-YangYanZhao-PengBei.xml_2,迈虎步我且把宝帐来进，,5242253883.263936,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_3,身不爽不由人瞌睡朦胧。,5242583847.7103682,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_9,满腹的含冤我向谁言（哪）！,5261015691.3132448,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_9,满腹的含冤我向谁言（喏）。,5261015691.3132448,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_11,我好比龙游在浅沙滩。,5268811135.7170191,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_24,执宝剑将贼的（呀）头割下，,5268969086.1045265,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_0,为国家哪何曾半日闲空，,5284933292.9729242,0.0
sdxp-DangNianHan-SanJiZhang.xml_4,仙女嫁的又是何人？,5324399521.3733768,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_13,想当初在朝为官宦，,5333852455.9477177,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_29,想当初在朝为官宦，,5333852455.9477177,0.0
lseh-XiRiLi-BaoLianDeng.xml_15,打死个秦官保父不能担承。,5336812764.5247755,0.0
lsxp-YiZhuangZhuang-QunYingHui.xml_1,请先生到江边即刻登舟。,5344935683.5012026,0.0
lseh-YangYanZhao-PengBei.xml_1,在中途得一信甚是不明。,5362013098.7241526,0.0
lseh-XiRiLi-BaoLianDeng.xml_0,昔日里有一个孤竹君，,5362417021.7205973,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_10,千言万（哪）语她不肯，,5369428561.8447237,0.0
lseh-XiRiLi-BaoLianDeng.xml_2,都只为孤（哇）竹君身染重病（哪），,5376073114.7099085,0.0
lsxp-ShenGongWu-LongFengChengXiang.xml_3,耳听笙歌闹喧哗。,5403594116.0139742,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_2,为千岁懒把朝房走，,5406316626.7629566,0.0
lsxp-ZouYingLong-DaYanSong.xml_13,在品级台（呀）前臣见君。,5409566661.6343203,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_3,赏罚中公（呃）平莫要自由。,5409631947.4919577,0.0
sdxp-WoHeNi-SiLangTanMu.xml_13,公主赠我的金鈚箭，,5410080213.6258163,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_11,我好比龙游在浅沙滩。,5424614663.4496279,0.0
lsxp-DaHeYi-SiLangTanMu.xml_17,弟兄对坐叙寒温。,5458431101.8197479,0.0
lseh-ZiNaRi-HongYangDong.xml_2,我前番命孟良骸骨搬（呐）请，,5464816415.5401306,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_4,马行在来道内我难（呐）以回（呀）马，,5472202226.7209263,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_4,马行在来道内我难（呐）以回（呀）马，,5472202226.7209263,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_0,为国家那何曾半日闲空，,5487605191.4721632,0.0
lsxp-WoBenShi-KongChengJi-1.xml_4,官封到武乡侯哇执掌帅印，,5496262665.1764307,0.0
lsxp-JiangShenEr-SanJiaDian.xml_15,叫一声解差把店役。,5498122048.383811,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_2,管带三（呐）军要宽厚，,5520882921.4669485,0.0
lseh-WeiGuoJia-HongYangDong-1.xml_1,我也曾平服了塞北西东。,5540514527.6177034,0.0
sdxp-WoHeNi-SiLangTanMu.xml_20,黄沙盖脸尸骨不全。,5544106375.1955271,0.0
lseh-LaoZhangBu-WuPenJi.xml_6,我和你远无冤近无有仇恨，,5555415768.1482487,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_1,陈宫心（呐）中乱如麻，,5570166134.9489088,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_1,陈宫心中乱如麻。,5588556063.2175608,0.0
lsxp-WoBenShi-KongChengJi-1.xml_1,论阴阳如反掌保定乾坤。,5609857991.9503117,0.0
lsxp-YiShiWu-YuCangJian.xml_6,他害我满门（呐）真悲惨，,5623457360.9323759,0.0
lsxp-DaHeYi-SiLangTanMu.xml_27,听罢言来才知情，,5641245405.8125515,0.0
lsxp-WoBenShi-KongChengJi-2.xml_9,我面前却少个知（呃）音的人。,5670425331.4143753,0.14285714285714285
lseh-ZiNaRi-HongYangDong.xml_9,因此上臣的病重（呃）加十分、千岁爷呀！,5683797037.0006218,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_5,老娘亲再讲情儿自刎头来。,5684579092.9203968,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_24,哭一声爹娘不能相见，,5690216137.0066214,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_3,满门的家着血染红。,5698401630.7467279,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_0,娘子不（哇）必太烈性，,5719919329.1127119,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_3,哭啼啼坐宝帐所为何来。,5725437682.9142694,0.0
lsxp-WoBenShi-KongChengJi-2.xml_0,我本是卧龙岗散淡（呐）的人，,5733276969.4343452,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_11,自有那神灵儿天地鉴察。,5734683795.6440477,0.0
lsxp-DaHeYi-SiLangTanMu.xml_6,怎知今日回宋营。,5740021138.6576576,0.0
lseh-WeiGuoJia-HongYangDong-3.xml_1,我也曾平服了塞北西东。,5749726375.2297049,0.0
sdxp-SuLongWei-WuJiaPo.xml_6,为军的要人我是不要钱。,5754706701.3647823,0.0
lsxp-DaHeYi-SiLangTanMu.xml_3,迈步且把宝帐（呀）进，,5756650715.3718386,0.0
lsxp-DaHeYi-SiLangTanMu.xml_22,灯光之下看不真。,5757492785.1420126,0.0
sdxp-SuLongWei-WuJiaPo.xml_17,买绫罗与绸缎、打首饰和簪环，,5794640006.5093555,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_1,各为其主统貔貅，,5818848895.208931,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_0,叹兄兀弟遭不幸一旦丧命，,5851084091.7676401,0.0
lsxp-ZheYiFeng-DingJunShan.xml_8,三军与（呀）爷归营号，,5878144565.1366491,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_3,为什么事到如今耍奸滑？,5883843389.967433,0.0
lsxp-WoBenShi-KongChengJi-1.xml_9,我面前缺少个知呃音的人。,5910712370.3630228,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_1,大喝一声（哪）如雷震，,5913028126.5846243,0.0
lsxp-DaHeYi-SiLangTanMu.xml_29,众将与爷忙掩（哪）门，,5919149706.9880056,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_4,是是是（呀）来我明白了，,5951067266.6035137,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_4,我与那公孙杵臼把计定，,5951839950.2265129,0.0
lseh-XiRiLi-BaoLianDeng.xml_14,打死了别家子父能作主，,5956707990.1736574,0.0
sdxp-DangNianHan-SanJiZhang.xml_7,要退、要退、偏要退！,5986140225.3103123,0.0
lseh-XiRiLi-BaoLianDeng.xml_13,二娇儿也难比那两个贤人。,6006290057.2494946,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_0,一轮明月照窗前，,6045080765.773653,0.0
lsxp-WoBenShi-KongChengJi-1.xml_0,我本是卧龙岗散淡哪的人，,6048444390.4443989,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_1,各为其（呀）主统貔貅。,6053416842.2847004,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_0,一轮明月照窗下，,6073132317.971446,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_3,为什么事到如今耍奸滑。,6083550696.1527328,0.0
lsxp-WoBenShi-KongChengJi-1.xml_5,东西战南北剿博古通呃今。,6087549740.6647539,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_1,满朝中文武臣泪双流。,6133503631.3427448,0.14285714285714285
lseh-NiangZiBu-SouGuJiuGu.xml_1,卑（呀）人言来你是（喏）听。,6162674899.909255,0.0
lseh-YangYanZhao-PengBei.xml_0,杨延昭奉父命巡查大营，,6170341111.2083397,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_7,生死二字（喏）且由他！,6212251854.5673628,0.0
lsxp-ZouYingLong-DaYanSong.xml_3,偶遇见小小的顽童放悲声，,6229140379.5403538,0.0
sdxp-SuLongWei-WuJiaPo.xml_10,管保大嫂就断与咱。,6231908171.670084,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_17,我本当拔宝剑自寻短见，,6239837497.3383007,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_0,一轮明月照窗前，,6243137787.0744143,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_0,一轮明月照窗下，,6261155096.9248629,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_2,我的（呀）父谏奏反把命（哪）送，,6301341562.5520592,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_6,三人同把那鬼门关上爬，,6302945794.2631502,0.0
sdxp-SuLongWei-WuJiaPo.xml_2,王丞相是我的主婚人（哪）。,6320119858.2009869,0.0
sdxp-SuLongWei-WuJiaPo.xml_8,为军哪怕到官前。,6351869034.0305471,0.0
lseh-YangYanZhao-PengBei.xml_3,又只见老爹爹瞌睡沉沉。,6411987768.2378654,0.0
lseh-WeiGuoJia-HongYangDong-2.xml_1,我也曾平服了塞北西东。,6445035055.3712292,0.0
lseh-JinZhongXiang-ShangTianTai.xml_1,寡人喜的是五谷丰登。,6448990251.6973381,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_0,自从千岁离朝后，,6455372145.8344402,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_0,一轮明月照窗下，,6459173355.5423021,0.0
lsxp-QingGongYan-FaDongWu.xml_0,庆功宴上把酒饮，,6463703070.4818964,0.0
sdxp-SuLongWei-WuJiaPo.xml_3,他三人与我有仇恨，,6486991646.0087614,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_7,一路上得遇陆贾、郦生与张良。,6502884695.6798468,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_0,听他言听得我心（呐）惊胆怕，,6512082283.7522135,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_0,听他言吓得我心（呐）惊胆怕，,6512082283.7522135,0.0
lsxp-YiShiWu-YuCangJian.xml_8,实指（喏）望到吴国借兵（呐）转，,6546497898.5177507,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_33,我本当拔宝剑自寻短见，,6550442795.8854942,0.0
sdxp-WoHeNi-SiLangTanMu.xml_2,贤公主又何必过于谦言。,6555213502.3738556,0.0
lsxp-DaHeYi-SiLangTanMu.xml_4,上面（哪）坐的同胞人。,6607505869.0715256,0.14285714285714285
lsxp-DaHeYi-SiLangTanMu.xml_14,失落番邦被贼擒。,6618937186.7261677,0.0
lsxp-WoBenShi-KongChengJi-2.xml_5,东西战南北剿博古（呃）通（哦）今。,6627715684.648736,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_0,徐茂公阴阳多奥妙，,6661922519.0475111,0.0
lseh-ZenNengGou-BaDaChui.xml_0,怎能够思一计番营来进，,6674142084.1993952,0.0
lsxp-QingGongYan-FaDongWu.xml_3,又谁知中途两离分。,6674192039.8236179,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_8,一路上秋毫无犯军威壮，,6699187245.4886923,0.0
lsxp-WoBenShi-KongChengJi-2.xml_1,凭阴阳如反掌保定乾坤。,6716049572.2981529,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_3,悔不该随他人到吕家。,6721958000.6405611,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_35,父母的冤仇化尘烟，,6732664420.9456148,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_1,愁人心（呐）中似箭穿。,6749674619.9858036,0.14285714285714285
lseh-LaoZhangBu-WuPenJi.xml_0,老丈不（哇）必胆怕惊，,6753942303.5927,0.0
sdxp-WoHeNi-SiLangTanMu.xml_1,我和你好夫妻恩德不浅，,6773914204.131587,0.0
lsxp-ZiGuDao-HuangHeLou.xml_0,自古道吉人有天相，,6802807014.5408831,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_4,山高路远少来问候，,6822147837.3113232,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_1,愁人心（哪）中似箭穿。,6861185794.1215992,0.14285714285714285
lsxp-QingGongYan-FaDongWu.xml_1,想起桃园结拜情。,6864549283.6435413,0.0
sdxp-WoHeNi-SiLangTanMu.xml_18,将身跪在地平川。,6884598933.8236332,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_19,安眠好似并底之蛙，,6914044244.8350754,0.0
lseh-JinZhongXiang-ShangTianTai.xml_2,文凭着邓先生策划有准，,6921479990.2599421,0.0
lsxp-WeiCengKai-QiYuanBao.xml_6,行至在中途把雨降，,6942081027.5986452,0.0
lsxp-YiShiWu-YuCangJian.xml_4,恨平王无道纲常乱，,6959049677.6904755,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_2,眼见得忠良无救应，,6982009241.2727003,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_5,他将我隐藏在后花园。,7036897378.0528936,0.0
lseh-WeiKaiYan-RangXuZhou.xml_5,救生灵（呐）积阴（呐）功也免得我坐卧不宁。,7099585534.089262,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_3,悔不该随他人到吕家。,7134126693.5197792,0.0
