孀居愁苦泪洗面,2,孀居愁苦泪洗面，
lseh-YiLunMing-WenZhaoGuan-1.xml_17,翻来覆去睡不（哇）安。,7135363027.6708126,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_11,反将我主贬汉王。,7137835902.1073942,0.0
lsxp-DaHeYi-SiLangTanMu.xml_26,要见本帅为何情？,7143760683.5712099,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_1,拔剑斩蛇天下扬。,7170800692.0916748,0.0
lseh-ZiNaRi-HongYangDong.xml_0,自（喏）那日朝罢归身（呐）染重病，,7175033811.1891832,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_19,父母的冤仇化尘烟，,7177349849.0233126,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_6,贪图富贵来害我，,7240091201.4802208,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_3,三百余口命赴幽冥。,7269551429.9402351,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_0,屠贼做事心太狠，,7297837928.4757004,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_0,两国交（哇）锋龙虎斗，,7305407035.1700058,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_22,贪图富贵来害我，,7305771215.3347187,0.0
sdxp-SuLongWei-WuJiaPo.xml_15,这锭银、三两三，,7326705881.9042797,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_2,背地里只把东皋公怨，,7339581126.9080534,0.0
lsxp-WeiCengKai-QiYuanBao.xml_9,望求太爷与我作主张（啊）。,7356491653.8944044,0.0
lseh-JinZhongXiang-ShangTianTai.xml_0,金钟响玉磬应王登龙庭，,7365407690.9583035,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_8,哭一声爹娘不能相见，,7392939334.7631321,0.0
lsxp-YiShiWu-YuCangJian.xml_7,我与奸贼不共戴天！,7421463446.5736952,0.0
sdxp-WoHeNi-SiLangTanMu.xml_11,公主虽然不阻拦，,7433787219.5667906,0.0
sdxp-WoHeNi-SiLangTanMu.xml_14,见母一面即刻还。,7491940484.3458643,0.14285714285714285
lsxp-TingTaYan-ZhuoFangCao-2.xml_6,这时候我只得暂且忍耐在心下，,7499335813.8730125,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_13,哀求娘子（喏）舍亲（呐）生。,7500211103.460022,0.0
lsxp-DaHeYi-SiLangTanMu.xml_31,走上前来忙松捆，,7517656732.6612282,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_20,若是真心来救我，,7525520753.9913149,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_4,若是真心来救我，,7525520753.9913149,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_12,听谯楼打罢了二（喏）更鼓下，,7530945086.9307337,0.0
sdxp-DangNianHan-SanJiZhang.xml_2,未央宫斩的是何人？,7567391427.6696825,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_1,文韬武略智谋高。,7599420770.8233147,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_6,这时候我只得暂且忍耐在心下，,7607737223.5773773,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_1,翻来复去睡不安。,7611746107.6402664,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_3,悔不该随他人到吕家，,7620169245.6044197,0.0
lsxp-DaHeYi-SiLangTanMu.xml_30,自己骨肉认不清。,7625251347.0496159,0.0
lsxp-WoBenShi-KongChengJi-2.xml_6,周文王访姜尚周室大振，,7654124000.9287596,0.0
lsxp-ZouYingLong-DaYanSong.xml_7,站立在殿角用目来观定，,7697242852.0250101,0.0
lseh-ZiNaRi-HongYangDong.xml_8,为此事终（啊）日里忧成疾病，,7699333578.6206188,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_5,他将我隐藏在后花园。,7704624562.6887789,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_4,左手拉住了李左车，,7761206846.7332258,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_2,管待三（哪）军要宽厚，,7803986371.3905811,0.0
lsxp-ZouYingLong-DaYanSong.xml_9,那一旁坐的就是严阁老，,7840570166.596632,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_2,在长安是你夸大话，,7849945008.2190952,0.0
lseh-JinZhongXiang-ShangTianTai.xml_3,武仗着姚皇兄保定乾坤。,7854167699.4673319,0.0
lseh-WeiKaiYan-RangXuZhou.xml_1,天卸重任我就要（哇）你担承。,7898032406.6902294,0.0
sdxp-SuLongWei-WuJiaPo.xml_18,我与你露水的夫妻就过几年（呐）。,7900001556.846755,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_0,此时间不可闹笑话，,7907819856.580821,0.0
lsxp-JianMaSu-ZhanMaSu.xml_3,失去了街亭差不差。,7911161986.7467213,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_0,此时间不可闹笑话，,7940542660.3298483,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_6,又谁知此贼的疑心（呐）太（呀）大，,7950319815.0883465,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_4,此一番领兵去镇守，,7966364137.2520809,0.0
sdxp-WoHeNi-SiLangTanMu.xml_19,我若探母不回转，,8007920695.3513641,0.0
lsxp-JiangShenEr-SanJiaDian.xml_2,一不是响马与贼寇，,8042728516.6326714,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_2,在长安是你夸大话，,8046343290.5504599,0.0
lseh-XiRiLi-BaoLianDeng.xml_3,传口诏命次子即位为君，,8057032390.2715292,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_0,昨日里斩八将头挂营外，,8060351837.4470654,0.0
lsxp-WeiCengKai-QiYuanBao.xml_8,赵大夫妻图财害命害我一命亡，,8137567479.5727463,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_18,背地里只把东皋公怨，,8203742572.935421,0.0
lsxp-ZuoRiLi-YuanMenZhanZi.xml_4,叫焦赞将宝剑悬挂帐外，,8249982962.0924253,0.0
lsxp-ZheYiFeng-DingJunShan.xml_3,大小儿郎听根苗，,8268658012.5188684,0.0
lsxp-ZouYingLong-DaYanSong.xml_11,我本当金（哪）殿奏一本怎奈我官卑职小不能够参大臣。,8277648729.1204386,0.0
lsxp-ZheYiFeng-DingJunShan.xml_4,头通（呃）鼓紧战袍，,8321240719.5775423,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_3,谁知昭关有阻拦。,8336214203.1374321,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_10,屈死的怨鬼魂休要怨（呐）咱，,8355256258.4161205,0.0
lsxp-ZouYingLong-DaYanSong.xml_4,我问顽童啼哭因何故，,8456103343.6112328,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_0,我主爷起义在芒砀，,8458203118.6357365,0.0
lsxp-JianMaSu-ZhanMaSu.xml_1,不由老夫咬钢牙，,8468143289.2791319,0.0
lsxp-JiangShenEr-SanJiaDian.xml_3,二不是歹人（呐）把城偷。,8495405489.2343311,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_10,屈死的冤鬼魂休要怨咱，,8544009693.839879,0.0
lsxp-ZouYingLong-DaYanSong.xml_8,上面坐的是有道君，,8544716978.8290501,0.14285714285714285
lsxp-ShenGongWu-LongFengChengXiang.xml_1,年老得配女娇娃。,8578173849.0337677,0.0
lsxp-DaHeYi-SiLangTanMu.xml_16,我是你四哥回宋营。,8606840945.869236,0.0
lsxp-ZouYingLong-DaYanSong.xml_12,罢、罢、罢，暂且忍却我的心头恨，,8607248351.499897,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_14,悔不该把家属一（呀）旦撇下，,8611600545.977993,0.0
lsxp-DaHeYi-SiLangTanMu.xml_5,弟兄们分别十五春，,8617947187.988306,0.0
lsxp-JiangShenEr-SanJiaDian.xml_11,儿行千里母担忧。,8630842590.6611061,0.0
lsxp-YiShiWu-YuCangJian.xml_5,信用无极狗奸谗。,8659643605.4297543,0.0
lseh-ZiNaRi-HongYangDong.xml_1,三更时梦（呃）见（呐）了年迈爹尊（呐）。,8681179551.6392784,0.0
lsxp-LiangGuoJiao-ShiJieTing-1.xml_5,靠山近水把营收。,8714397680.2844086,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_12,今日里萧何荐良将，,8721033377.8249874,0.0
lsxp-WoBenShi-KongChengJi-2.xml_8,闲无（呃）事在敌楼（呃）我亮一亮琴（呢）音，,8726087585.7725735,0.0
lseh-TanXiongDi-SangYuanJiZi.xml_3,见坟台不见人刀割我心。,8741568567.8536015,0.0
lsxp-JiangShenEr-SanJiaDian.xml_9,舍不得老娘（呃）白了头。,8786059330.224493,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_3,谁知昭关有阻拦。,8789180880.5016575,0.0
lseh-ZiNaRi-HongYangDong.xml_3,那乃是萧天佐以（呀）假成真；,8824946574.749836,0.0
lsxp-JiangShenEr-SanJiaDian.xml_14,眼见得红日坠落在西山后，,8907749910.3643742,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_5,望千岁恕学生礼貌不周。,8932311035.8682671,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_20,贼好比蛟龙未生鳞甲，,8962285784.5419559,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_12,我好（呃）比鱼儿吞了钩线，,8978384532.7626781,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_1,诬杀赵家一满门。,9036380870.3060207,0.0
lseh-WeiKaiYan-RangXuZhou.xml_2,二犬子（呃）皆年幼（哇）难当（呃）重任，,9039780437.736187,0.0
lsxp-ZheYiFeng-DingJunShan.xml_6,向前各各有赏犒，,9108326853.5646362,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_17,汉室后来贼是个惹祸的根芽。,9138971453.6844444,0.0
lseh-ZenNengGou-BaDaChui.xml_3,倒不如上公安观看古今。,9166190267.3803501,0.0
lsxp-LiangGuoJiao-ShiJieTing-2.xml_5,靠山近水把管收。,9169277889.2477131,0.0
lsxp-DaHeYi-SiLangTanMu.xml_23,本帅开言把他问，,9206982782.0233307,0.0
lseh-WeiKaiYan-RangXuZhou.xml_4,望使君放开怀慨然（呐）应（呐）允，,9208751209.3208675,0.0
lsxp-YiShiWu-YuCangJian.xml_2,日月轮流催晓（哇）箭，,9270280982.6794033,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_12,无奈何我只得双（呃）膝跪，,9271393103.6182442,0.0
lsxp-WoBenShi-KongChengJi-1.xml_6,周文王访姜尚周室大振，,9284619625.732748,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_12,我好（哇）比鱼儿吞了钩线，,9286482924.4693756,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_3,却原（呐）来贼是个无（哇）义（呀）的冤家！,9313942162.5513668,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_3,却愿（呐）来贼是个无（哇）义（呀）的冤家！,9313942162.5513668,0.0
sdxp-SuLongWei-WuJiaPo.xml_7,大嫂说话礼不端，,9329468313.2614403,0.0
lseh-ZiNaRi-HongYangDong.xml_7,去了我左右膀难以飞行。,9344669877.7823677,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_23,我岂肯放虎归山又（哇）把人抓。,9388245654.755312,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_1,父纳子（呃）妻礼难容，,9425238361.4729977,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_4,怕将（呃）来老天爷无（哇）有果报，,9426134970.2810268,0.0
lsxp-JiangShenEr-SanJiaDian.xml_7,舍不得衙役们众班头。,9433287022.8500767,0.0
lsxp-DaHeYi-SiLangTanMu.xml_13,十五年前沙滩会，,9433560271.0976524,0.0
lsxp-CiShiJian-HuaiHeYing-2.xml_4,左手拉住了李左车，,9466715239.1958084,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_5,杀猪（喏）沽（哇）酒款待于他，,9476631432.9398251,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_25,险些儿把事（喏）又（哇）作差。,9481005750.1726284,0.0
lsxp-ZouYingLong-DaYanSong.xml_5,他言道严嵩老贼害他的举家一满门。,9481374727.597229,0.0
lsxp-ZiCongQian-ZhuLianZhai.xml_3,为千岁懒观五凤楼。,9484649477.4417953,0.0
lsxp-ZouYingLong-DaYanSong.xml_6,我劝顽童你休流泪，免悲声，邹老爷就是尔的报仇人。,9488768450.5699654,0.14285714285714285
lsxp-WoBenShi-KongChengJi-1.xml_8,闲无哇事在敌楼哇我亮（呃）一亮琴哪音，,9526403788.4643879,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_9,我也曾约法定过三章。,9543796163.0146828,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_5,他舍命来你我舍亲生。,9551274979.1174183,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_9,不能（呃）哎见。,9619233255.4540462,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_25,不能（哪）哎见爹娘（兀）！,9672320129.020195,0.0
lseh-XiRiLi-BaoLianDeng.xml_1,伯夷叔齐二大贤人，,9697223145.0441799,0.0
lsxp-DaHeYi-SiLangTanMu.xml_20,见一番汉帐中行。,9721686299.8561153,0.0
lsxp-DaHeYi-SiLangTanMu.xml_2,杨家将令鬼神惊。,9744137207.1187649,0.0
lsxp-ZheYiFeng-DingJunShan.xml_7,退后的项上吃一刀。,9766757730.3863182,0.0
lsxp-ZheYiFeng-DingJunShan.xml_0,这一封（呃）书信来得巧，,9832194072.2634907,0.0
sdxp-SuLongWei-WuJiaPo.xml_21,为军起下不良的意呀，,9840995657.1940517,0.0
lsxp-DaHeYi-SiLangTanMu.xml_15,六弟下位把兄认，,9891791528.4536762,0.0
lsxp-HenPingWang-WenZhaoGuan.xml_0,恨平王无道乱楚宫（兀），,9994038595.4533558,0.0
sdxp-SuLongWei-WuJiaPo.xml_20,为何来在大道边。,10002998129.004498,0.0
sdxp-WoHeNi-SiLangTanMu.xml_9,我有心回宋营见母一面，,10084695738.145136,0.14285714285714285
lseh-YiLunMing-ZhuoFangSuDian.xml_4,吕伯奢可算得义气（呀）大，,10095738268.058483,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_7,老天爷不绝我的后代根。,10104397952.658646,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_8,你今舍了亲生子，,10156232238.134266,0.0
lsxp-WeiCengKai-QiYuanBao.xml_0,未曾开言泪汪汪，,10283023231.012005,0.14285714285714285
lseh-YiLunMing-WenZhaoGuan-1.xml_8,俺伍员好一似丧家犬，,10328517204.356281,0.0
sdxp-WoHeNi-SiLangTanMu.xml_6,有一桩心腹事不敢明言。,10519631116.841692,0.0
lseh-ZiNaRi-HongYangDong.xml_4,二次（喏）里命孟良番营来进，,10530144094.824982,0.0
lseh-XiRiLi-BaoLianDeng.xml_10,首阳山前冻饿死（喏）。,10545244668.214735,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_6,又谁知此贼的疑心太大，,10552464077.417431,0.0
lsxp-WeiCengKai-QiYuanBao.xml_7,借宿一宵起祸殃。,10587286560.04949,0.0
lsxp-JianMaSu-ZhanMaSu.xml_0,见马谡（唩）跪帐下，,10698802136.470476,0.0
lsxp-JiangShenEr-SanJiaDian.xml_13,娘想儿来泪双流。,10704584815.097332,0.14285714285714285
lseh-YiLunMing-ZhuoFangCao-1.xml_21,贼好比猛虎未（呀）曾长牙，,10724263962.671152,0.0
lseh-ZiNaRi-HongYangDong.xml_6,老军报他二人在洪洋（呃）洞丧（呃）命，,10747511792.138962,0.0
lsxp-DaHeYi-SiLangTanMu.xml_24,你是番邦什么人？,10826169237.683607,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_6,又谁知此贼的疑心（呐）太（呀）大，,10916826634.09936,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_15,扬尘舞蹈见大王。,10936185989.875004,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_2,为（呀）儿（啼）女我也曾朝山拜庙，,11006851115.499296,0.0
sdxp-WoHeNi-SiLangTanMu.xml_3,杨廷辉有一日愁眉得展，,11026636808.575714,0.14285714285714285
lsxp-ZuoRiLi-YuanMenZhanZi.xml_1,老娘亲为什么不讲情来？,11050616156.083822,0.0
sdxp-SuLongWei-WuJiaPo.xml_11,好一个贞节王宝钏，,11104321076.059296,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_2,赵屠二家有仇恨，,11257549667.016743,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_8,俺伍员好一似丧家犬，,11266599083.931629,0.0
lsxp-YiShiWu-YuCangJian.xml_1,叹光明一去不回还（呐）；,11284627016.257786,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_9,年迈老丈命染黄沙。,11355490834.494299,0.0
sdxp-DangNianHan-SanJiZhang.xml_6,句句话儿伤父心。,11435027104.200047,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_7,夜夜何曾得安眠。,11597218290.729235,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_7,夜夜何曾得安眠。,11597218290.729235,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_3,叫人难解巧机关。,11613080551.823278,0.0
sdxp-SuLongWei-WuJiaPo.xml_22,一马双跨到西凉。,11687872945.933203,0.0
lsxp-ZheYiFeng-DingJunShan.xml_1,天助黄忠成功劳。,11781163048.205214,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_8,一家人倶丧在宝剑之下，,11838430564.652821,0.0
lseh-JinZhongXiang-ShangTianTai.xml_5,又听得殿角下大放悲声。,12004176184.179983,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_15,悔不该弃县今抛却了乌（哇）纱，,12034904095.677647,0.0
sdxp-SuLongWei-WuJiaPo.xml_16,送与大嫂把家安。,12125989323.576532,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_9,年迈的老丈命（呐）染黄沙。,12157100748.469959,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_8,一家人倶丧在宝剑之（喏）下，,12264655617.349915,0.0
lseh-LaoZhangBu-WuPenJi.xml_3,我本屈死一鬼魂。,12295477760.021517,0.0
sdxp-SuLongWei-WuJiaPo.xml_19,是烈女就该在家院，,12364056819.672966,0.0
lseh-YangYanZhao-PengBei.xml_5,又恐怕惊动了年迈之人。,12488080303.638109,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_10,我好（哇）比哀哀长空雁，,12539840028.077154,0.0
lsxp-CiShiJian-HuaiHeYing-1.xml_5,右手再把栾布拉。,12541470485.004713,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_9,年迈的老丈命（呐）染黄沙。,12581462779.727091,0.0
lseh-XiRiLi-BaoLianDeng.xml_8,那伯夷出午门无（哇）有踪（呃）影，,12599043349.093061,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_3,两路分（呐）兵定咸阳。,12680685766.616554,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_5,杀猪（喏）沽酒款待与他，,12685847513.235376,0.0
lsxp-DaHeYi-SiLangTanMu.xml_19,本帅帐中用目睁，,12776320624.744648,0.0
lsxp-JiangShenEr-SanJiaDian.xml_8,实难舍街坊四邻与我的好朋友，,12782444180.44298,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_16,我冷冷清清向谁言（呃）。,12790149162.85841,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_32,我冷冷清清向谁言（哪）。,12931687849.091295,0.0
lsxp-JiangShenEr-SanJiaDian.xml_0,将身儿来至在大街口，,12966099238.412685,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_19,叫人难解巧机关，,13029178255.246828,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_10,我好（呃）比哀哀长空雁，,13053372108.797451,0.0
sdxp-WoHeNi-SiLangTanMu.xml_8,我的娘押粮草来到北番。,13089537680.713921,0.0
lsxp-JiangShenEr-SanJiaDian.xml_12,儿想娘亲难叩首，,13136376512.038097,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_7,拔出剑将他的满门杀。,13197285638.310261,0.0
lsxp-WoBenShi-KongChengJi-1.xml_3,算就了汉家的业鼎足哇三分。,13265748683.70886,0.0
lsxp-WeiCengKai-QiYuanBao.xml_3,姓刘名安字世昌。,13271413150.64123,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_16,我只说贼是个宽宏量大，,13286467776.084291,0.0
lseh-XiRiLi-BaoLianDeng.xml_11,留得美名万古存，,13369348874.006275,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_5,杀猪沽酒款待与他。,13455000187.37451,0.0
lsxp-ZouYingLong-DaYanSong.xml_10,他本是我朝中上欺天子下压臣谋朝篡位卖国的奸贼他名叫严嵩，,13507675566.055256,0.0
lseh-XiRiLi-BaoLianDeng.xml_4,那叔齐分长幼不能担任，,13515582291.510201,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_13,越思越想把事来作差。,13664153151.653488,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,13869186940.547789,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_7,既同行共（呃）大事必须要劝解于他（呀呃）。,13869186940.547789,0.0
lseh-YiLunMing-ZhuoFangCao-2.xml_4,吕伯奢可算得义气大，,14095799946.301216,0.0
sdxp-WoHeNi-SiLangTanMu.xml_4,誓不忘贤公主恩重如山。,14096608894.353495,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_5,为何几日他不言，,14106019864.485146,0.0
lseh-JinZhongXiang-ShangTianTai.xml_4,内侍臣忙摆驾九龙口进，,14222758108.570078,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_3,缘何不救我出笼牢。,14378983055.844387,0.0
lseh-XiRiLi-BaoLianDeng.xml_6,弟让兄来兄不能应（呐）允，,14581237317.390001,0.0
lseh-XiRiLi-BaoLianDeng.xml_12,为父的怎比得孤竹君，,14630915864.074299,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_14,撩袍端带我把金殿上，,14899231885.988419,0.0
lsxp-JiangShenEr-SanJiaDian.xml_6,舍不得太爷的恩情厚，,14942291159.393902,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_7,拔出剑将他的满门杀，,14943044518.170485,0.0
lseh-XinZhongYou-WenZhaoGuan.xml_14,朝臣待漏五更寒。,14982914172.848198,0.0
lsxp-WeiCengKai-QiYuanBao.xml_5,贩卖绸缎转还乡。,15196281262.147079,0.0
lseh-YiLunMing-ZhuoFangSuDian.xml_8,一家人倶丧在宝剑之（喏）下，,15208268456.063517,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_11,不舍娇儿难救孤身。,15359048555.723192,0.0
lseh-TuZeiZuo-SouGuJiuGu.xml_3,大事还要问程婴。,15513745024.191898,0.0
lseh-XiRiLi-BaoLianDeng.xml_9,那叔齐逃出了后宰门，,15706291098.774752,0.0
sdxp-WoHeNi-SiLangTanMu.xml_16,快马加鞭我一夜还。,15750686670.171377,0.0
lsxp-YiShiWu-YuCangJian.xml_9,行至在昭关有阻拦。,15984593859.822495,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_4,幸遇那东皋公行方便，,16028954740.265009,0.0
lsxp-WoBenShi-KongChengJi-2.xml_7,我诸葛怎比得前辈（呃）的先（呃）生。,16336404746.872013,0.0
lseh-YiLunMing-ZhuoFangCao-1.xml_7,拔出剑将他的满门杀，,16372868061.145765,0.0
lsxp-ZouYingLong-DaYanSong.xml_2,那一日打从大街进，,16411787996.347303,0.0
lseh-XuMaoGong-QinQiongFaPei.xml_5,其中必有这巧（哇）妙高。,16427063266.392567,0.0
lseh-NiangZiBu-SouGuJiuGu.xml_9,来年必定降麒麟。,16547238196.1208,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_30,朝臣待漏（哇）五更寒，,16564928167.215111,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_1,背转身自埋怨我自（呃）已做差。,16628742918.434298,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_1,背转身只埋怨我自（呃）己作差，,16628742918.434298,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_21,为何几日他不言。,16688142514.858328,0.0
lseh-XiRiLi-BaoLianDeng.xml_5,那伯夷尊父命也不能应承，,16748297450.14703,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_2,我先前只望他宽宏量（呃）大，,17275061106.929886,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_2,我先前只望他宽宏量（呃）大，,17275061106.929886,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_6,一连几天我的眉不（哇）展，,17814097210.383778,0.0
lseh-YiLunMing-WenZhaoGuan-1.xml_4,幸遇那东皋公行方便，,17869669228.799076,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_5,后进咸阳扶保在朝纲。,17981948135.324436,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_2,怀王也曾把旨降，,18098473875.829155,0.0
lsxp-JiangShenEr-SanJiaDian.xml_4,杨林与我来争斗，,18238847242.237167,0.0
lseh-ZenNengGou-BaDaChui.xml_1,前后话对文龙细说衷情。,18238938430.695934,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_13,但愿得言听计从重整汉家邦、一同回故乡。,18420893066.0065,0.0
lsxp-ZhangGongDao-ZhuangYuanPu.xml_3,为儿（喏）女我也曾补路修桥。,18479605073.451397,0.0
lseh-YiLunMing-WenZhaoGuan-2.xml_6,一连几天我的眉不（呃）展，,18581462111.119743,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_6,也是我主洪福广，,18797869205.540005,0.0
lsxp-TingTaYan-ZhuoFangCao-2.xml_5,这才是花随水水不（哇）能恋（呐）花。,18836849811.327721,0.0
lsxp-JiangShenEr-SanJiaDian.xml_10,娘生儿连心肉，,19111827207.015759,0.0
lsxp-WoBenShi-KongChengJi-2.xml_3,算就了汉家的业鼎足（呃）三分。,19123408127.852428,0.0
lsxp-TingTaYan-ZhuoFangCao-1.xml_5,这才是花随水水不（哇）能恋（呐）花。,19175735171.391644,0.0
lsxp-WoZhuYe-ZhuiHanXin.xml_10,项羽不遵怀王约，,19350400489.600277,0.0
lseh-ZiNaRi-HongYangDong.xml_5,又谁知焦克明他私（呀）自后跟（呐），,20166351791.60569,0.0
lsxp-WoBenShi-KongChengJi-1.xml_7,俺诸（喏）葛怎比得前辈呀的先哪生。,21000183609.100433,0.0
lseh-LaoZhangBu-WuPenJi.xml_7,望求老丈把冤伸。,22330971128.896149,0.0
